PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSI;P7250;P7280;P7280S1;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20251148;11;2025;8428157;1;1;1;70;;2;1115.786936;47;1;;;;;;;;;1;;16;0;3;1;3;2;2;;2;;.;5223;47;4719
20251148;11;2025;8428158;1;1;1;70;;2;768.35033897;47;1;;;;;;;;;1;;24;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428158;1;2;1;70;;2;768.35033897;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428159;1;1;1;70;;2;1522.9862477;47;1;;;;;;;;;1;;36;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428159;1;3;1;70;;2;1522.9862477;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428159;1;4;1;70;;2;1522.9862477;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428160;1;1;1;70;;2;1098.3706766;47;1;;;;;;;;;1;;180;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428160;1;2;1;70;;2;1098.3706766;47;1;;;;;;;;;1;;36;0;4;4;1;2;2;;2;;.;6222;03;0312
20251148;11;2025;8428160;1;3;1;70;;2;1098.3706766;47;1;;;;;;;;;1;;120;0;4;4;1;2;2;;2;;.;6222;03;0312
20251148;11;2025;8428160;1;6;1;70;;2;1098.3706766;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428162;1;2;1;70;;2;1274.1246415;47;1;;;;;;;;;1;;180;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428162;1;3;1;70;;2;1274.1246415;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428163;1;2;1;70;;2;1085.2412822;47;1;;;;;;;;;1;;48;0;8;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428164;1;1;1;70;;1;749.47286883;47;1;;;;;;;;;1;;99;0;4;2;10;2;2;;2;;.;5412;84;8423
20251148;11;2025;8428164;1;3;1;70;;1;749.47286883;47;1;;;;;2;3;;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428164;1;4;1;70;;1;749.47286883;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428165;1;1;1;70;;1;778.54002107;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428165;1;2;1;70;;1;778.54002107;47;;1;24;1;;;;44;800000;1;;60;0;4;7;8;2;2;;2;;9211;9211;01;0122
20251148;11;2025;8428166;1;2;1;70;;1;1112.607647;47;1;;;;;1;;40;1200000;1;;3;0;3;4;4;2;2;;2;;.;9412;56;5611
20251148;11;2025;8428166;1;3;1;70;;1;1112.607647;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428167;1;3;1;70;;1;1455.1680895;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428168;1;2;1;70;;1;1086.9504773;47;1;;;;;;;;;1;;120;3;3;4;10;2;2;;2;;.;4120;84;8424
20251148;11;2025;8428168;1;3;1;70;;1;1086.9504773;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428171;1;2;1;70;;1;1183.5969984;47;1;;;;;1;;40;1423500;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428171;1;3;1;70;;1;1183.5969984;47;1;;;;;2;2;;1000000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428171;1;4;1;70;;1;1183.5969984;47;1;;;;;2;3;;800000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428172;1;4;1;70;;1;1194.334061;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428175;1;1;1;70;;1;1024.6204002;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428177;1;1;1;70;;1;814.77406563;47;1;;;;;;;;;1;;144;2;5;2;10;2;3;;2;;.;2330;85;8530
20251148;11;2025;8428177;1;2;1;70;;1;814.77406563;47;1;;;;;;;;;1;;240;1;5;2;10;2;2;;2;;.;4120;85;8544
20251148;11;2025;8428180;1;2;1;70;;1;707.68806434;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428182;1;1;1;70;;1;1096.7908962;47;1;;;;;2;5;;1800000;1;;13;2;3;4;10;2;2;;2;;.;5321;86;8610
20251148;11;2025;8428182;1;2;1;70;;1;1096.7908962;47;1;;;;;;;;;1;;15;0;4;4;10;2;2;;2;;.;2131;86;8610
20251148;11;2025;8428183;1;1;1;70;;2;554.09473582;47;1;;;;;;;;;1;;96;0;9;4;1;2;3;;2;;.;5223;47;4721
20251148;11;2025;8428183;1;2;1;70;;2;554.09473582;47;;1;6;1;;;;40;600000;1;;12;0;3;1;3;2;2;;2;;9412;9112;91;9101
20251148;11;2025;8428184;1;2;1;70;;2;1243.7004949;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428188;1;2;1;70;;2;463.3503452;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428189;1;1;1;70;;2;1269.1552064;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428189;1;4;1;70;;2;1269.1552064;47;;1;8;1;;;;48;1423000;2;;;;;;;;2;;2;;5141;;;
20251148;11;2025;8428193;1;2;1;70;;2;430.8707382;47;1;;;;;;;;;1;;420;0;4;4;1;2;2;;2;;.;6222;03;0312
20251148;11;2025;8428194;1;1;1;70;;2;1309.0652344;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428194;1;4;1;70;;2;1309.0652344;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428194;1;5;1;70;;2;1309.0652344;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428194;1;6;1;70;;2;1309.0652344;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428194;1;7;1;70;;2;1309.0652344;47;1;;;;;;;;;1;;24;0;8;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428201;1;1;1;70;;2;430.8707382;47;1;;;;;;;;;1;;360;0;4;4;1;2;2;;2;;.;5223;47;4723
20251148;11;2025;8428201;1;2;1;70;;2;430.8707382;47;1;;;;;;;;;1;;72;0;4;4;1;2;2;;2;;.;7531;14;1410
20251148;11;2025;8428201;1;3;1;70;;2;430.8707382;47;1;;;;;;;;;1;;18;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428203;1;3;1;70;;2;989.06190217;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428204;1;2;1;70;;2;1465.3792871;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428205;1;5;1;70;;2;1085.8960766;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428206;1;1;1;70;;2;806.77978601;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428206;1;3;1;70;;2;806.77978601;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428207;1;2;1;70;;1;1194.4356848;47;1;;;;;1;;40;1423500;1;;12;0;7;1;9;2;2;;2;;.;5111;51;5111
20251148;11;2025;8428207;1;3;1;70;;1;1194.4356848;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428207;1;4;1;70;;1;1194.4356848;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428207;1;5;1;70;;1;1194.4356848;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428208;1;1;1;70;;1;637.33438023;47;1;;;;;;;;;1;;96;0;4;1;4;2;3;;2;;.;5223;47;4752
20251148;11;2025;8428208;1;2;1;70;;1;637.33438023;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428209;1;1;1;70;;1;1001.6653085;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428209;1;3;1;70;;1;1001.6653085;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428209;1;5;1;70;;1;1001.6653085;47;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428211;1;1;1;70;;1;830.25176474;20;1;;;;;;3;;1400000;1;;4;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428211;1;2;1;70;;1;830.25176474;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428213;1;1;1;70;;1;741.78605467;20;1;;;;;;;;;1;;24;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428214;1;1;1;70;;1;660.28316211;20;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;7363;32;3212
20251148;11;2025;8428215;1;1;1;70;;1;983.40335092;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428215;1;3;1;70;;1;983.40335092;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428216;1;1;1;70;;1;583.69682021;20;1;;;;;;;;;1;;480;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428217;1;3;1;70;;1;546.35085445;20;1;;;;;;;;;1;;6;0;7;4;2;2;2;;2;;.;7132;25;2511
20251148;11;2025;8428218;1;1;1;70;;1;946.58106626;20;;1;20;4;;;;8;1400000;1;;24;0;3;1;3;2;2;;2;;1420;5223;47;4771
20251148;11;2025;8428218;1;3;1;70;;1;946.58106626;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428219;1;1;1;70;;1;1115.6448444;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428219;2;2;2;70;;1;1115.6448444;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428220;1;1;1;70;;1;568.55554102;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428220;1;3;1;70;;1;568.55554102;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428220;1;4;1;70;;1;568.55554102;20;;1;3;1;;;;8;1400000;1;;1;0;8;1;7;2;2;;2;;9313;9313;42;4220
20251148;11;2025;8428220;1;5;1;70;;1;568.55554102;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428220;1;7;1;70;;1;568.55554102;20;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;9333;52;5224
20251148;11;2025;8428221;1;1;1;70;;1;879.25247657;20;1;;;;;;;;;1;;36;0;3;4;1;2;2;;2;;.;5223;47;4721
20251148;11;2025;8428223;1;3;1;70;;1;925.44394588;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428224;1;2;1;70;;1;918.84545105;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428227;1;1;1;70;;1;1733.2433005;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428228;1;1;1;70;;1;1983.4198989;20;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;5246;56;5619
20251148;11;2025;8428228;1;2;1;70;;1;1983.4198989;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428233;1;1;1;70;;1;918.84545105;20;1;;;;;;;;;1;;60;0;4;2;10;2;2;;2;;.;4311;84;8412
20251148;11;2025;8428234;1;2;1;70;;1;1538.691834;20;1;;;;;;;;;1;;72;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428235;1;1;1;70;;1;1382.1584626;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428235;1;3;1;70;;1;1382.1584626;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428236;1;1;1;70;;1;1155.4955337;20;1;;;;;;;;;1;;8;0;4;1;2;2;2;;2;;.;5246;56;5619
20251148;11;2025;8428237;1;1;1;70;;1;1297.8470121;20;1;;;;;;;;;1;;72;0;4;2;10;2;2;;2;;.;4321;85;8530
20251148;11;2025;8428238;1;1;1;70;;1;1283.8839263;20;1;;;;;;;;;1;;252;0;8;2;10;2;2;;2;;.;5321;86;8610
20251148;11;2025;8428239;1;1;1;70;;1;1020.9393901;20;1;;;;;;;;;1;;120;0;5;2;10;2;3;;2;;.;2611;84;8424
20251148;11;2025;8428239;1;2;1;70;;1;1020.9393901;20;1;;;;;;;;;1;;240;0;8;2;10;2;2;;2;;.;2341;85;8530
20251148;11;2025;8428241;1;1;1;70;;1;1020.9393901;20;1;;;;;;;;;1;;36;0;4;4;1;2;3;;2;;.;5223;47;4711
20251148;11;2025;8428241;1;2;1;70;;1;1020.9393901;20;1;;;;;;;;;1;;360;0;8;2;10;2;2;;2;;.;4415;84;8412
20251148;11;2025;8428243;1;1;1;70;;1;1283.8839263;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428247;1;1;1;70;;1;3184.7929802;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428251;1;2;1;70;;1;1325.9980064;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428251;1;3;1;70;;1;1325.9980064;20;1;;;;;1;;40;1400000;1;;1;0;6;4;1;2;2;;1;400000;.;3522;95;9512
20251148;11;2025;8428252;1;2;1;70;;2;1605.0087472;20;1;;;;;;;;;1;;3;0;8;1;8;2;2;;2;;.;5120;88;8899
20251148;11;2025;8428254;1;2;1;70;;2;1613.5539281;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428257;1;1;1;70;;2;2054.6242158;20;1;;;;;;;;;1;;84;0;4;1;10;2;3;;2;;.;9211;01;0126
20251148;11;2025;8428257;1;3;1;70;;2;2054.6242158;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428257;1;4;1;70;;2;2054.6242158;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428259;1;1;1;70;;2;1075.5520506;20;1;;;;;;;;;1;;60;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428260;1;1;1;70;;2;905.56102358;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428261;1;1;1;70;;2;905.56102358;20;1;;;;;;;;;1;;180;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428264;1;2;1;70;;2;1602.066808;20;;1;24;1;;;;44;1423000;1;;24;0;3;1;10;2;2;;2;;4311;4211;64;6412
20251148;11;2025;8428266;1;1;1;70;;2;1006.1789151;20;1;;;;;;;;;1;;240;0;4;3;2;2;2;;2;;.;5120;97;9700
20251148;11;2025;8428269;1;2;1;70;;2;1053.688262;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428269;1;3;1;70;;2;1053.688262;20;1;;;;;;;;;1;;240;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428274;1;2;1;70;;2;1602.066808;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428276;1;2;1;70;;2;1250.5393608;20;1;;;;;;;;;1;;120;0;3;1;10;2;2;;2;;.;5120;01;0125
20251148;11;2025;8428278;1;1;1;70;;2;1499.5153155;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428278;1;3;1;70;;2;1499.5153155;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428279;1;3;1;70;;2;1652.825859;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428281;1;2;1;70;;2;1157.8304876;20;1;;;;;;;;;1;;18;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428287;1;1;1;70;;1;1299.9846094;20;;1;20;1;;;;8;1400000;1;;6;0;8;3;2;2;2;;2;;5120;5120;56;5611
20251148;11;2025;8428290;1;2;1;70;;1;1457.8147803;20;1;;;;;;;;;1;;24;0;3;1;6;2;2;;2;;.;2264;86;8610
20251148;11;2025;8428293;1;3;1;70;;1;1519.7349936;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428295;1;2;1;70;;1;1195.7002811;20;1;;;;;1;;44;2000000;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428295;1;3;1;70;;1;1195.7002811;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428295;1;4;1;70;;1;1195.7002811;20;1;;;;;;;;;1;;60;0;5;1;10;2;3;;2;;.;9112;01;0126
20251148;11;2025;8428296;1;2;1;70;;2;820.26415012;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428296;1;3;1;70;;2;820.26415012;20;;1;36;1;;;;40;1400000;1;;9;0;6;1;10;2;2;;2;;4110;4120;94;9491
20251148;11;2025;8428297;1;1;1;70;;2;591.31498116;20;1;;;;;;;;;1;;60;0;4;4;1;2;2;;2;;.;9211;01;0161
20251148;11;2025;8428297;1;2;1;70;;2;591.31498116;20;1;;;;;;;;;1;;120;0;6;4;1;2;2;;2;;.;9510;47;4781
20251148;11;2025;8428297;1;3;1;70;;2;591.31498116;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428298;1;1;1;70;;2;499.88686143;20;1;;;;;;;;;1;;96;0;4;4;2;2;2;;2;;.;5120;56;5611
20251148;11;2025;8428299;1;2;1;70;;2;935.91822464;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428300;1;1;1;70;;2;744.75708247;20;;1;3;4;;;;40;720000;1;;0;2;8;4;10;2;2;;1;720000;5120;5120;85;8530
20251148;11;2025;8428301;1;1;1;70;;2;436.93538421;20;1;;;;;;;;;1;;360;0;3;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428302;1;3;1;70;;2;979.81194167;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428303;1;2;1;70;;1;2488.1007778;20;1;;;;;1;;40;1423000;1;;24;0;8;1;10;2;2;;2;;.;4110;01;0126
20251148;11;2025;8428304;1;2;1;70;;1;2743.3881137;20;1;;;;;;;;;1;;120;0;3;1;10;2;2;;2;;.;9214;01;0126
20251148;11;2025;8428304;1;3;1;70;;1;2743.3881137;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428304;1;4;1;70;;1;2743.3881137;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428305;1;1;1;70;;1;1568.1736843;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428306;1;2;1;70;;1;2589.8540138;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428307;1;1;1;70;;1;2454.4473969;20;;1;4;1;;;;40;2000000;1;;2;2;6;4;2;2;2;;2;;3312;9411;56;5611
20251148;11;2025;8428307;1;3;1;70;;1;2454.4473969;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428308;1;2;1;70;;1;2813.7614959;20;1;;;;;;;;;1;;5;0;3;1;4;2;2;;2;;.;5223;47;4772
20251148;11;2025;8428310;1;2;1;70;;1;2214.6011749;20;;1;8;1;;;;44;1423000;1;;2;0;6;4;2;2;2;;2;;9211;5246;56;5630
20251148;11;2025;8428310;2;2;2;70;;1;2214.6011749;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428311;1;1;1;70;;1;1854.3701563;20;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;6111;01;0111
20251148;11;2025;8428311;1;2;1;70;;1;1854.3701563;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428311;1;3;1;70;;1;1854.3701563;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428312;1;4;1;70;;1;1258.9994071;20;1;;;;;;;;;1;;72;0;9;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428314;1;1;1;70;;1;927.5774401;20;1;;;;;;;;;1;;36;0;3;4;2;2;2;;2;;.;9412;56;5611
20251148;11;2025;8428314;1;3;1;70;;1;927.5774401;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428314;1;5;1;70;;1;927.5774401;20;1;;;;;;;;;1;;72;0;4;4;1;2;2;;2;;.;9214;81;8130
20251148;11;2025;8428314;1;6;1;70;;1;927.5774401;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428315;1;1;1;70;;1;1152.224265;20;1;;;;;;;;;1;;120;0;4;3;3;2;2;;2;;.;9412;56;5611
20251148;11;2025;8428315;1;2;1;70;;1;1152.224265;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428317;1;2;1;70;;1;2488.1007778;20;1;;;;;;;;;2;;;;;;;;1;1;2;;.;.;;.
20251148;11;2025;8428318;1;2;1;70;;1;1619.7942004;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428319;1;1;1;70;;2;279.9366424;20;1;;;;;;;;;1;;60;0;4;4;2;2;2;;2;;.;6121;01;0141
20251148;11;2025;8428321;1;1;1;70;;2;419.71764004;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428322;1;2;1;70;;2;572.58496759;20;1;;;;;1;;40;1400000;1;;12;0;4;7;4;2;2;;2;;.;9211;01;0126
20251148;11;2025;8428322;1;3;1;70;;2;572.58496759;20;1;;;;;1;;40;1400000;1;;3;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428324;1;1;1;70;;2;297.23324706;20;1;;;;;;;;;1;;144;0;4;7;2;2;2;;2;;.;9211;01;0161
20251148;11;2025;8428324;1;2;1;70;;2;297.23324706;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428326;1;2;1;70;;2;332.4860743;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428327;1;2;1;70;;2;380.26663481;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428328;1;2;1;70;;2;421.83283757;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428329;1;2;1;70;;1;1522.2555673;20;1;;;;;;;;;1;;18;0;3;1;5;2;2;;2;;.;5246;10;1081
20251148;11;2025;8428330;1;1;1;70;;1;1194.8475505;20;1;;;;;;;;;1;;2;0;3;1;5;2;2;;2;;.;5223;56;5611
20251148;11;2025;8428332;1;2;1;70;;1;1622.5775699;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428332;1;4;1;70;;1;1622.5775699;20;1;;;;;;;;;1;;60;0;4;3;1;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428336;1;2;1;70;;1;618.8912674;20;1;;;;;;;;;1;;72;0;5;2;10;2;3;;2;;.;5321;86;8610
20251148;11;2025;8428337;1;1;1;70;;1;810.93342743;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428338;1;1;1;70;;1;810.93342743;20;1;;;;;;;;;1;;180;0;4;4;2;2;2;;2;;.;5246;56;5611
20251148;11;2025;8428342;1;2;1;70;;1;1054.0420476;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428346;1;1;1;70;;1;673.7546949;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428347;1;2;1;70;;1;2846.5884691;20;1;;;;;;;;;1;;240;0;3;4;2;2;2;;2;;.;5223;47;4721
20251148;11;2025;8428347;1;3;1;70;;1;2846.5884691;20;1;;;;;1;;40;1400000;1;;24;0;6;2;10;2;2;;2;;.;0310;84;8422
20251148;11;2025;8428347;1;4;1;70;;1;2846.5884691;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428347;1;5;1;70;;1;2846.5884691;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428349;1;2;1;70;;2;588.02618468;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428350;1;1;1;70;;2;244.68381516;20;1;;;;;;;;;1;;84;0;4;4;1;2;2;;2;;.;6112;01;0127
20251148;11;2025;8428353;1;2;1;70;;2;371.54566493;20;1;;;;;;;;;1;;60;0;4;3;2;2;2;;2;;.;9111;97;9700
20251148;11;2025;8428353;1;3;1;70;;2;371.54566493;20;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428355;1;2;1;70;;2;421.83283757;20;1;;;;;;;;;1;;72;0;4;1;4;2;2;;2;;.;5120;56;5611
20251148;11;2025;8428357;1;2;1;70;;2;445.72311783;20;1;;;;;;;;;1;;120;0;3;4;1;2;2;;2;;.;9215;02;0230
20251148;11;2025;8428359;1;4;1;70;;2;3868.0373988;25;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428360;1;1;1;70;;2;1408.7435254;25;1;;;;;;;;;1;;12;0;4;4;2;2;2;;2;;.;6112;01;0127
20251148;11;2025;8428360;1;2;1;70;;2;1408.7435254;25;1;;;;;;;;;1;;12;0;3;6;2;2;2;;2;;.;9211;01;0123
20251148;11;2025;8428362;1;2;1;70;;1;1043.5317557;25;1;;;;;;;;;1;;12;0;6;7;3;2;2;;2;;.;6112;01;0123
20251148;11;2025;8428366;1;2;1;70;;2;2287.3520626;25;1;;;;;;;;;1;;300;0;1;3;2;2;2;;2;;.;1311;97;9700
20251148;11;2025;8428367;1;1;1;70;;2;1408.7435254;25;;1;2;4;;;;40;1500000;1;;2;2;8;4;1;2;2;;2;;5120;5246;56;5619
20251148;11;2025;8428367;1;3;1;70;;2;1408.7435254;25;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428367;1;4;1;70;;2;1408.7435254;25;1;;;;;;;;;1;;240;0;5;1;3;2;3;;2;;.;5120;85;8512
20251148;11;2025;8428368;1;2;1;70;;2;1091.8109331;25;1;;;;;;;;;1;;7;0;4;1;2;2;2;;2;;.;9313;43;4330
20251148;11;2025;8428369;1;2;1;70;;2;1952.9141383;25;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428369;1;3;1;70;;2;1952.9141383;25;1;;;;;;;;;2;;;;;;;;2;;2;;.;.;;.
20251148;11;2025;8428371;1;1;1;70;;2;1522.5589721;25;1;;;;;;;;;1;;24;0;4;4;1;2;2;;2;;.;9214;01;0127
