DATASET,SERIES_CODE,OBS_MEASURE,COUNTRY,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,2000,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024,2024-Q1,2024-Q2,2024-Q3,2024-Q4
IMF.STA:BOP(21.0.0),COL.NETCD_T.D1_F5_D42S.USD.A,OBS_VALUE,Colombia,Net (credits less debits),"Direct investor in direct invesment enterprises, Equity and investment fund shares, Investment income on dividends and withdrawals from income of quasi corporations and income distributed to investment fund shareholders (excluding RIE)",US dollar,Annual,Millions,-1100.83323091608,,,,,-557.347592295362,,,,,-857.092872594576,,,,,-1073.21325114113,,,,,-1686.06920810896,,,,,-2401.67346420369,,,,,-2736.60492763574,,,,,-4199.0760029436,,,,,-5301.9266974447,,,,,-4201.89381521679,,,,,-5801.38520965696,,,,,-8744.77893332592,,,,,-8293.63867473195,,,,,-7994.18846503207,,,,,-5506.84976965333,,,,,-1029.53916685333,,,,,-99.2539623981166,,,,,-1416.30025491326,,,,,-3455.53568758785,,,,,-2830.36777409589,,,,,6.1758915210327,,,,,-1933.84903742175,,,,,-6424.1178033107,,,,,-3325.21996332238,,,,,-2044.59497955488,,,,
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F3_S12R_L.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Debt securities, Other financial corporations, Long-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,-55.631691,,0,0,0,0,,0,0,0,0,,0,29.4018089,1.594,0,,1.34,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,350,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_T.R_F3.USD.Q,OBS_VALUE,Colombia,Assets,"Reserve assets, Debt securities",US dollar,Quarterly,Millions,,207.22640042,129.677487880001,280.716129710001,285.820345589999,,316.60881647,-180.02349359,454.35790909,604.147497439999,,108.064742940001,244.865605379999,-243.574242879998,-6.96396054000034,,-299.334659650001,-196.314864479997,325.726548899998,-79.4276916899984,,387.541560359999,406.56598724,508.41421919,1211.56134037,,-530.13637912,995.517881319999,1243.26498261,-174.01912082,,374.93475125,-846.13106461,409.01097291,253.787708440002,,3427.07138315,1003.23062257,80.9732791300017,132.429482450002,,653.078189569999,919.929043399995,1437.11703885,-479.074884640001,,79.9799066399989,-183.380500859996,307.226835209996,317.867235500001,,367.734456289998,1259.61855536,438.873272150005,1192.99013928,,1159.09838401,1221.16467098,1298.22933236999,-42.3447541200008,,824.833111560003,1364.27492352,1438.52371163,1683.06061633001,,2064.1688617,2049.73595595,2017.46530949001,769.725400989994,,676.879642130002,1120.24563658,2098.89687474999,546.024487100014,,123.061026349984,94.393925390009,372.433431380004,134.685731679996,,390.024306480004,-137.972632360004,57.6120136000016,67.7380394899985,,-29.2777030999965,180.638589179992,113.816123453,-271.824935821894,,36.4319252699999,97.3256095412011,167.411839689995,720.574840260004,,2003.32505603999,517.131593160006,186.934911120003,446.394112249994,,-369.914457689997,3223.25315977,227.927499620001,1694.51712305,,159.339224869995,169.017337050001,-2761.57969625,131.936683400005,,258.130838310001,98.7618764799967,152.721535509998,200.171526390004,,357.411007719989,417.129117420003,452.364175919998,490.707482669929,,914.306472989995,930.521681429994,1042.91457475,679.576924160003
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F3_S12R_S.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Debt securities, Other financial corporations, Short-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F4_S122_S.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Loans, Deposit taking corporations, except the Central Bank, Short-term",US dollar,Quarterly,Millions,,-253.932514989927,15.364712183684,-5.99688627652922,130.362364336534,,-71.4947463931189,156.749961845069,-171.467867872482,-5.33210611929276,,51.2993073848237,-26.5910179728775,-54.7311704597426,29.5360732599933,,56.8590689796137,51.7925649643196,-66.7643394246826,-7.84063427937606,,-32.2011017417543,51.0694360074592,-3.42234463480845,-55.1894320730608,,139.740318153399,-59.2669675136055,18.0920256448524,350.256033437996,,-480.292442491135,414.295797858835,-102.416891189668,-59.671191930955,,109.290217774375,64.9128678446531,282.37044009792,415.04673426758,,-310.945023839164,-155.037652271749,-300.426360006726,-107.694150272038,,372.562278614838,228.884449093945,-360.474335756797,-124.600812522818,,-162.121896155889,-6.69119532642879,153.881738419306,-152.65323430064,,376.985729695568,62.2313164803005,116.301361590164,253.215459319695,,-59.3076799455477,-189.582424031351,515.294552869686,-791.538013314854,,278.310594096795,1012.64627094898,-108.822144561934,-697.543867900737,,-263.518107587926,74.131094375763,483.434806811493,-130.202482077947,,189.161178406337,-62.2829752300001,-173.64190247,-26.3507370900002,,-128.69864095,-131.7992428,-149.82231671,-304.27167602,,-287.74431197,189.59450397,38.47849687,73.95159627,,72.6461781800001,-84.88241943,-26.98030716,92.1775541300002,,-77.7047056699998,6.92584081999996,-30.0784660999999,-14.89247594,,3.32356786999999,-27.50446789,-0.22391515000001,-12.23284958,,65.50711242,-141.00890348,112.88702427,-79.35362176,,-55.06149019,18.09573337,-39.6917166,-13.82813206,,47.06653082,309.64164066,51.25942048,-147.40052392,,101.106624559592,-80.5146774131889,52.8606282570276,190.835013745068
IMF.STA:BOP(21.0.0),COL.NETCD_T.D_FL_D4Q.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),"Direct investment, Debt instruments, Investment income on interest and income attributable to policy holders",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,6.68133592202207,4.45767570314435,5.73152934767756,4.53455560660128,,10.0068085766657,11.0596816876109,-0.149863540781136,47.7152276919161,,20.7325908740675,10.3599805569302,14.7683238854622,8.2623195330228,,23.5830878473997,14.3530692887531,7.862779163187,18.4150563924834,,14.2830618830785,51.2718817648129,-34.0719277776316,1.59936581953365,,18.925471302726,34.5987916901518,26.5482947611731,95.0765701366345,,22.4686943011735,13.4688307315947,6.33991538289103,-40.3216690207862,,-3.08780115391357,1.43312684209822,-3.10413041937946,-15.2762436379657,,3.97956567532927,-12.0424203547047,-32.9880103431708,-3.5593472422709,,-0.164558691027672,-10.4217719484432,23.8013126850404,-38.3164016464261,,-32.1184105332897,-45.2791433385979,-6.35782614040444,-64.5780537316383,,-60.6663795292606,-143.563577577975,-25.0307484543323,-52.9921026961538,,-48.6388997938567,-53.3136420327785,-156.102733088003,-37.5656556816143,,-9.3077655175487,-105.932459726146,-73.0968377929835,-63.4884602329409,,-52.4783319217342,-59.2670067373734,-30.3780582821099,-26.0668302308518,,-84.255912964931,-44.5156653862454,-72.8079551340839,-163.179767968985,,-61.7816619483152,-42.5543975256551,-44.053206808927,-110.245542014918,,-91.8033154122593,-45.1684145237087,-92.9511088133924,-139.861711842282,,-135.527525828839,-123.463103738999,-159.335366446097,-213.459162092888,,-70.453121696717,-129.734332306771,-118.94756848037,-171.719126706757
IMF.STA:BOP(21.0.0),COL.CD_T.P_F3_D41.USD.A,OBS_VALUE,Colombia,Credit/Revenue,"Portfolio investment, Debt securities, Investment income, interest income",US dollar,Annual,Millions,490.089727193667,,,,,367.862232206452,,,,,225.287884406009,,,,,195.522487188526,,,,,271.607037935449,,,,,364.820995364967,,,,,598.675488867315,,,,,677.674082974756,,,,,435.947107287902,,,,,357.508604650812,,,,,429.799429207644,,,,,375.405112919732,,,,,275.504391755633,,,,,385.037513459829,,,,,518.575006918027,,,,,258.608382703501,,,,,338.319170571905,,,,,548.647396863803,,,,,853.405488969559,,,,,824.00382243908,,,,,548.856931468385,,,,,632.840631955001,,,,,1179.00543954993,,,,,1135.5340019454,,,,,1304.41461095685,,,,
IMF.STA:BOP(21.0.0),COL.CD_T.SF3.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,Auxiliary insurance services,US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.NETCD_T.D1_F5_D42S.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),"Direct investor in direct invesment enterprises, Equity and investment fund shares, Investment income on dividends and withdrawals from income of quasi corporations and income distributed to investment fund shareholders (excluding RIE)",US dollar,Quarterly,Millions,,-319.395925835179,-312.906388433205,-245.17050859666,-223.360408051033,,-165.928567386177,-157.094952684539,-133.058024199467,-101.266048025179,,-259.71977700966,-195.402311368515,-235.015661619722,-166.955122596679,,-284.121797205457,-274.820172390342,-225.27352486485,-288.997756680483,,-412.536601072849,-437.77825195246,-383.716453989298,-452.037901094356,,-579.180409998581,-624.519050283516,-591.796595629225,-606.17740829237,,-681.32588311344,-757.001980705325,-614.402617801556,-683.874446015414,,-968.383439762017,-984.77511462309,-922.246160282233,-1323.67128827626,,-1458.37015526337,-1641.04379592202,-1382.40363647101,-820.109109788298,,-962.786685184175,-963.871180910241,-1090.2252172093,-1185.01073191307,,-1373.59582365658,-1321.43359449348,-1549.21189235102,-1557.14389915588,,-1709.24568909464,-2072.53607419656,-2160.04928718017,-2802.94788285455,,-2179.66539203781,-2078.97618872196,-1894.20789726738,-2140.7891967048,,-2154.93138038453,-1913.25421569619,-1865.23052286815,-2060.7723460832,,-1463.74406203377,-1517.4944699663,-1542.6912360241,-982.920001629156,,-421.619117131546,-618.022637292444,4.57162499911129,5.53096257154732,,62.7488808343725,-38.1851748979156,-33.0474358621508,-90.7702324724227,,-355.663409756862,-287.985882123113,-265.836911398746,-506.814051634538,,-786.50443971594,-921.87413020747,-809.321306390276,-937.835811274163,,-769.20898452343,-740.250242868382,-603.706164024214,-717.202382679864,,-47.7563262090692,48.1437379301435,21.4454183720257,-15.6569385720673,,-279.714670453629,-287.813651745378,-601.505913089329,-764.814802133414,,-1064.88129737424,-1725.14477332907,-1996.77151975827,-1637.32021284912,,-1257.66981821475,-691.159369180475,-828.421285841039,-547.969490086116,,-503.606399016662,-478.362879259699,-520.809016764084,-541.816684514434
IMF.STA:BOP(21.0.0),COL.DB_T.SCB.USD.Q,OBS_VALUE,Colombia,Debit/Expenditure,All modes of transport; freight,US dollar,Quarterly,Millions,,155.081201578947,166.67671,166.83823,183.60395,,196.91369,196.8759,203.30905,197.42608,,176.55114,177.89995,198.01234,183.97521,,177.63042,196.30213,203.57813,211.18559,,211.84796,253.60946,262.69306,273.42159,,288.67515,373.5366,372.89121,330.84907,,297.26209,353.01836,347.69722,400.63479,,374.44398,391.71128,434.56137,485.41429,,477.11104,513.85552,565.47616,537.47931,,412.34782,357.01412,328.96406,367.71055,,403.4446,459.73171,529.30669,531.07021,,507.35642,556.63055,564.69667,572.7254,,585.21236,608.03185,607.52033,606.62679,,555.73567,582.78871,607.66224,588.94477,,577.01788,642.14978,630.7336,656.98934,,566.446,531.97292,516.54679,467.4213,,413.51534,399.6587,448.66893,426.00977,,431.201,407.16542,432.02826,436.35388,,436.01774,467.55766,464.74386,510.39582,,493.52641,480.75168,527.67156,498.90017,,488.141687917413,419.967076385702,433.611351338835,520.697691020216,,664.077010698956,760.967079846787,1033.57361294126,1402.36136475703,,1459.82552738214,1285.07011413762,1336.67311202488,1067.52401014123,,820.837318297685,708.877607106546,645.36361669583,651.790316888967,,634.450880897354,732.686404137648,907.247271231154,928.462322356973
IMF.STA:BOP(21.0.0),COL.CD_T.SC12.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,Sea transport; freight,US dollar,Quarterly,Millions,,9.91592631578947,2.8176,2.55882,3.70334,,2.99831,3.02806,2.226,2.6387,,3.20765,2.53932,2.59139,3.38612,,3.97854,3.44996,4.91172,5.41247,,6.85654,10.5483,8.83106,9.55508,,8.29277,13.50275,9.44935,11.15217,,6.69324,12.57884,10.81414,10.0519,,9.5838,18.4727,13.70462,22.17807,,19.17216,22.61382,23.7755,17.37935,,9.97869,9.35624,9.27574,10.90527,,12.68253,13.64028,11.83624,10.5353,,11.049,11.04863,9.72255,9.77881,,10.3544,10.28976,11.83965,11.5684,,10.3139,8.2027,6.55691,4.97099,,8.3093,7.73252,7.09377,6.73517,,7.36011,7.72272,8.52016,6.89616,,6.98341,4.77263,14.12887,9.0439,,8.20568,10.69415,10.58294,8.279,,6.058,6.98025,7.26631,8.35176,,6.88,10.3116,12.645,5.467,,1.91796,2.09942,2.23172,7.544,,10.2688246371237,9.0505555596741,12.8899747389395,15.2704136635116,,9.472300724473,13.13445496773,16.76535799314,11.544486389667,,10.255222307668,8.187804266242,8.658914836903,9.007777491637,,9.346040107469,12.36080328913,8.603696028621,9.990509772948
IMF.STA:BOP(21.0.0),COL.L_NIL_T.O_F4_S1X_S.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Other investment, Loans, Monetary authorities, Short-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F51XEF.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Equity securities: excluding exceptional financing",US dollar,Quarterly,Millions,,23.036286,-9.47555181000001,-2.121812,5.463008,,-1.08109658234992,-26.7996470525464,-0.812835469999996,-13.636701,,-5.83428600000001,-6.656946,-0.908184000000006,30.382698,,-19.948583,-10.659275,3.33215949999999,-24.23047759,,6.79757539000002,-10.07017021,61.7597519231854,71.2486782799999,,-18.32503788,61.32278561,45.59324587,-2.82025451,,70.08633725,-68.12222813,-97.7749893180475,65.7162713969674,,443.456870702161,-348.399345396699,585.706773775968,109.314172794736,,5.57946610300723,32.046042731109,-107.814126676855,-16.0973651113244,,-34.9930639938207,169.528541548961,-3.02184091963103,-64.1625142309658,,53.6048128449411,155.697650768669,509.318505167438,769.339205694001,,389.450843033907,419.74824320848,461.701049228447,1001.01933484564,,1064.3796715345,848.810115789907,713.813041675734,828.18094863956,,916.297834462992,504.950488886954,351.833816339702,148.135364315489,,-28.7529167938646,661.108029296342,872.84209279024,318.013837800869,,0.3616263400083,238.700492430574,314.566859870529,86.3102617515368,,92.3195285984295,-328.765671903605,-315.637045992557,189.195686129611,,167.595148487035,159.151474281265,53.5012115545473,91.8346445183246,,36.6365070356519,-301.5576456391,-171.880164483648,-386.320835077562,,-125.82932475206,-109.641001851575,-383.825689483677,-612.342428476068,,-163.149324947338,-154.070058058248,-130.008568329365,-6.49561737615784,,-268.635983696768,-297.008099160485,-342.186742406074,-281.438865758802,,-391.067522322425,-267.0129863975,17.2619822175157,89.7840405972385,,27.1346516051911,-3.71899804124257,56.91603196,-60.4077714802858,,4.41280114866157,127.851606380447,177.385783318291,228.165472355861
IMF.STA:BOP(21.0.0),COL.A_T.R_FR1.USD.Q,OBS_VALUE,Colombia,Assets,"Reserve assets, Securities (equity, investment fund shares/units and debt securities)",US dollar,Quarterly,Millions,,207.22640042,129.677487880001,280.716129710001,285.820345589999,,316.60881647,-180.02349359,454.35790909,604.147497439999,,108.064742940001,244.865605379999,-243.574242879998,-6.96396054000034,,-299.334659650001,-196.314864479997,325.726548899998,-79.4276916899984,,387.541560359999,406.56598724,508.41421919,1211.56134037,,-530.13637912,995.517881319999,1243.26498261,-174.01912082,,374.93475125,-846.13106461,409.01097291,253.787708440002,,3427.07138315,1003.23062257,80.9732791300017,132.429482450002,,653.078189569999,919.929043399995,1437.11703885,-479.074884640001,,79.9799066399989,-183.380500859996,307.226835209996,317.867235500001,,367.734456289998,1259.61855536,438.873272150005,1192.99013928,,1159.09838401,1221.16467098,1298.22933236999,-42.3447541200008,,824.833111560003,1364.27492352,1438.52371163,1683.06061633001,,2064.1688617,2049.73595595,2017.46530949001,769.725400989994,,676.879642130002,1120.24563658,2098.89687474999,546.024487100014,,123.061026349984,94.393925390009,372.433431380004,134.685731679996,,390.024306480004,-137.972632360004,57.6120136000016,67.7380394899985,,-29.2777030999965,180.638589179992,113.816123453,-271.824935821894,,36.4319252699999,97.3256095412011,167.411839689995,720.574840260004,,2003.32505603999,517.131593160006,186.934911120003,446.394112249994,,-369.914457689997,3223.25315977,227.927499620001,1694.51712305,,159.339224869995,169.017337050001,-2761.57969625,131.936683400005,,258.130838310001,98.7618764799967,152.721535509998,200.171526390004,,357.411007719989,417.129117420003,452.364175919998,490.707482669929,,914.306472989995,930.521681429994,1042.91457475,679.576924160003
IMF.STA:BOP(21.0.0),COL.L_NIL_T.O_F6_S1Z.USD.A,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Other investment, Insurance, pension and standardized guarantee schemes, Other Sectors (BPM6)",US dollar,Annual,Millions,0,,,,,0,,,,,0,,,,,26.5,,,,,-26.5,,,,,0,,,,,0,,,,,56.092548233644,,,,,8.8889127737242,,,,,40.6097173461743,,,,,107.741699434224,,,,,35.1087983091603,,,,,82.5736435917881,,,,,15.5060255690565,,,,,-57.760544359506,,,,,-182.448281587675,,,,,89.9051853108809,,,,,95.0246780960369,,,,,-12.3921201577919,,,,,90.1444232126612,,,,,27.8168821739755,,,,,104.379075922399,,,,,62.1580457380368,,,,,533.859800986688,,,,,-19.9315909209471,,,,
IMF.STA:BOP(21.0.0),COL.NETCD_T.SJ1.USD.Q,OBS_VALUE,Colombia,Net (credits less debits),Research and development services,US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_T.R_F11A.USD.Q,OBS_VALUE,Colombia,Assets,"Reserve assets, Monetary gold: gold bullion",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.DB_T.U3_FL_D4Q.USD.Q,OBS_VALUE,Colombia,Debit/Expenditure,"Direct investment between fellow enterprises if ultimate controlling parent is unknown, Debt instruments, Investment income on interest and income attributable to policy holders",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.A_NFA_T.O_F4_S12R.USD.Q,OBS_VALUE,Colombia,"Assets, Net acquisition of financial assets","Other investment, Loans, Other financial corporations",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.CD_T.P_F3_D41.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,"Portfolio investment, Debt securities, Investment income, interest income",US dollar,Quarterly,Millions,,115.044047939242,119.861088552073,124.7929554749,130.391635227452,,123.020604106514,106.34576571607,78.136343401247,60.3595189826206,,65.3609992466719,59.4388757386791,54.9751585498877,45.5128508707702,,43.5859097123143,48.1262431390713,49.9235017743897,53.8868325627506,,53.2903619751953,67.9451192463733,74.4511876067643,75.9203691071165,,78.8920601216538,83.1981080854124,90.8567148164647,111.874112341436,,123.507390363012,149.101904959027,163.438737469769,162.627456075507,,164.803058518464,170.395249507134,180.505365787645,161.970409161513,,114.843105732941,112.496837165354,109.061921471925,99.5452429176823,,75.6405696951647,78.7023518812222,98.1270135034349,105.03866957099,,116.190000992635,117.571084267113,107.31113019751,88.7272137503863,,111.754889932991,112.391200164654,83.4405306293757,67.8184921927117,,74.5521363236094,70.3508679371733,65.7957928684989,64.8055946263515,,75.9387954392057,79.2496073890032,100.461248120176,129.387862511444,,137.675682651911,132.757169566756,125.695421752234,122.446732947126,,75.5481394800222,64.4550733271857,54.0092332015771,64.5959366947161,,71.5803320413783,59.5271882124429,77.3859691262655,129.825681191818,,86.0305740623171,125.515121475424,179.338723633543,157.762977692519,,171.155230526724,212.496584567048,240.667108074564,229.086565801223,,229.956304742778,209.120694462784,197.611845692562,187.314977540956,,115.092158376848,112.579361913029,145.177723145369,176.007688033139,,187.615795114936,174.937398287121,132.154794965791,138.132643587153,,258.356784354007,286.50785122011,324.537846135023,309.602957840789,,343.957773780821,254.650914923742,261.637117449135,275.288195791706,,281.040002567118,335.80308113884,352.936454740184,334.635072510706
IMF.STA:BOP(21.0.0),COL.L_NIL_T.P_F5_S12R.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Portfolio investment, Equity and investment fund shares, Other financial corporations",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
IMF.STA:BOP(21.0.0),COL.CD_T.O_D41G.USD.Q,OBS_VALUE,Colombia,Credit/Revenue,"Other investment, Investment income on interest before FISIM",US dollar,Quarterly,Millions,,41.7762032278844,38.3566655721832,36.5298353419233,40.1967822216448,,39.0418286173881,36.2182120469802,28.2659086072434,21.0433659905833,,21.8351842961218,18.0701273842121,14.9623884998688,14.0959614931679,,6.07233446568844,6.24406589832529,5.34717732590592,4.05184555574926,,3.37384890790417,4.86049483583819,4.77997751527017,7.06472309466843,,10.1559297892925,11.3186436140346,12.4336379885467,14.7157561447062,,15.7248390504035,14.7573170756983,17.7761390065664,16.3301137788016,,19.7996018277379,23.8862318547321,27.5337535273337,29.091213670465,,21.9995424341117,19.7367911814513,19.5243106221813,12.1090437458348,,11.0331523619947,9.91951224838841,5.72994110363938,6.5199541241028,,3.79384487465483,5.54072686879178,5.0223618214517,5.59419257237176,,7.581833489242,8.47060613309785,7.92460067777733,10.0557212202407,,12.4579649294896,11.7826753281342,11.9358103422492,9.57541638909552,,8.86811354009099,9.00144544774718,8.89812230847952,8.74503517067212,,6.30414086123914,6.79565821283324,8.15780210552324,7.51840356900819,,8.29632324716335,9.25982783132633,10.4766687358646,13.0679528457908,,18.0140839060485,19.5651566213994,23.2209282602914,25.5364758858514,,26.6326700787375,27.693737868332,28.8776371446187,31.0390081274708,,42.8680016794192,50.5700810444297,50.9961681238403,55.8080570059534,,53.2133427465064,48.5806921048139,40.7968719353791,37.0397146499526,,30.7199248571176,30.5450309072667,26.8631042944452,34.0196929696728,,28.7416440531043,29.2248366612495,33.0762106607459,40.1018340974375,,43.246674630378,117.098603754656,207.618990025854,263.242959159999,,259.604825273011,280.098054709182,302.647231881242,270.424980577183,,288.858165485795,341.261978244305,304.398311352298,334.013801587078
IMF.STA:BOP(21.0.0),COL.L_NIL_T.O_F4_S1X_L.USD.Q,OBS_VALUE,Colombia,"Liabilities, Net incurrence of liabilities","Other investment, Loans, Monetary authorities, Long-term",US dollar,Quarterly,Millions,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
