 ,Cuentas,Valor,Fecha(DD/MM/YYYY) (Year),estado_informacion,Periodicidad de la información (Trimestral / anual),Trimestre
3,               Débito (importaciones),115063.929893,2022,Dato provisional,Anual,
3,               Débito (importaciones),27163.228495,2022,Dato provisional,Trimestral,Q1
3,               Débito (importaciones),29379.631969,2022,Dato provisional,Trimestral,Q2
3,               Débito (importaciones),30733.169465,2022,Dato provisional,Trimestral,Q3
3,               Débito (importaciones),27787.899964,2022,Dato provisional,Trimestral,Q4
3,               Débito (importaciones),100323.304414,2023,Dato provisional,Anual,
3,               Débito (importaciones),25539.45114,2023,Dato provisional,Trimestral,Q1
3,               Débito (importaciones),24445.733743,2023,Dato provisional,Trimestral,Q2
3,               Débito (importaciones),24871.741441,2023,Dato provisional,Trimestral,Q3
3,               Débito (importaciones),25466.37809,2023,Dato provisional,Trimestral,Q4
3,               Débito (importaciones),75921.912737,2024,Dato preliminar,Anual,
3,               Débito (importaciones),24138.451513,2024,Dato preliminar,Trimestral,Q1
3,               Débito (importaciones),25764.08032,2024,Dato preliminar,Trimestral,Q2
3,               Débito (importaciones),26019.380904,2024,Dato preliminar,Trimestral,Q3
4,                      1.A Bienes y servicios,1328.66691385,2000,Dato revisado,Anual,
4,                      1.A Bienes y servicios,260.17144562,2000,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,268.16557018,2000,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,484.1037598,2000,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,316.22613825,2000,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-970.53837127,2001,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-288.2020211,2001,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-329.3903569,2001,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-37.09237247,2001,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-315.8536208,2001,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-1313.6285276,2002,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-116.491246,2002,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-303.69317,2002,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-412.1675334,2002,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-481.2765782,2002,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-1032.73123073,2003,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-470.3427031,2003,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-108.0533344,2003,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-17.48238153,2003,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-436.8528117,2003,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-483.13368585,2004,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-283.5903211,2004,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-174.1735145,2004,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,176.29967735,2004,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-201.6695276,2004,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-690.61444702,2005,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-138.048013,2005,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-11.31911822,2005,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-412.3649381,2005,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-128.8823777,2005,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-1951.5444711,2006,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-201.5116448,2006,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-436.785164,2006,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-653.1148673,2006,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-660.132795,2006,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-3441.4720174,2007,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-1355.607235,2007,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-713.8339644,2007,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-948.4610166,2007,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-423.5698014,2007,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-2302.39754411,2008,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-177.171862,2008,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,296.66111189,2008,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-649.335851,2008,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-1772.550943,2008,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-805.72772649,2009,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-350.1937038,2009,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,128.38372031,2009,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-293.8155318,2009,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-290.1022112,2009,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-2246.15021298,2010,Dato revisado,Anual,
4,                      1.A Bienes y servicios,257.96519275,2010,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,224.97493327,2010,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-1525.096899,2010,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-1203.99344,2010,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,527.5733701465,2011,Dato revisado,Anual,
4,                      1.A Bienes y servicios,6.5864745465,2011,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,619.54749993,2011,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-350.8019828,2011,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,252.24137847,2011,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-1464.99236914,2012,Dato revisado,Anual,
4,                      1.A Bienes y servicios,905.07306546,2012,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-820.245554,2012,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-1341.260509,2012,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-208.5593716,2012,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-3250.49785725,2013,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-827.6869963,2013,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-81.88419145,2013,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-1464.4866,2013,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-876.4400695,2013,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-12332.276475,2014,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-1965.198639,2014,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-2062.726252,2014,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-2728.691237,2014,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-5575.660347,2014,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-19004.381509,2015,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-4869.048053,2015,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-3785.090761,2015,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-5391.751824,2015,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-4958.490871,2015,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-13451.129309,2016,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-3970.873862,2016,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-2935.217342,2016,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-3559.991024,2016,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-2985.047081,2016,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-8761.508928,2017,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-2729.663334,2017,Dato revisado,Trimestral,Q1
4,                      1.A Bienes y servicios,-2551.393438,2017,Dato revisado,Trimestral,Q2
4,                      1.A Bienes y servicios,-2325.998505,2017,Dato revisado,Trimestral,Q3
4,                      1.A Bienes y servicios,-1154.453651,2017,Dato revisado,Trimestral,Q4
4,                      1.A Bienes y servicios,-10556.191985,2018,Dato revisado,Anual,
4,                      1.A Bienes y servicios,-1839.605863,2018,Dato revisado,Trimestral,Q1
