 ,Cuentas,Valor,Fecha(DD/MM/YYYY) (Year),estado_informacion,Periodicidad de la información (Trimestral / anual),Trimestre
445,                             Adquisición neta de activos financieros,36.497669,2001,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,62.9446898,2001,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,-227.4097839,2001,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,144.086876,2001,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,856.8257381,2002,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,69.8926807,2002,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,42.0302112,2002,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,611.4957319,2002,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,133.4071143,2002,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,937.68715031,2003,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,49.0605485,2003,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,34.98623574,2003,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,8.8701228,2003,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,844.77024327,2003,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,192.44908693,2004,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,48.65631039,2004,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,22.08587387,2004,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,27.283067,2004,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,94.42383567,2004,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,4795.511444065,2005,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,26.246760685,2005,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,7.134663785,2005,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,67.207353895,2005,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,4694.9226657,2005,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,1267.75670265,2006,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,250.60524563,2006,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,300.41861108,2006,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,763.5555448,2006,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,-46.82269886,2006,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,1278.79639083,2007,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,-296.7622101,2007,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,167.43841654,2007,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,348.47290789,2007,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,1059.6472765,2007,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3085.12436812,2008,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,595.15954312,2008,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,775.02831463,2008,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,1033.049049,2008,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,681.88746137,2008,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3504.65790301,2009,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,1461.9320094,2009,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,875.5071163,2009,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,-29.06847099,2009,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,1196.2872483,2009,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,5482.65878173,2010,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,346.41553061,2010,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,667.70439712,2010,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,4669.146282,2010,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,-200.607428,2010,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,8419.82546467,2011,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,1512.3815147,2011,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,412.10985897,2011,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,2684.7301111,2011,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,3810.6039799,2011,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,-606.20209257,2012,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,-40.96459854,2012,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,417.26445941,2012,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,185.13302656,2012,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,-1167.63498,2012,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,7652.08060316,2013,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,388.60974326,2013,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1052.525058,2013,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,1954.3140251,2013,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,4256.6317768,2013,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3898.94153407,2014,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,894.8960665,2014,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1475.8810485,2014,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,-1.88894463,2014,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,1530.0533637,2014,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,4217.736436,2015,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,235.03489364,2015,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1145.8079681,2015,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,1997.0561581,2015,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,839.83741616,2015,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,4517.35191993,2016,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,1011.8442567,2016,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,912.70175081,2016,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,676.85327762,2016,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,1915.9526348,2016,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3689.56407459,2017,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,716.45076866,2017,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1274.7645861,2017,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,844.57620448,2017,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,853.77251535,2017,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,5126.31772091,2018,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,1071.9762853,2018,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1500.3551914,2018,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,329.69723801,2018,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,2224.2890062,2018,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3153.4964887,2019,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,741.39450437,2019,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,464.56004087,2019,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,1485.3981549,2019,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,462.14378856,2019,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,1733.44862292,2020,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,1250.5033673,2020,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,-353.4531837,2020,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,585.57290954,2020,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,250.82552978,2020,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3180.81377367,2021,Dato revisado,Anual,
445,                             Adquisición neta de activos financieros,868.7086741,2021,Dato revisado,Trimestral,Q1
445,                             Adquisición neta de activos financieros,984.40661154,2021,Dato revisado,Trimestral,Q2
445,                             Adquisición neta de activos financieros,179.10135573,2021,Dato revisado,Trimestral,Q3
445,                             Adquisición neta de activos financieros,1148.5971323,2021,Dato revisado,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3383.5048732,2022,Dato provisional,Anual,
445,                             Adquisición neta de activos financieros,1283.9154618,2022,Dato provisional,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1382.0135775,2022,Dato provisional,Trimestral,Q2
445,                             Adquisición neta de activos financieros,154.30704787,2022,Dato provisional,Trimestral,Q3
445,                             Adquisición neta de activos financieros,563.26878603,2022,Dato provisional,Trimestral,Q4
445,                             Adquisición neta de activos financieros,1268.7967083,2023,Dato provisional,Anual,
445,                             Adquisición neta de activos financieros,563.48995253,2023,Dato provisional,Trimestral,Q1
445,                             Adquisición neta de activos financieros,-106.9773016,2023,Dato provisional,Trimestral,Q2
445,                             Adquisición neta de activos financieros,503.26247908,2023,Dato provisional,Trimestral,Q3
445,                             Adquisición neta de activos financieros,309.02157829,2023,Dato provisional,Trimestral,Q4
445,                             Adquisición neta de activos financieros,3046.98095202,2024,Dato preliminar,Anual,
445,                             Adquisición neta de activos financieros,1122.0459776,2024,Dato preliminar,Trimestral,Q1
445,                             Adquisición neta de activos financieros,1099.3413062,2024,Dato preliminar,Trimestral,Q2
445,                             Adquisición neta de activos financieros,825.59366822,2024,Dato preliminar,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,325.34652795,2000,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,47.841983,2000,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,145.93469495,2000,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,6.273764,2000,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,125.296086,2000,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,16.1194509,2001,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,36.497669,2001,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,62.9446898,2001,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,-227.4097839,2001,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,144.086876,2001,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,856.8257381,2002,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,69.8926807,2002,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,42.0302112,2002,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,611.4957319,2002,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,133.4071143,2002,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,937.68715031,2003,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,49.0605485,2003,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,34.98623574,2003,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,8.8701228,2003,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,844.77024327,2003,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,142.44908693,2004,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,48.65631039,2004,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,22.08587387,2004,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,27.283067,2004,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,44.42383567,2004,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,4661.931444065,2005,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,49.226760685,2005,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,25.674663785,2005,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,30.887353895,2005,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,4556.1426657,2005,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1098.29670266,2006,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,176.29524563,2006,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,367.68861108,2006,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,305.8155448,2006,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,248.49730115,2006,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,912.756390787,2007,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,-159.8822101,2007,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,263.26841654,2007,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,94.272907887,2007,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,715.09727646,2007,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2486.19436815,2008,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,452.10954312,2008,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,521.39831463,2008,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,849.39904903,2008,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,663.28746137,2008,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2807.13790297,2009,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1255.7720094,2009,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1050.5071163,2009,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,-65.35847099,2009,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,566.21724826,2009,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,6892.82878173,2010,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,174.06553061,2010,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,598.52439712,2010,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,4797.956282,2010,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1322.282572,2010,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,7254.37546467,2011,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1507.2015147,2011,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,326.37985897,2011,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2247.2301111,2011,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,3173.5639799,2011,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,-557.11209719,2012,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,467.89171452,2012,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,353.02522467,2012,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,434.62697162,2012,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,-1812.656008,2012,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,7468.16419566,2013,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,871.26786242,2013,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,813.59473374,2013,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1755.2782415,2013,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,4028.023358,2013,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2935.4515341,2014,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,861.6260665,2014,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1317.1710485,2014,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,27.90105537,2014,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,728.75336373,2014,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,5282.63643602,2015,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1193.0348936,2015,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,632.80796812,2015,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2444.9561581,2015,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1011.8374162,2015,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,4975.49123186,2016,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,954.42545785,2016,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1342.1397048,2016,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,714.38431531,2016,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1964.5417539,2016,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,3385.89749213,2017,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,699.71544836,2017,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1288.4613159,2017,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,697.88809393,2017,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,699.83263394,2017,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,3655.60615235,2018,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,745.98636796,2018,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,544.89761531,2018,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,708.28288208,2018,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1656.439287,2018,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,3300.64269558,2019,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,822.7998821,2019,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,758.35504256,2019,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1124.3874433,2019,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,595.10032762,2019,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2753.81941039,2020,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1402.8391879,2020,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,383.32823816,2020,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,448.88631235,2020,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,518.76567198,2020,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2924.0146046,2021,Dato revisado,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,749.75778523,2021,Dato revisado,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,758.80901075,2021,Dato revisado,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,612.87866037,2021,Dato revisado,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,802.56914825,2021,Dato revisado,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2840.43350669,2022,Dato provisional,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,837.3492126,2022,Dato provisional,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,750.24636673,2022,Dato provisional,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,117.07925976,2022,Dato provisional,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1135.7586676,2022,Dato provisional,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,1703.96594938,2023,Dato provisional,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,524.18852706,2023,Dato provisional,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,409.58243166,2023,Dato provisional,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,325.24019907,2023,Dato provisional,Trimestral,Q3
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,444.95479159,2023,Dato provisional,Trimestral,Q4
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,2631.37527213,2024,Dato preliminar,Anual,
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,953.1734917,2024,Dato preliminar,Trimestral,Q1
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,970.8445011,2024,Dato preliminar,Trimestral,Q2
446,                                    3.1.1 Participaciones de capital y participaciones en fondos de inversión,707.35727933,2024,Dato preliminar,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,0,2000,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,0,2000,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,0,2000,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,0,2000,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,0,2000,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,0,2001,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,0,2001,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,0,2001,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,0,2001,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,0,2001,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,0,2002,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,0,2002,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,0,2002,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,0,2002,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,0,2002,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,0,2003,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,0,2003,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,0,2003,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,0,2003,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,0,2003,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,50,2004,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,0,2004,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,0,2004,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,0,2004,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,50,2004,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,133.58,2005,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,-22.98,2005,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,-18.54,2005,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,36.32,2005,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,138.78,2005,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,169.46,2006,Dato revisado,Anual,
457,                                    3.1.2 Instrumentos de deuda,74.31,2006,Dato revisado,Trimestral,Q1
457,                                    3.1.2 Instrumentos de deuda,-67.27,2006,Dato revisado,Trimestral,Q2
457,                                    3.1.2 Instrumentos de deuda,457.74,2006,Dato revisado,Trimestral,Q3
457,                                    3.1.2 Instrumentos de deuda,-295.32,2006,Dato revisado,Trimestral,Q4
457,                                    3.1.2 Instrumentos de deuda,366.04,2007,Dato revisado,Anual,
