Fecha (dd/mm/aaaa),Año(aaaa)-Mes(mm),Descripción,Id,Tasa a 1 año %,Tasa a 5 años %,Tasa a 10 años %,Versión,Versión,Versión,Descripción
2015-01-19,2015-01-19, Cinco años %,13,,"5,8548523249675",,Ultima,Ultima,Ultima,Diario
2015-01-19,2015-01-19, Diez años %,14,,,"7,04070880719251",Ultima,Ultima,Ultima,Diario
2015-01-19,2015-01-19,Un año %,7,"4,64777984225016",,,Ultima,Ultima,Ultima,Diario
2015-01-20,2015-01-20, Cinco años %,13,,"5,85159018697431",,Ultima,Ultima,Ultima,Diario
2015-01-20,2015-01-20, Diez años %,14,,,"7,03743097243677",Ultima,Ultima,Ultima,Diario
2015-01-20,2015-01-20,Un año %,7,"4,72110604276329",,,Ultima,Ultima,Ultima,Diario
2015-01-21,2015-01-21, Cinco años %,13,,"5,82121960266362",,Ultima,Ultima,Ultima,Diario
2015-01-21,2015-01-21, Diez años %,14,,,"7,02173008926959",Ultima,Ultima,Ultima,Diario
2015-01-21,2015-01-21,Un año %,7,"4,65422989609445",,,Ultima,Ultima,Ultima,Diario
2015-01-22,2015-01-22, Cinco años %,13,,"5,6761951071476",,Ultima,Ultima,Ultima,Diario
2015-01-22,2015-01-22, Diez años %,14,,,"6,93815020616717",Ultima,Ultima,Ultima,Diario
2015-01-22,2015-01-22,Un año %,7,"4,5599561875662",,,Ultima,Ultima,Ultima,Diario
2015-01-23,2015-01-23, Cinco años %,13,,"5,61484534975013",,Ultima,Ultima,Ultima,Diario
2015-01-23,2015-01-23, Cinco años %,13,,"5,61484534975013",,Ultima,Ultima,Ultima,Semanal
2015-01-23,2015-01-23, Diez años %,14,,,"6,90516014376881",Ultima,Ultima,Ultima,Diario
2015-01-23,2015-01-23, Diez años %,14,,,"6,90516014376881",Ultima,Ultima,Ultima,Semanal
2015-01-23,2015-01-23,Un año %,7,"4,60776007400696",,,Ultima,Ultima,Ultima,Diario
2015-01-23,2015-01-23,Un año %,7,"4,60776007400696",,,Ultima,Ultima,Ultima,Semanal
2015-01-26,2015-01-26, Cinco años %,13,,"5,58913886811993",,Ultima,Ultima,Ultima,Diario
2015-01-26,2015-01-26, Diez años %,14,,,"6,93785877897511",Ultima,Ultima,Ultima,Diario
2015-01-26,2015-01-26,Un año %,7,"4,61630234965276",,,Ultima,Ultima,Ultima,Diario
2015-01-27,2015-01-27, Cinco años %,13,,"5,53854243896411",,Ultima,Ultima,Ultima,Diario
2015-01-27,2015-01-27, Diez años %,14,,,"6,85985694613936",Ultima,Ultima,Ultima,Diario
2015-01-27,2015-01-27,Un año %,7,"4,55646201759058",,,Ultima,Ultima,Ultima,Diario
2015-01-28,2015-01-28, Cinco años %,13,,"5,53455470223382",,Ultima,Ultima,Ultima,Diario
2015-01-28,2015-01-28, Diez años %,14,,,"6,87234709110427",Ultima,Ultima,Ultima,Diario
2015-01-28,2015-01-28,Un año %,7,"4,52971927913075",,,Ultima,Ultima,Ultima,Diario
2015-01-29,2015-01-29, Cinco años %,13,,"5,50222699297867",,Ultima,Ultima,Ultima,Diario
2015-01-29,2015-01-29, Diez años %,14,,,"6,84324399966843",Ultima,Ultima,Ultima,Diario
2015-01-29,2015-01-29,Un año %,7,"4,53145691422785",,,Ultima,Ultima,Ultima,Diario
2015-01-30,2015-01-30, Cinco años %,13,,"5,6178206720874",,Ultima,Ultima,Ultima,Diario
2015-01-30,2015-01-30, Cinco años %,13,,"5,6178206720874",,Ultima,Ultima,Ultima,Mensual
2015-01-30,2015-01-30, Cinco años %,13,,"5,6178206720874",,Ultima,Ultima,Ultima,Semanal
2015-01-30,2015-01-30, Diez años %,14,,,"6,93859878757807",Ultima,Ultima,Ultima,Diario
2015-01-30,2015-01-30, Diez años %,14,,,"6,93859878757807",Ultima,Ultima,Ultima,Mensual
2015-01-30,2015-01-30, Diez años %,14,,,"6,93859878757807",Ultima,Ultima,Ultima,Semanal
2015-01-30,2015-01-30,Un año %,7,"4,51952734687872",,,Ultima,Ultima,Ultima,Diario
2015-01-30,2015-01-30,Un año %,7,"4,51952734687872",,,Ultima,Ultima,Ultima,Mensual
2015-01-30,2015-01-30,Un año %,7,"4,51952734687872",,,Ultima,Ultima,Ultima,Semanal
2015-02-02,2015-02-02, Cinco años %,13,,"5,50590365675985",,Ultima,Ultima,Ultima,Diario
2015-02-02,2015-02-02, Diez años %,14,,,"6,87160609677166",Ultima,Ultima,Ultima,Diario
2015-02-02,2015-02-02,Un año %,7,"4,50918129857017",,,Ultima,Ultima,Ultima,Diario
2015-02-03,2015-02-03, Cinco años %,13,,"5,53363111214529",,Ultima,Ultima,Ultima,Diario
2015-02-03,2015-02-03, Diez años %,14,,,"6,85602461188579",Ultima,Ultima,Ultima,Diario
2015-02-03,2015-02-03,Un año %,7,"4,56811592871913",,,Ultima,Ultima,Ultima,Diario
2015-02-04,2015-02-04, Cinco años %,13,,"5,60684755434258",,Ultima,Ultima,Ultima,Diario
2015-02-04,2015-02-04, Diez años %,14,,,"6,90954782279479",Ultima,Ultima,Ultima,Diario
2015-02-04,2015-02-04,Un año %,7,"4,62888781108875",,,Ultima,Ultima,Ultima,Diario
2015-02-05,2015-02-05, Cinco años %,13,,"5,62690683304178",,Ultima,Ultima,Ultima,Diario
2015-02-05,2015-02-05, Diez años %,14,,,"6,93451777599648",Ultima,Ultima,Ultima,Diario
2015-02-05,2015-02-05,Un año %,7,"4,63977871692578",,,Ultima,Ultima,Ultima,Diario
2015-02-06,2015-02-06, Cinco años %,13,,"5,70649155922188",,Ultima,Ultima,Ultima,Diario
2015-02-06,2015-02-06, Cinco años %,13,,"5,70649155922188",,Ultima,Ultima,Ultima,Semanal
2015-02-06,2015-02-06, Diez años %,14,,,"6,9797427337085",Ultima,Ultima,Ultima,Diario
2015-02-06,2015-02-06, Diez años %,14,,,"6,9797427337085",Ultima,Ultima,Ultima,Semanal
2015-02-06,2015-02-06,Un año %,7,"4,68407345989201",,,Ultima,Ultima,Ultima,Diario
2015-02-06,2015-02-06,Un año %,7,"4,68407345989201",,,Ultima,Ultima,Ultima,Semanal
2015-02-09,2015-02-09, Cinco años %,13,,"5,75454624632463",,Ultima,Ultima,Ultima,Diario
2015-02-09,2015-02-09, Diez años %,14,,,"7,05135120005745",Ultima,Ultima,Ultima,Diario
2015-02-09,2015-02-09,Un año %,7,"4,73845277113156",,,Ultima,Ultima,Ultima,Diario
2015-02-10,2015-02-10, Cinco años %,13,,"5,81505435206337",,Ultima,Ultima,Ultima,Diario
2015-02-10,2015-02-10, Diez años %,14,,,"7,12170217469826",Ultima,Ultima,Ultima,Diario
2015-02-10,2015-02-10,Un año %,7,"4,72913416262218",,,Ultima,Ultima,Ultima,Diario
2015-02-11,2015-02-11, Cinco años %,13,,"5,80834758865137",,Ultima,Ultima,Ultima,Diario
2015-02-11,2015-02-11, Diez años %,14,,,"7,1893035429617",Ultima,Ultima,Ultima,Diario
2015-02-11,2015-02-11,Un año %,7,"4,70492146268343",,,Ultima,Ultima,Ultima,Diario
2015-02-12,2015-02-12, Cinco años %,13,,"5,6834747966367",,Ultima,Ultima,Ultima,Diario
2015-02-12,2015-02-12, Diez años %,14,,,"7,09697683193299",Ultima,Ultima,Ultima,Diario
2015-02-12,2015-02-12,Un año %,7,"4,66450579188699",,,Ultima,Ultima,Ultima,Diario
2015-02-13,2015-02-13, Cinco años %,13,,"5,63177641289582",,Ultima,Ultima,Ultima,Diario
2015-02-13,2015-02-13, Cinco años %,13,,"5,63177641289582",,Ultima,Ultima,Ultima,Semanal
2015-02-13,2015-02-13, Diez años %,14,,,"7,0432934595331",Ultima,Ultima,Ultima,Diario
2015-02-13,2015-02-13, Diez años %,14,,,"7,0432934595331",Ultima,Ultima,Ultima,Semanal
2015-02-13,2015-02-13,Un año %,7,"4,63100528145027",,,Ultima,Ultima,Ultima,Diario
2015-02-13,2015-02-13,Un año %,7,"4,63100528145027",,,Ultima,Ultima,Ultima,Semanal
2015-02-16,2015-02-16, Cinco años %,13,,"5,62140276040934",,Ultima,Ultima,Ultima,Diario
2015-02-16,2015-02-16, Diez años %,14,,,"7,04498614980139",Ultima,Ultima,Ultima,Diario
2015-02-16,2015-02-16,Un año %,7,"4,625289979869",,,Ultima,Ultima,Ultima,Diario
2015-02-17,2015-02-17, Cinco años %,13,,"5,64638705965887",,Ultima,Ultima,Ultima,Diario
2015-02-17,2015-02-17, Diez años %,14,,,"7,09837211562946",Ultima,Ultima,Ultima,Diario
2015-02-17,2015-02-17,Un año %,7,"4,64112961107872",,,Ultima,Ultima,Ultima,Diario
2015-02-18,2015-02-18, Cinco años %,13,,"5,61977338999658",,Ultima,Ultima,Ultima,Diario
2015-02-18,2015-02-18, Diez años %,14,,,"7,12661382062078",Ultima,Ultima,Ultima,Diario
2015-02-18,2015-02-18,Un año %,7,"4,63466889976861",,,Ultima,Ultima,Ultima,Diario
2015-02-19,2015-02-19, Cinco años %,13,,"5,58784071100647",,Ultima,Ultima,Ultima,Diario
2015-02-19,2015-02-19, Diez años %,14,,,"7,07735206318314",Ultima,Ultima,Ultima,Diario
2015-02-19,2015-02-19,Un año %,7,"4,60889833871504",,,Ultima,Ultima,Ultima,Diario
2015-02-20,2015-02-20, Cinco años %,13,,"5,60660154402268",,Ultima,Ultima,Ultima,Diario
2015-02-20,2015-02-20, Cinco años %,13,,"5,60660154402268",,Ultima,Ultima,Ultima,Semanal
2015-02-20,2015-02-20, Diez años %,14,,,"7,09947434947204",Ultima,Ultima,Ultima,Diario
2015-02-20,2015-02-20, Diez años %,14,,,"7,09947434947204",Ultima,Ultima,Ultima,Semanal
2015-02-20,2015-02-20,Un año %,7,"4,61006963912128",,,Ultima,Ultima,Ultima,Diario
2015-02-20,2015-02-20,Un año %,7,"4,61006963912128",,,Ultima,Ultima,Ultima,Semanal
2015-02-23,2015-02-23, Cinco años %,13,,"5,56600149125014",,Ultima,Ultima,Ultima,Diario
2015-02-23,2015-02-23, Diez años %,14,,,"7,10157496440764",Ultima,Ultima,Ultima,Diario
2015-02-23,2015-02-23,Un año %,7,"4,59621866297694",,,Ultima,Ultima,Ultima,Diario
2015-02-24,2015-02-24, Cinco años %,13,,"5,5744822710935",,Ultima,Ultima,Ultima,Diario
2015-02-24,2015-02-24, Diez años %,14,,,"7,0731946691005",Ultima,Ultima,Ultima,Diario
2015-02-24,2015-02-24,Un año %,7,"4,55892815840934",,,Ultima,Ultima,Ultima,Diario
2015-02-25,2015-02-25, Cinco años %,13,,"5,52447955859689",,Ultima,Ultima,Ultima,Diario
2015-02-25,2015-02-25, Diez años %,14,,,"6,97450308252933",Ultima,Ultima,Ultima,Diario
2015-02-25,2015-02-25,Un año %,7,"4,5574394807026",,,Ultima,Ultima,Ultima,Diario
2015-02-26,2015-02-26, Cinco años %,13,,"5,51999933507145",,Ultima,Ultima,Ultima,Diario
2015-02-26,2015-02-26, Diez años %,14,,,"6,93745271070111",Ultima,Ultima,Ultima,Diario
2015-02-26,2015-02-26,Un año %,7,"4,5625376201906",,,Ultima,Ultima,Ultima,Diario
2015-02-27,2015-02-27, Cinco años %,13,,"5,54393525117276",,Ultima,Ultima,Ultima,Diario
2015-02-27,2015-02-27, Cinco años %,13,,"5,54393525117276",,Ultima,Ultima,Ultima,Mensual
2015-02-27,2015-02-27, Cinco años %,13,,"5,54393525117276",,Ultima,Ultima,Ultima,Semanal
2015-02-27,2015-02-27, Diez años %,14,,,"6,95844769204586",Ultima,Ultima,Ultima,Diario
2015-02-27,2015-02-27, Diez años %,14,,,"6,95844769204586",Ultima,Ultima,Ultima,Mensual
2015-02-27,2015-02-27, Diez años %,14,,,"6,95844769204586",Ultima,Ultima,Ultima,Semanal
2015-02-27,2015-02-27,Un año %,7,"4,54307193725737",,,Ultima,Ultima,Ultima,Diario
2015-02-27,2015-02-27,Un año %,7,"4,54307193725737",,,Ultima,Ultima,Ultima,Mensual
2015-02-27,2015-02-27,Un año %,7,"4,54307193725737",,,Ultima,Ultima,Ultima,Semanal
2015-03-02,2015-03-02, Cinco años %,13,,"5,57271807287555",,Ultima,Ultima,Ultima,Diario
2015-03-02,2015-03-02, Diez años %,14,,,"7,01062990746851",Ultima,Ultima,Ultima,Diario
2015-03-02,2015-03-02,Un año %,7,"4,56529216765597",,,Ultima,Ultima,Ultima,Diario
2015-03-03,2015-03-03, Cinco años %,13,,"5,6199307504394",,Ultima,Ultima,Ultima,Diario
2015-03-03,2015-03-03, Diez años %,14,,,"7,10984001507211",Ultima,Ultima,Ultima,Diario
2015-03-03,2015-03-03,Un año %,7,"4,56080743259315",,,Ultima,Ultima,Ultima,Diario
2015-03-04,2015-03-04, Cinco años %,13,,"5,65884969384516",,Ultima,Ultima,Ultima,Diario
2015-03-04,2015-03-04, Diez años %,14,,,"7,13108577547665",Ultima,Ultima,Ultima,Diario
2015-03-04,2015-03-04,Un año %,7,"4,57194598164106",,,Ultima,Ultima,Ultima,Diario
2015-03-05,2015-03-05, Cinco años %,13,,"5,66792324242384",,Ultima,Ultima,Ultima,Diario
2015-03-05,2015-03-05, Diez años %,14,,,"7,10005051968363",Ultima,Ultima,Ultima,Diario
2015-03-05,2015-03-05,Un año %,7,"4,57759379189937",,,Ultima,Ultima,Ultima,Diario
2015-03-06,2015-03-06, Cinco años %,13,,"5,90342959501668",,Ultima,Ultima,Ultima,Diario
2015-03-06,2015-03-06, Cinco años %,13,,"5,90342959501668",,Ultima,Ultima,Ultima,Semanal
2015-03-06,2015-03-06, Diez años %,14,,,"7,30859169787616",Ultima,Ultima,Ultima,Diario
2015-03-06,2015-03-06, Diez años %,14,,,"7,30859169787616",Ultima,Ultima,Ultima,Semanal
2015-03-06,2015-03-06,Un año %,7,"4,76925044369159",,,Ultima,Ultima,Ultima,Diario
2015-03-06,2015-03-06,Un año %,7,"4,76925044369159",,,Ultima,Ultima,Ultima,Semanal
2015-03-09,2015-03-09, Cinco años %,13,,"5,96072472311873",,Ultima,Ultima,Ultima,Diario
2015-03-09,2015-03-09, Diez años %,14,,,"7,35667048408306",Ultima,Ultima,Ultima,Diario
2015-03-09,2015-03-09,Un año %,7,"4,78410312189974",,,Ultima,Ultima,Ultima,Diario
2015-03-10,2015-03-10, Cinco años %,13,,"6,07611413244925",,Ultima,Ultima,Ultima,Diario
2015-03-10,2015-03-10, Diez años %,14,,,"7,4623761648125",Ultima,Ultima,Ultima,Diario
2015-03-10,2015-03-10,Un año %,7,"4,84399859114548",,,Ultima,Ultima,Ultima,Diario
2015-03-11,2015-03-11, Cinco años %,13,,"6,05541624589441",,Ultima,Ultima,Ultima,Diario
2015-03-11,2015-03-11, Diez años %,14,,,"7,40158084657461",Ultima,Ultima,Ultima,Diario
2015-03-11,2015-03-11,Un año %,7,"4,85535151642048",,,Ultima,Ultima,Ultima,Diario
2015-03-12,2015-03-12, Cinco años %,13,,"6,01201592676736",,Ultima,Ultima,Ultima,Diario
2015-03-12,2015-03-12, Diez años %,14,,,"7,32540623611029",Ultima,Ultima,Ultima,Diario
2015-03-12,2015-03-12,Un año %,7,"4,82914635481178",,,Ultima,Ultima,Ultima,Diario
2015-03-13,2015-03-13, Cinco años %,13,,"6,17632513441588",,Ultima,Ultima,Ultima,Diario
2015-03-13,2015-03-13, Cinco años %,13,,"6,17632513441588",,Ultima,Ultima,Ultima,Semanal
2015-03-13,2015-03-13, Diez años %,14,,,"7,46435243326188",Ultima,Ultima,Ultima,Diario
2015-03-13,2015-03-13, Diez años %,14,,,"7,46435243326188",Ultima,Ultima,Ultima,Semanal
2015-03-13,2015-03-13,Un año %,7,"4,90698443824872",,,Ultima,Ultima,Ultima,Diario
2015-03-13,2015-03-13,Un año %,7,"4,90698443824872",,,Ultima,Ultima,Ultima,Semanal
2015-03-16,2015-03-16, Cinco años %,13,,"6,23667516322155",,Ultima,Ultima,Ultima,Diario
2015-03-16,2015-03-16, Diez años %,14,,,"7,4852507253314",Ultima,Ultima,Ultima,Diario
2015-03-16,2015-03-16,Un año %,7,"4,90627855543732",,,Ultima,Ultima,Ultima,Diario
2015-03-17,2015-03-17, Cinco años %,13,,"6,16951324118067",,Ultima,Ultima,Ultima,Diario
2015-03-17,2015-03-17, Diez años %,14,,,"7,40943584303194",Ultima,Ultima,Ultima,Diario
2015-03-17,2015-03-17,Un año %,7,"4,89440058737027",,,Ultima,Ultima,Ultima,Diario
2015-03-18,2015-03-18, Cinco años %,13,,"6,08321952147967",,Ultima,Ultima,Ultima,Diario
2015-03-18,2015-03-18, Diez años %,14,,,"7,37060576388449",Ultima,Ultima,Ultima,Diario
2015-03-18,2015-03-18,Un año %,7,"4,87812385731369",,,Ultima,Ultima,Ultima,Diario
2015-03-19,2015-03-19, Cinco años %,13,,"5,98705608628196",,Ultima,Ultima,Ultima,Diario
2015-03-19,2015-03-19, Diez años %,14,,,"7,28487623850961",Ultima,Ultima,Ultima,Diario
2015-03-19,2015-03-19,Un año %,7,"4,83005024866455",,,Ultima,Ultima,Ultima,Diario
2015-03-20,2015-03-20, Cinco años %,13,,"5,94795367578421",,Ultima,Ultima,Ultima,Diario
2015-03-20,2015-03-20, Cinco años %,13,,"5,94795367578421",,Ultima,Ultima,Ultima,Semanal
2015-03-20,2015-03-20, Diez años %,14,,,"7,26070336500335",Ultima,Ultima,Ultima,Diario
2015-03-20,2015-03-20, Diez años %,14,,,"7,26070336500335",Ultima,Ultima,Ultima,Semanal
2015-03-20,2015-03-20,Un año %,7,"4,84764720889871",,,Ultima,Ultima,Ultima,Diario
2015-03-20,2015-03-20,Un año %,7,"4,84764720889871",,,Ultima,Ultima,Ultima,Semanal
2015-03-24,2015-03-24, Cinco años %,13,,"5,89669620527015",,Ultima,Ultima,Ultima,Diario
2015-03-24,2015-03-24, Diez años %,14,,,"7,22988318943129",Ultima,Ultima,Ultima,Diario
2015-03-24,2015-03-24,Un año %,7,"4,80822586857584",,,Ultima,Ultima,Ultima,Diario
2015-03-25,2015-03-25, Cinco años %,13,,"5,96084234585387",,Ultima,Ultima,Ultima,Diario
2015-03-25,2015-03-25, Diez años %,14,,,"7,30645610253776",Ultima,Ultima,Ultima,Diario
2015-03-25,2015-03-25,Un año %,7,"4,8078854086671",,,Ultima,Ultima,Ultima,Diario
2015-03-26,2015-03-26, Cinco años %,13,,"6,02003577720668",,Ultima,Ultima,Ultima,Diario
2015-03-26,2015-03-26, Diez años %,14,,,"7,38951418585858",Ultima,Ultima,Ultima,Diario
2015-03-26,2015-03-26,Un año %,7,"4,76576053039079",,,Ultima,Ultima,Ultima,Diario
2015-03-27,2015-03-27, Cinco años %,13,,"6,0664300791309",,Ultima,Ultima,Ultima,Diario
2015-03-27,2015-03-27, Cinco años %,13,,"6,0664300791309",,Ultima,Ultima,Ultima,Semanal
2015-03-27,2015-03-27, Diez años %,14,,,"7,3947988937452",Ultima,Ultima,Ultima,Diario
2015-03-27,2015-03-27, Diez años %,14,,,"7,3947988937452",Ultima,Ultima,Ultima,Semanal
2015-03-27,2015-03-27,Un año %,7,"4,81166293855325",,,Ultima,Ultima,Ultima,Diario
2015-03-27,2015-03-27,Un año %,7,"4,81166293855325",,,Ultima,Ultima,Ultima,Semanal
2015-03-30,2015-03-30, Cinco años %,13,,"6,10223569862588",,Ultima,Ultima,Ultima,Diario
2015-03-30,2015-03-30, Diez años %,14,,,"7,45581716436767",Ultima,Ultima,Ultima,Diario
2015-03-30,2015-03-30,Un año %,7,"4,82871930332257",,,Ultima,Ultima,Ultima,Diario
2015-03-31,2015-03-31, Cinco años %,13,,"6,12581209649634",,Ultima,Ultima,Ultima,Diario
2015-03-31,2015-03-31, Cinco años %,13,,"6,12581209649634",,Ultima,Ultima,Ultima,Mensual
2015-03-31,2015-03-31, Diez años %,14,,,"7,41935933369352",Ultima,Ultima,Ultima,Diario
2015-03-31,2015-03-31, Diez años %,14,,,"7,41935933369352",Ultima,Ultima,Ultima,Mensual
2015-03-31,2015-03-31,Un año %,7,"4,84405430710131",,,Ultima,Ultima,Ultima,Diario
2015-03-31,2015-03-31,Un año %,7,"4,84405430710131",,,Ultima,Ultima,Ultima,Mensual
2015-04-01,2015-04-01, Cinco años %,13,,"6,08445290725567",,Ultima,Ultima,Ultima,Diario
2015-04-01,2015-04-01, Cinco años %,13,,"6,08445290725567",,Ultima,Ultima,Ultima,Semanal
2015-04-01,2015-04-01, Diez años %,14,,,"7,36777117774388",Ultima,Ultima,Ultima,Diario
2015-04-01,2015-04-01, Diez años %,14,,,"7,36777117774388",Ultima,Ultima,Ultima,Semanal
2015-04-01,2015-04-01,Un año %,7,"4,8363003055724",,,Ultima,Ultima,Ultima,Diario
2015-04-01,2015-04-01,Un año %,7,"4,8363003055724",,,Ultima,Ultima,Ultima,Semanal
2015-04-06,2015-04-06, Cinco años %,13,,"5,96918080767726",,Ultima,Ultima,Ultima,Diario
2015-04-06,2015-04-06, Diez años %,14,,,"7,27693842969123",Ultima,Ultima,Ultima,Diario
2015-04-06,2015-04-06,Un año %,7,"4,83231501494497",,,Ultima,Ultima,Ultima,Diario
2015-04-07,2015-04-07, Cinco años %,13,,"5,9717294715133",,Ultima,Ultima,Ultima,Diario
2015-04-07,2015-04-07, Diez años %,14,,,"7,29021469759691",Ultima,Ultima,Ultima,Diario
2015-04-07,2015-04-07,Un año %,7,"4,7627998065083",,,Ultima,Ultima,Ultima,Diario
2015-04-08,2015-04-08, Cinco años %,13,,"5,87672495424391",,Ultima,Ultima,Ultima,Diario
2015-04-08,2015-04-08, Diez años %,14,,,"7,18765723956829",Ultima,Ultima,Ultima,Diario
2015-04-08,2015-04-08,Un año %,7,"4,73974460673628",,,Ultima,Ultima,Ultima,Diario
2015-04-09,2015-04-09, Cinco años %,13,,"5,94584830326763",,Ultima,Ultima,Ultima,Diario
2015-04-09,2015-04-09, Diez años %,14,,,"7,24170721033349",Ultima,Ultima,Ultima,Diario
2015-04-09,2015-04-09,Un año %,7,"4,75377570116275",,,Ultima,Ultima,Ultima,Diario
2015-04-10,2015-04-10, Cinco años %,13,,"5,94898365730744",,Ultima,Ultima,Ultima,Diario
2015-04-10,2015-04-10, Cinco años %,13,,"5,94898365730744",,Ultima,Ultima,Ultima,Semanal
2015-04-10,2015-04-10, Diez años %,14,,,"7,23820368786926",Ultima,Ultima,Ultima,Diario
2015-04-10,2015-04-10, Diez años %,14,,,"7,23820368786926",Ultima,Ultima,Ultima,Semanal
2015-04-10,2015-04-10,Un año %,7,"4,75750784488333",,,Ultima,Ultima,Ultima,Diario
2015-04-10,2015-04-10,Un año %,7,"4,75750784488333",,,Ultima,Ultima,Ultima,Semanal
2015-04-13,2015-04-13, Cinco años %,13,,"5,86004688868771",,Ultima,Ultima,Ultima,Diario
2015-04-13,2015-04-13, Diez años %,14,,,"7,19474016442587",Ultima,Ultima,Ultima,Diario
2015-04-13,2015-04-13,Un año %,7,"4,75081853718754",,,Ultima,Ultima,Ultima,Diario
2015-04-14,2015-04-14, Cinco años %,13,,"5,89021211306054",,Ultima,Ultima,Ultima,Diario
2015-04-14,2015-04-14, Diez años %,14,,,"7,18233967869951",Ultima,Ultima,Ultima,Diario
2015-04-14,2015-04-14,Un año %,7,"4,73125638571288",,,Ultima,Ultima,Ultima,Diario
2015-04-15,2015-04-15, Cinco años %,13,,"5,8666326222316",,Ultima,Ultima,Ultima,Diario
2015-04-15,2015-04-15, Diez años %,14,,,"7,16801887060562",Ultima,Ultima,Ultima,Diario
2015-04-15,2015-04-15,Un año %,7,"4,71234800946748",,,Ultima,Ultima,Ultima,Diario
2015-04-16,2015-04-16, Cinco años %,13,,"5,85656796014144",,Ultima,Ultima,Ultima,Diario
2015-04-16,2015-04-16, Diez años %,14,,,"7,15336772098465",Ultima,Ultima,Ultima,Diario
2015-04-16,2015-04-16,Un año %,7,"4,7256996237221",,,Ultima,Ultima,Ultima,Diario
2015-04-17,2015-04-17, Cinco años %,13,,"5,85810839335528",,Ultima,Ultima,Ultima,Diario
2015-04-17,2015-04-17, Cinco años %,13,,"5,85810839335528",,Ultima,Ultima,Ultima,Semanal
2015-04-17,2015-04-17, Diez años %,14,,,"7,18036713452231",Ultima,Ultima,Ultima,Diario
2015-04-17,2015-04-17, Diez años %,14,,,"7,18036713452231",Ultima,Ultima,Ultima,Semanal
2015-04-17,2015-04-17,Un año %,7,"4,69917448555645",,,Ultima,Ultima,Ultima,Diario
2015-04-17,2015-04-17,Un año %,7,"4,69917448555645",,,Ultima,Ultima,Ultima,Semanal
2015-04-20,2015-04-20, Cinco años %,13,,"5,85817415631003",,Ultima,Ultima,Ultima,Diario
2015-04-20,2015-04-20, Diez años %,14,,,"7,18771004808025",Ultima,Ultima,Ultima,Diario
2015-04-20,2015-04-20,Un año %,7,"4,71187585020558",,,Ultima,Ultima,Ultima,Diario
2015-04-21,2015-04-21, Cinco años %,13,,"5,83555156715267",,Ultima,Ultima,Ultima,Diario
2015-04-21,2015-04-21, Diez años %,14,,,"7,17338543681872",Ultima,Ultima,Ultima,Diario
2015-04-21,2015-04-21,Un año %,7,"4,7048568667211",,,Ultima,Ultima,Ultima,Diario
2015-04-22,2015-04-22, Cinco años %,13,,"5,83267326073941",,Ultima,Ultima,Ultima,Diario
2015-04-22,2015-04-22, Diez años %,14,,,"7,20240378477032",Ultima,Ultima,Ultima,Diario
2015-04-22,2015-04-22,Un año %,7,"4,72515024182287",,,Ultima,Ultima,Ultima,Diario
2015-04-23,2015-04-23, Cinco años %,13,,"5,84537519704583",,Ultima,Ultima,Ultima,Diario
2015-04-23,2015-04-23, Diez años %,14,,,"7,25223312114566",Ultima,Ultima,Ultima,Diario
2015-04-23,2015-04-23,Un año %,7,"4,7116267790773",,,Ultima,Ultima,Ultima,Diario
2015-04-24,2015-04-24, Cinco años %,13,,"5,81522613288936",,Ultima,Ultima,Ultima,Diario
2015-04-24,2015-04-24, Cinco años %,13,,"5,81522613288936",,Ultima,Ultima,Ultima,Semanal
2015-04-24,2015-04-24, Diez años %,14,,,"7,1413149032028",Ultima,Ultima,Ultima,Diario
2015-04-24,2015-04-24, Diez años %,14,,,"7,1413149032028",Ultima,Ultima,Ultima,Semanal
2015-04-24,2015-04-24,Un año %,7,"4,69780527890883",,,Ultima,Ultima,Ultima,Diario
2015-04-24,2015-04-24,Un año %,7,"4,69780527890883",,,Ultima,Ultima,Ultima,Semanal
2015-04-27,2015-04-27, Cinco años %,13,,"5,82306893905627",,Ultima,Ultima,Ultima,Diario
2015-04-27,2015-04-27, Diez años %,14,,,"7,24539538333971",Ultima,Ultima,Ultima,Diario
2015-04-27,2015-04-27,Un año %,7,"4,72392857072842",,,Ultima,Ultima,Ultima,Diario
2015-04-28,2015-04-28, Cinco años %,13,,"5,84906974965921",,Ultima,Ultima,Ultima,Diario
2015-04-28,2015-04-28, Diez años %,14,,,"7,15326249057648",Ultima,Ultima,Ultima,Diario
2015-04-28,2015-04-28,Un año %,7,"4,71675796119591",,,Ultima,Ultima,Ultima,Diario
2015-04-29,2015-04-29, Cinco años %,13,,"5,84113687170548",,Ultima,Ultima,Ultima,Diario
2015-04-29,2015-04-29, Diez años %,14,,,"7,14857370102967",Ultima,Ultima,Ultima,Diario
2015-04-29,2015-04-29,Un año %,7,"4,72266037556785",,,Ultima,Ultima,Ultima,Diario
2015-04-30,2015-04-30, Cinco años %,13,,"5,88702751352007",,Ultima,Ultima,Ultima,Diario
2015-04-30,2015-04-30, Cinco años %,13,,"5,88702751352007",,Ultima,Ultima,Ultima,Mensual
2015-04-30,2015-04-30, Cinco años %,13,,"5,88702751352007",,Ultima,Ultima,Ultima,Semanal
2015-04-30,2015-04-30, Diez años %,14,,,"7,17717668734771",Ultima,Ultima,Ultima,Diario
2015-04-30,2015-04-30, Diez años %,14,,,"7,17717668734771",Ultima,Ultima,Ultima,Mensual
