,,,,,,,,
,Fecha,Indice,Valor Hoy,Valor Ayer,Variacion %,VariaciÃ³n Absoluta,Variacion 12 meses,VariaciÃ³n Anual
,20181011,MSCI COLCAP,"1,459.97","1,479.75",-1.34,-19.78,-1.60,-3.55
,20181012,MSCI COLCAP,"1,462.71","1,459.97",.19,2.74,-1.48,-3.37
,20181016,MSCI COLCAP,"1,479.01","1,462.71",1.11,16.30,-.49,-2.29
,20181017,MSCI COLCAP,"1,476.33","1,479.01",-.18,-2.68,-.31,-2.47
,20181018,MSCI COLCAP,"1,461.26","1,476.33",-1.02,-15.07,-1.18,-3.46
,20181019,MSCI COLCAP,"1,452.38","1,461.26",-.61,-8.88,-1.14,-4.05
,20181022,MSCI COLCAP,"1,440.38","1,452.38",-.83,-12.00,-1.68,-4.84
,20181023,MSCI COLCAP,"1,433.90","1,440.38",-.45,-6.48,-1.81,-5.27
,20181024,MSCI COLCAP,"1,411.99","1,433.90",-1.53,-21.91,-3.31,-6.72
,20181025,MSCI COLCAP,"1,395.49","1,411.99",-1.17,-16.50,-5.05,-7.81
,20181026,MSCI COLCAP,"1,397.17","1,395.49",.12,1.68,-5.03,-7.70
,20181029,MSCI COLCAP,"1,392.46","1,397.17",-.34,-4.71,-3.64,-8.01
,20181030,MSCI COLCAP,"1,394.92","1,392.46",.18,2.46,-2.94,-7.84
,20181031,MSCI COLCAP,"1,392.18","1,394.92",-.20,-2.74,-2.27,-8.02
,20181101,MSCI COLCAP,"1,383.02","1,392.18",-.66,-9.16,-3.94,-8.63
,20181102,MSCI COLCAP,"1,390.97","1,383.02",.57,7.95,-2.45,-8.10
,20181106,MSCI COLCAP,"1,401.69","1,390.97",.77,10.72,-1.19,-7.40
,20181107,MSCI COLCAP,"1,423.20","1,401.69",1.53,21.51,-.83,-5.98
,20181108,MSCI COLCAP,"1,424.96","1,423.20",.12,1.76,-.68,-5.86
,20181109,MSCI COLCAP,"1,419.91","1,424.96",-.35,-5.05,-1.42,-6.19
,20181113,MSCI COLCAP,"1,387.37","1,419.91",-2.29,-32.54,-3.28,-8.34
,20181114,MSCI COLCAP,"1,401.51","1,387.37",1.02,14.14,-1.66,-7.41
,20181115,MSCI COLCAP,"1,426.96","1,401.51",1.82,25.45,-.26,-5.73
,20181116,MSCI COLCAP,"1,436.90","1,426.96",.70,9.94,.02,-5.07
,20181119,MSCI COLCAP,"1,423.09","1,436.90",-.96,-13.81,-1.42,-5.98
,20181120,MSCI COLCAP,"1,389.24","1,423.09",-2.38,-33.85,-3.94,-8.22
,20181121,MSCI COLCAP,"1,390.19","1,389.24",.07,.95,-4.02,-8.16
,20181122,MSCI COLCAP,"1,388.30","1,390.19",-.14,-1.89,-4.35,-8.28
,20181123,MSCI COLCAP,"1,370.91","1,388.30",-1.25,-17.39,-5.51,-9.43
,20181126,MSCI COLCAP,"1,393.78","1,370.91",1.67,22.87,-3.85,-7.92
,20181127,MSCI COLCAP,"1,383.27","1,393.78",-.75,-10.51,-4.36,-8.61
,20181128,MSCI COLCAP,"1,385.13","1,383.27",.13,1.86,-4.27,-8.49
,20181129,MSCI COLCAP,"1,386.80","1,385.13",.12,1.67,-4.33,-8.38
,20181130,MSCI COLCAP,"1,379.24","1,386.80",-.55,-7.56,-4.57,-8.88
,20181203,MSCI COLCAP,"1,405.61","1,379.24",1.91,26.37,-3.05,-7.14
,20181204,MSCI COLCAP,"1,399.71","1,405.61",-.42,-5.90,-3.21,-7.53
,20181205,MSCI COLCAP,"1,408.41","1,399.71",.62,8.70,-2.70,-6.95
,20181206,MSCI COLCAP,"1,390.00","1,408.41",-1.31,-18.41,-3.89,-8.17
,20181207,MSCI COLCAP,"1,382.45","1,390.00",-.54,-7.55,-4.62,-8.67
,20181210,MSCI COLCAP,"1,377.03","1,382.45",-.39,-5.42,-4.99,-9.03
,20181211,MSCI COLCAP,"1,373.35","1,377.03",-.27,-3.68,-6.58,-9.27
,20181212,MSCI COLCAP,"1,374.29","1,373.35",.07,.94,-6.52,-9.21
,20181213,MSCI COLCAP,"1,365.35","1,374.29",-.65,-8.94,-7.29,-9.80
,20181214,MSCI COLCAP,"1,359.31","1,365.35",-.44,-6.04,-7.87,-10.20
,20181217,MSCI COLCAP,"1,335.64","1,359.31",-1.74,-23.67,-8.83,-11.76
,20181218,MSCI COLCAP,"1,336.14","1,335.64",.04,.50,-9.39,-11.73
,20181219,MSCI COLCAP,"1,332.35","1,336.14",-.28,-3.79,-9.73,-11.98
,20181220,MSCI COLCAP,"1,298.37","1,332.35",-2.55,-33.98,-12.36,-14.22
,20181221,MSCI COLCAP,"1,301.86","1,298.37",.27,3.49,-12.53,-13.99
,20181224,MSCI COLCAP,"1,301.60","1,301.86",-.02,-.26,-12.87,-14.01
,20181226,MSCI COLCAP,"1,329.15","1,301.60",2.12,27.55,-11.00,-12.19
,20181227,MSCI COLCAP,"1,324.99","1,329.15",-.31,-4.16,-11.96,-12.46
,20181228,MSCI COLCAP,"1,325.93","1,324.99",.07,.94,-12.40,-12.40
,20190102,MSCI COLCAP,"1,332.80","1,325.93",.52,6.87,-12.12,.52
,20190103,MSCI COLCAP,"1,348.53","1,332.80",1.18,15.73,-11.04,1.70
,20190104,MSCI COLCAP,"1,356.75","1,348.53",.61,8.22,-11.42,2.32
,20190108,MSCI COLCAP,"1,368.24","1,356.75",.85,11.49,-11.47,3.19
,20190109,MSCI COLCAP,"1,377.61","1,368.24",.68,9.37,-10.97,3.90
,20190110,MSCI COLCAP,"1,384.07","1,377.61",.47,6.46,-9.99,4.38
,20190111,MSCI COLCAP,"1,388.38","1,384.07",.31,4.31,-8.86,4.71
,20190114,MSCI COLCAP,"1,393.20","1,388.38",.35,4.82,-8.43,5.07
,20190115,MSCI COLCAP,"1,393.09","1,393.20",-.01,-.11,-7.97,5.07
,20190116,MSCI COLCAP,"1,391.34","1,393.09",-.13,-1.75,-9.60,4.93
,20190117,MSCI COLCAP,"1,391.42","1,391.34",.01,.08,-9.86,4.94
,20190118,MSCI COLCAP,"1,392.95","1,391.42",.11,1.53,-10.02,5.05
,20190121,MSCI COLCAP,"1,398.94","1,392.95",.43,5.99,-9.81,5.51
,20190122,MSCI COLCAP,"1,403.94","1,398.94",.36,5.00,-9.88,5.88
,20190123,MSCI COLCAP,"1,406.52","1,403.94",.18,2.58,-10.43,6.08
,20190124,MSCI COLCAP,"1,416.76","1,406.52",.73,10.24,-10.87,6.85
,20190125,MSCI COLCAP,"1,425.47","1,416.76",.61,8.71,-10.29,7.51
,20190128,MSCI COLCAP,"1,430.18","1,425.47",.33,4.71,-10.21,7.86
,20190129,MSCI COLCAP,"1,437.45","1,430.18",.51,7.27,-10.07,8.41
,20190130,MSCI COLCAP,"1,449.65","1,437.45",.85,12.20,-8.42,9.33
,20190131,MSCI COLCAP,"1,447.01","1,449.65",-.18,-2.64,-7.13,9.13
,20190201,MSCI COLCAP,"1,462.03","1,447.01",1.04,15.02,-7.52,10.26
,20190204,MSCI COLCAP,"1,474.94","1,462.03",.88,12.91,-5.92,11.24
,20190205,MSCI COLCAP,"1,493.39","1,474.94",1.25,18.45,-1.95,12.63
,20190206,MSCI COLCAP,"1,488.90","1,493.39",-.30,-4.49,-2.48,12.29
,20190207,MSCI COLCAP,"1,472.11","1,488.90",-1.13,-16.79,-3.59,11.02
,20190208,MSCI COLCAP,"1,468.77","1,472.11",-.23,-3.34,-2.39,10.77
,20190211,MSCI COLCAP,"1,468.42","1,468.77",-.02,-.35,-2.17,10.75
,20190212,MSCI COLCAP,"1,473.73","1,468.42",.36,5.31,-2.37,11.15
,20190213,MSCI COLCAP,"1,472.57","1,473.73",-.08,-1.16,-2.15,11.06
,20190214,MSCI COLCAP,"1,476.79","1,472.57",.29,4.22,-2.76,11.38
,20190215,MSCI COLCAP,"1,488.84","1,476.79",.82,12.05,-1.69,12.29
,20190218,MSCI COLCAP,"1,482.69","1,488.84",-.41,-6.15,-2.50,11.82
,20190219,MSCI COLCAP,"1,477.76","1,482.69",-.33,-4.93,-2.50,11.45
,20190220,MSCI COLCAP,"1,478.64","1,477.76",.06,.88,-2.55,11.52
,20190221,MSCI COLCAP,"1,478.49","1,478.64",-.01,-.15,-3.07,11.51
,20190222,MSCI COLCAP,"1,491.74","1,478.49",.90,13.25,-2.64,12.51
,20190225,MSCI COLCAP,"1,509.88","1,491.74",1.22,18.14,-1.48,13.87
,20190226,MSCI COLCAP,"1,519.95","1,509.88",.67,10.07,-.32,14.63
,20190227,MSCI COLCAP,"1,516.64","1,519.95",-.22,-3.31,.01,14.38
,20190228,MSCI COLCAP,"1,508.27","1,516.64",-.55,-8.37,2.03,13.75
,20190301,MSCI COLCAP,"1,515.35","1,508.27",.47,7.08,3.35,14.29
,20190304,MSCI COLCAP,"1,517.00","1,515.35",.11,1.65,4.16,14.41
,20190305,MSCI COLCAP,"1,518.21","1,517.00",.08,1.21,3.29,14.50
,20190306,MSCI COLCAP,"1,532.06","1,518.21",.91,13.85,3.83,15.55
,20190307,MSCI COLCAP,"1,517.84","1,532.06",-.93,-14.22,2.99,14.47
,20190308,MSCI COLCAP,"1,503.01","1,517.84",-.98,-14.83,1.95,13.36
,20190311,MSCI COLCAP,"1,525.79","1,503.01",1.52,22.78,2.95,15.07
,20190312,MSCI COLCAP,"1,533.35","1,525.79",.50,7.56,3.68,15.64
,20190313,MSCI COLCAP,"1,560.40","1,533.35",1.76,27.05,6.32,17.68
,20190314,MSCI COLCAP,"1,575.11","1,560.40",.94,14.71,7.61,18.79
,20190315,MSCI COLCAP,"1,579.72","1,575.11",.29,4.61,7.67,19.14
,20190318,MSCI COLCAP,"1,606.37","1,579.72",1.69,26.65,8.85,21.15
,20190319,MSCI COLCAP,"1,613.71","1,606.37",.46,7.34,9.35,21.70
,20190320,MSCI COLCAP,"1,628.22","1,613.71",.90,14.51,10.25,22.80
,20190321,MSCI COLCAP,"1,631.30","1,628.22",.19,3.08,9.78,23.03
,20190322,MSCI COLCAP,"1,597.19","1,631.30",-2.09,-34.11,8.77,20.46
,20190326,MSCI COLCAP,"1,607.03","1,597.19",.62,9.84,9.39,21.20
,20190327,MSCI COLCAP,"1,572.68","1,607.03",-2.14,-34.35,8.46,18.61
,20190328,MSCI COLCAP,"1,569.91","1,572.68",-.18,-2.77,7.86,18.40
,20190329,MSCI COLCAP,"1,587.74","1,569.91",1.14,17.83,9.08,19.75
,20190401,MSCI COLCAP,"1,581.90","1,587.74",-.37,-5.84,8.68,19.30
,20190402,MSCI COLCAP,"1,579.51","1,581.90",-.15,-2.39,7.39,19.12
,20190403,MSCI COLCAP,"1,590.64","1,579.51",.70,11.13,6.55,19.96
,20190404,MSCI COLCAP,"1,590.15","1,590.64",-.03,-.49,6.18,19.93
,20190405,MSCI COLCAP,"1,599.83","1,590.15",.61,9.68,5.61,20.66
,20190408,MSCI COLCAP,"1,616.35","1,599.83",1.03,16.52,6.29,21.90
,20190409,MSCI COLCAP,"1,621.40","1,616.35",.31,5.05,5.85,22.28
,20190410,MSCI COLCAP,"1,625.21","1,621.40",.23,3.81,4.99,22.57
,20190411,MSCI COLCAP,"1,611.60","1,625.21",-.84,-13.61,3.30,21.54
,20190412,MSCI COLCAP,"1,604.97","1,611.60",-.41,-6.63,3.16,21.04
,20190415,MSCI COLCAP,"1,572.75","1,604.97",-2.01,-32.22,2.23,18.61
,20190416,MSCI COLCAP,"1,581.43","1,572.75",.55,8.68,3.36,19.27
,20190417,MSCI COLCAP,"1,574.31","1,581.43",-.45,-7.12,1.43,18.73
,20190422,MSCI COLCAP,"1,591.18","1,574.31",1.07,16.87,1.90,20.00
,20190423,MSCI COLCAP,"1,595.02","1,591.18",.24,3.84,1.17,20.29
,20190424,MSCI COLCAP,"1,600.17","1,595.02",.32,5.15,2.41,20.68
,20190425,MSCI COLCAP,"1,599.81","1,600.17",-.02,-.36,2.68,20.66
,20190426,MSCI COLCAP,"1,597.75","1,599.81",-.13,-2.06,2.86,20.50
,20190429,MSCI COLCAP,"1,590.38","1,597.75",-.46,-7.37,1.53,19.94
,20190430,MSCI COLCAP,"1,573.64","1,590.38",-1.05,-16.74,.52,18.68
,20190502,MSCI COLCAP,"1,562.02","1,573.64",-.74,-11.62,-.23,17.81
,20190503,MSCI COLCAP,"1,555.38","1,562.02",-.43,-6.64,.15,17.30
,20190506,MSCI COLCAP,"1,549.16","1,555.38",-.40,-6.22,.14,16.84
,20190507,MSCI COLCAP,"1,535.26","1,549.16",-.90,-13.90,-.58,15.79
,20190508,MSCI COLCAP,"1,539.31","1,535.26",.26,4.05,-.46,16.09
,20190509,MSCI COLCAP,"1,542.57","1,539.31",.21,3.26,-1.02,16.34
,20190510,MSCI COLCAP,"1,550.38","1,542.57",.51,7.81,-.15,16.93
,20190513,MSCI COLCAP,"1,515.81","1,550.38",-2.23,-34.57,-2.21,14.32
,20190514,MSCI COLCAP,"1,509.11","1,515.81",-.44,-6.70,-2.64,13.82
,20190515,MSCI COLCAP,"1,501.55","1,509.11",-.50,-7.56,-4.45,13.25
,20190516,MSCI COLCAP,"1,503.06","1,501.55",.10,1.51,-2.86,13.36
,20190517,MSCI COLCAP,"1,500.05","1,503.06",-.20,-3.01,-1.67,13.13
,20190520,MSCI COLCAP,"1,482.74","1,500.05",-1.15,-17.31,-2.48,11.83
,20190521,MSCI COLCAP,"1,493.41","1,482.74",.72,10.67,-1.54,12.63
,20190522,MSCI COLCAP,"1,489.43","1,493.41",-.27,-3.98,-2.32,12.33
,20190523,MSCI COLCAP,"1,472.15","1,489.43",-1.16,-17.28,-3.35,11.03
,20190524,MSCI COLCAP,"1,489.41","1,472.15",1.17,17.26,-2.55,12.33
,20190527,MSCI COLCAP,"1,480.01","1,489.41",-.63,-9.40,-3.04,11.62
,20190528,MSCI COLCAP,"1,463.38","1,480.01",-1.12,-16.63,-4.01,10.37
,20190529,MSCI COLCAP,"1,481.72","1,463.38",1.25,18.34,-3.73,11.75
,20190530,MSCI COLCAP,"1,487.06","1,481.72",.36,5.34,-3.81,12.15
,20190531,MSCI COLCAP,"1,487.00","1,487.06",.00,-.06,-3.86,12.15
,20190604,MSCI COLCAP,"1,497.35","1,487.00",.70,10.35,-4.29,12.93
,20190605,MSCI COLCAP,"1,483.42","1,497.35",-.93,-13.93,-4.89,11.88
,20190606,MSCI COLCAP,"1,489.99","1,483.42",.44,6.57,-4.16,12.37
,20190607,MSCI COLCAP,"1,509.82","1,489.99",1.33,19.83,-2.56,13.87
,20190610,MSCI COLCAP,"1,499.16","1,509.82",-.71,-10.66,-3.15,13.06
,20190611,MSCI COLCAP,"1,519.97","1,499.16",1.39,20.81,-1.81,14.63
,20190612,MSCI COLCAP,"1,513.16","1,519.97",-.45,-6.81,-2.41,14.12
,20190613,MSCI COLCAP,"1,521.69","1,513.16",.56,8.53,-2.03,14.76
,20190614,MSCI COLCAP,"1,526.36","1,521.69",.31,4.67,-1.58,15.12
,20190617,MSCI COLCAP,"1,518.29","1,526.36",-.53,-8.07,-1.49,14.51
,20190618,MSCI COLCAP,"1,537.81","1,518.29",1.29,19.52,-1.14,15.98
,20190619,MSCI COLCAP,"1,546.24","1,537.81",.55,8.43,.57,16.62
,20190620,MSCI COLCAP,"1,554.67","1,546.24",.55,8.43,1.46,17.25
,20190621,MSCI COLCAP,"1,560.19","1,554.67",.36,5.52,1.68,17.67
,20190625,MSCI COLCAP,"1,557.86","1,560.19",-.15,-2.33,2.31,17.49
,20190626,MSCI COLCAP,"1,549.72","1,557.86",-.52,-8.14,.38,16.88
,20190627,MSCI COLCAP,"1,547.69","1,549.72",-.13,-2.03,-.17,16.72
,20190628,MSCI COLCAP,"1,548.98","1,547.69",.08,1.29,-.43,16.82
,20190702,MSCI COLCAP,"1,543.76","1,548.98",-.34,-5.22,-2.11,16.43
,20190703,MSCI COLCAP,"1,563.72","1,543.76",1.29,19.96,.16,17.93
,20190704,MSCI COLCAP,"1,565.96","1,563.72",.14,2.24,-.31,18.10
,20190705,MSCI COLCAP,"1,579.19","1,565.96",.84,13.23,.78,19.10
,20190708,MSCI COLCAP,"1,581.08","1,579.19",.12,1.89,1.51,19.24
,20190709,MSCI COLCAP,"1,588.90","1,581.08",.49,7.82,2.15,19.83
,20190710,MSCI COLCAP,"1,600.91","1,588.90",.76,12.01,2.55,20.74
,20190711,MSCI COLCAP,"1,600.50","1,600.91",-.03,-.41,2.98,20.71
,20190712,MSCI COLCAP,"1,605.15","1,600.50",.29,4.65,3.86,21.06
,20190715,MSCI COLCAP,"1,605.01","1,605.15",-.01,-.14,3.77,21.05
,20190716,MSCI COLCAP,"1,619.62","1,605.01",.91,14.61,4.40,22.15
,20190717,MSCI COLCAP,"1,607.23","1,619.62",-.76,-12.39,3.69,21.22
,20190718,MSCI COLCAP,"1,586.96","1,607.23",-1.26,-20.27,2.24,19.69
,20190719,MSCI COLCAP,"1,600.39","1,586.96",.85,13.43,3.43,20.70
,20190722,MSCI COLCAP,"1,594.44","1,600.39",-.37,-5.95,3.04,20.25
,20190723,MSCI COLCAP,"1,602.15","1,594.44",.48,7.71,3.42,20.83
,20190724,MSCI COLCAP,"1,592.71","1,602.15",-.59,-9.44,3.09,20.12
,20190725,MSCI COLCAP,"1,595.47","1,592.71",.17,2.76,4.46,20.33
,20190726,MSCI COLCAP,"1,580.56","1,595.47",-.93,-14.91,2.81,19.20
,20190729,MSCI COLCAP,"1,585.26","1,580.56",.30,4.70,3.20,19.56
,20190730,MSCI COLCAP,"1,568.06","1,585.26",-1.08,-17.20,1.29,18.26
,20190731,MSCI COLCAP,"1,562.13","1,568.06",-.38,-5.93,2.33,17.81
,20190801,MSCI COLCAP,"1,537.58","1,562.13",-1.57,-24.55,-.18,15.96
,20190802,MSCI COLCAP,"1,543.38","1,537.58",.38,5.80,.93,16.40
,20190805,MSCI COLCAP,"1,503.00","1,543.38",-2.62,-40.38,-1.89,13.35
,20190806,MSCI COLCAP,"1,512.83","1,503.00",.65,9.83,-1.00,14.10
,20190808,MSCI COLCAP,"1,545.44","1,512.83",2.16,32.61,.24,16.56
,20190809,MSCI COLCAP,"1,537.80","1,545.44",-.49,-7.64,.37,15.98
,20190812,MSCI COLCAP,"1,531.20","1,537.80",-.43,-6.60,.41,15.48
,20190813,MSCI COLCAP,"1,554.59","1,531.20",1.53,23.39,2.27,17.25
,20190814,MSCI COLCAP,"1,515.80","1,554.59",-2.50,-38.79,-.52,14.32
,20190815,MSCI COLCAP,"1,524.19","1,515.80",.55,8.39,.24,14.95
,20190816,MSCI COLCAP,"1,542.81","1,524.19",1.22,18.62,1.15,16.36
,20190820,MSCI COLCAP,"1,548.46","1,542.81",.37,5.65,1.30,16.78
,20190821,MSCI COLCAP,"1,541.56","1,548.46",-.45,-6.90,.55,16.26
,20190822,MSCI COLCAP,"1,526.96","1,541.56",-.95,-14.60,-.59,15.16
,20190823,MSCI COLCAP,"1,505.29","1,526.96",-1.42,-21.67,-1.91,13.53
,20190826,MSCI COLCAP,"1,519.08","1,505.29",.92,13.79,-1.28,14.57
,20190827,MSCI COLCAP,"1,531.51","1,519.08",.82,12.43,-.83,15.50
,20190828,MSCI COLCAP,"1,536.69","1,531.51",.34,5.18,-.75,15.90
,20190829,MSCI COLCAP,"1,542.36","1,536.69",.37,5.67,-.09,16.32
,20190830,MSCI COLCAP,"1,559.52","1,542.36",1.11,17.16,1.23,17.62
,20190902,MSCI COLCAP,"1,560.81","1,559.52",.08,1.29,1.17,17.71
,20190903,MSCI COLCAP,"1,561.49","1,560.81",.04,.68,1.65,17.77
,20190904,MSCI COLCAP,"1,565.89","1,561.49",.28,4.40,2.32,18.10
,20190905,MSCI COLCAP,"1,567.35","1,565.89",.09,1.46,3.87,18.21
,20190906,MSCI COLCAP,"1,567.53","1,567.35",.01,.18,5.55,18.22
,20190909,MSCI COLCAP,"1,576.75","1,567.53",.59,9.22,6.83,18.92
,20190910,MSCI COLCAP,"1,572.81","1,576.75",-.25,-3.94,6.86,18.62
,20190911,MSCI COLCAP,"1,585.72","1,572.81",.82,12.91,7.10,19.59
,20190912,MSCI COLCAP,"1,587.66","1,585.72",.12,1.94,5.12,19.74
,20190913,MSCI COLCAP,"1,580.60","1,587.66",-.44,-7.06,5.28,19.21
,20190916,MSCI COLCAP,"1,600.63","1,580.60",1.27,20.03,6.84,20.72
,20190917,MSCI COLCAP,"1,597.94","1,600.63",-.17,-2.69,6.86,20.51
,20190918,MSCI COLCAP,"1,597.36","1,597.94",-.04,-.58,5.81,20.47
,20190919,MSCI COLCAP,"1,594.10","1,597.36",-.20,-3.26,5.88,20.23
,20190920,MSCI COLCAP,"1,594.22","1,594.10",.01,.12,7.29,20.23
,20190923,MSCI COLCAP,"1,597.15","1,594.22",.18,2.93,7.70,20.46
,20190924,MSCI COLCAP,"1,591.09","1,597.15",-.38,-6.06,6.62,20.00
,20190925,MSCI COLCAP,"1,596.35","1,591.09",.33,5.26,7.24,20.39
,20190926,MSCI COLCAP,"1,601.43","1,596.35",.32,5.08,7.69,20.78
,20190927,MSCI COLCAP,"1,584.99","1,601.43",-1.03,-16.44,5.80,19.54
,20190930,MSCI COLCAP,"1,577.96","1,584.99",-.44,-7.03,4.77,19.01
,20191001,MSCI COLCAP,"1,582.42","1,577.96",.28,4.46,4.59,19.34
,20191002,MSCI COLCAP,"1,574.83","1,582.42",-.48,-7.59,4.16,18.77
,20191003,MSCI COLCAP,"1,588.62","1,574.83",.88,13.79,4.18,19.81
,20191004,MSCI COLCAP,"1,593.05","1,588.62",.28,4.43,4.99,20.15
,20191007,MSCI COLCAP,"1,596.94","1,593.05",.24,3.89,6.82,20.44
,20191008,MSCI COLCAP,"1,589.89","1,596.94",-.44,-7.05,7.05,19.91
,20191009,MSCI COLCAP,"1,589.31","1,589.89",-.04,-.58,6.13,19.86
,20191010,MSCI COLCAP,"1,583.44","1,589.31",-.37,-5.87,7.01,19.42
,20191011,MSCI COLCAP,"1,590.86","1,583.44",.47,7.42,8.97,19.98
,20191015,MSCI COLCAP,"1,578.89","1,590.86",-.75,-11.97,7.94,19.08
,20191016,MSCI COLCAP,"1,579.51","1,578.89",.04,.62,6.80,19.12
,20191017,MSCI COLCAP,"1,578.63","1,579.51",-.06,-.88,6.93,19.06
,20191018,MSCI COLCAP,"1,578.61","1,578.63",.00,-.02,8.03,19.06
,20191021,MSCI COLCAP,"1,597.56","1,578.61",1.20,18.95,10.00,20.49
,20191022,MSCI COLCAP,"1,613.42","1,597.56",.99,15.86,12.01,21.68
,20191023,MSCI COLCAP,"1,613.32","1,613.42",-.01,-.10,12.51,21.67
,20191024,MSCI COLCAP,"1,616.05","1,613.32",.17,2.73,14.45,21.88
,20191025,MSCI COLCAP,"1,628.55","1,616.05",.77,12.50,16.70,22.82
,20191028,MSCI COLCAP,"1,622.00","1,628.55",-.40,-6.55,16.09,22.33
,20191029,MSCI COLCAP,"1,633.28","1,622.00",.70,11.28,17.29,23.18
,20191030,MSCI COLCAP,"1,633.92","1,633.28",.04,.64,17.13,23.23
,20191031,MSCI COLCAP,"1,633.15","1,633.92",-.05,-.77,17.31,23.17
,20191101,MSCI COLCAP,"1,645.88","1,633.15",.78,12.73,19.01,24.13
,20191105,MSCI COLCAP,"1,665.69","1,645.88",1.20,19.81,19.75,25.62
,20191106,MSCI COLCAP,"1,657.15","1,665.69",-.51,-8.54,18.23,24.98
,20191107,MSCI COLCAP,"1,655.73","1,657.15",-.09,-1.42,16.34,24.87
,20191108,MSCI COLCAP,"1,636.23","1,655.73",-1.18,-19.50,14.83,23.40
,20191112,MSCI COLCAP,"1,632.02","1,636.23",-.26,-4.21,14.94,23.08
,20191113,MSCI COLCAP,"1,624.26","1,632.02",-.48,-7.76,17.07,22.50
,20191114,MSCI COLCAP,"1,613.90","1,624.26",-.64,-10.36,15.15,21.72
,20191115,MSCI COLCAP,"1,627.25","1,613.90",.83,13.35,14.04,22.73
,20191118,MSCI COLCAP,"1,622.74","1,627.25",-.28,-4.51,12.93,22.39
,20191119,MSCI COLCAP,"1,607.58","1,622.74",-.93,-15.16,12.96,21.24
,20191120,MSCI COLCAP,"1,600.49","1,607.58",-.44,-7.09,15.21,20.71
,20191121,MSCI COLCAP,"1,599.69","1,600.49",-.05,-.80,15.07,20.65
,20191122,MSCI COLCAP,"1,613.84","1,599.69",.88,14.15,16.25,21.71
,20191125,MSCI COLCAP,"1,600.81","1,613.84",-.81,-13.03,16.77,20.73
,20191126,MSCI COLCAP,"1,596.66","1,600.81",-.26,-4.15,14.56,20.42
,20191127,MSCI COLCAP,"1,587.33","1,596.66",-.58,-9.33,14.75,19.71
,20191128,MSCI COLCAP,"1,603.54","1,587.33",1.02,16.21,15.77,20.94
,20191129,MSCI COLCAP,"1,611.92","1,603.54",.52,8.38,16.23,21.57
,20191202,MSCI COLCAP,"1,598.33","1,611.92",-.84,-13.59,15.88,20.54
,20191203,MSCI COLCAP,"1,589.90","1,598.33",-.53,-8.43,13.11,19.91
,20191204,MSCI COLCAP,"1,612.12","1,589.90",1.40,22.22,15.18,21.58
,20191205,MSCI COLCAP,"1,614.74","1,612.12",.16,2.62,14.65,21.78
,20191206,MSCI COLCAP,"1,611.67","1,614.74",-.19,-3.07,15.95,21.55
,20191209,MSCI COLCAP,"1,605.35","1,611.67",-.39,-6.32,16.12,21.07
,20191210,MSCI COLCAP,"1,602.94","1,605.35",-.15,-2.41,16.41,20.89
,20191211,MSCI COLCAP,"1,605.32","1,602.94",.15,2.38,16.89,21.07
,20191212,MSCI COLCAP,"1,618.56","1,605.32",.82,13.24,17.77,22.07
,20191213,MSCI COLCAP,"1,630.80","1,618.56",.76,12.24,19.44,22.99
,20191216,MSCI COLCAP,"1,632.00","1,630.80",.07,1.20,20.06,23.08
,20191217,MSCI COLCAP,"1,625.01","1,632.00",-.43,-6.99,21.67,22.56
,20191218,MSCI COLCAP,"1,635.73","1,625.01",.66,10.72,22.42,23.36
,20191219,MSCI COLCAP,"1,646.72","1,635.73",.67,10.99,23.60,24.19
,20191220,MSCI COLCAP,"1,642.86","1,646.72",-.23,-3.86,26.53,23.90
,20191223,MSCI COLCAP,"1,665.04","1,642.86",1.35,22.18,27.90,25.58
,20191224,MSCI COLCAP,"1,666.62","1,665.04",.09,1.58,28.04,25.69
,20191226,MSCI COLCAP,"1,659.89","1,666.62",-.40,-6.73,24.88,25.19
,20191227,MSCI COLCAP,"1,661.21","1,659.89",.08,1.32,25.38,25.29
,20191230,MSCI COLCAP,"1,662.42","1,661.21",.07,1.21,25.38,25.38
,20200102,MSCI COLCAP,"1,658.77","1,662.42",-.22,-3.65,24.46,-.22
,20200103,MSCI COLCAP,"1,676.49","1,658.77",1.07,17.72,24.32,.85
,20200107,MSCI COLCAP,"1,663.83","1,676.49",-.76,-12.66,22.63,.08
,20200108,MSCI COLCAP,"1,656.96","1,663.83",-.41,-6.87,21.10,-.33
,20200109,MSCI COLCAP,"1,653.54","1,656.96",-.21,-3.42,20.03,-.53
,20200110,MSCI COLCAP,"1,654.93","1,653.54",.08,1.39,19.57,-.45
,20200113,MSCI COLCAP,"1,651.93","1,654.93",-.18,-3.00,18.98,-.63
,20200114,MSCI COLCAP,"1,653.18","1,651.93",.08,1.25,18.66,-.56
,20200115,MSCI COLCAP,"1,648.78","1,653.18",-.27,-4.40,18.35,-.82
,20200116,MSCI COLCAP,"1,647.80","1,648.78",-.06,-.98,18.43,-.88
,20200117,MSCI COLCAP,"1,656.04","1,647.80",.50,8.24,19.02,-.38
,20200120,MSCI COLCAP,"1,656.37","1,656.04",.02,.33,18.91,-.36
,20200121,MSCI COLCAP,"1,653.48","1,656.37",-.17,-2.89,18.20,-.54
,20200122,MSCI COLCAP,"1,650.36","1,653.48",-.19,-3.12,17.55,-.73
