STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2009,,10.951,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,11.658,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,4.086,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,20.725,,A,Normal value,0,Units,1200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,10.872,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,0.379,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,4.593,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,3.848,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,29.264,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,0.631,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,5.274,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2010,,8.669,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,11.026,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,5.468,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,0.797,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,29.945,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,3.756,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,4.208,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,0.365,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,9.54,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,22.28,,A,Normal value,0,Units,1200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,3.823,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2011,,8.792,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,8.99,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,3.633,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,27.135,,A,Normal value,0,Units,1200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,8.313,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,0.332,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,4.214,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,3.248,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,27.649,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,0.883,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,5.205,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2012,,10.399,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,10.427,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,5.449,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,0.812,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,24.23,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,3.404,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,4.082,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,0.671,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,9.685,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,27.131,,A,Normal value,0,Units,1200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,2.467,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2013,,11.641,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_2000,Social security contributions (SSC),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,9.196,,A,Normal value,0,Units,2000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_3000,Taxes on payroll and workforce,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,1.762,,A,Normal value,0,Units,3000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1200,"Taxes on income, profits and capital gains of corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,27.113,,A,Normal value,0,Units,1200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,9.863,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,0.711,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,4.323,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,3.868,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,25.98,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,0.869,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,5.597,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2014,,10.717,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,11.336,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1100,"Taxes on income, profits and capital gains of individuals",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,5.756,,A,Normal value,0,Units,1100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_1300,"Unallocable between taxes on income, profits and capital gains of individuals and corporations",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,1.268,,A,Normal value,0,Units,1300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5111,Value added taxes (VAT),_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,26.012,,A,Normal value,0,Units,5111,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_6000,Other taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,4.524,,A,Normal value,0,Units,6000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5112,Sales taxes,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,4.386,,A,Normal value,0,Units,5112,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5200,"Taxes on use of goods, or on permission to use goods or perform activities",_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,0.642,,A,Normal value,0,Units,5200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(2.0),A comparative table of tax revenues for Revenue Statistics in Latin America and the Caribbean,I,COL,Colombia,TAX_REV,Tax revenue,S13,General government,T_5120,Taxes on specific goods and services,_T,Total,PT_OTR_SECTOR,Percentage of revenues in the same institutional sector,A,Annual,2015,,9.992,,A,Normal value,0,Units,5120,,1,One,_Z,Not applicable
