Region,Sub-region,Country,Year,Measure Names,Measure Values
Asia,Eastern Asia,Japan,2009,Rate,0.121348650
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,Rate,0
Asia,Eastern Asia,Republic of Korea,2009,Count,298
Asia,Eastern Asia,Mongolia,2009,Count,1
Asia,Eastern Asia,Macao Special Administrative Region of China,2009,Count,0
Asia,Eastern Asia,Japan,2009,Count,156
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2009,Count,0
Asia,Eastern Asia,Republic of Korea,2010,Rate,0.448071717
Asia,Eastern Asia,Mongolia,2010,Rate,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,Rate,0.371598711
Asia,Eastern Asia,Japan,2010,Rate,0.144699449
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,Rate,0.014354773
Asia,Eastern Asia,Republic of Korea,2010,Count,222
Asia,Eastern Asia,Mongolia,2010,Count,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,Count,2
Asia,Eastern Asia,Japan,2010,Count,186
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,Count,1
Asia,Eastern Asia,Republic of Korea,2011,Rate,0.514199230
Asia,Eastern Asia,Mongolia,2011,Rate,0.036096431
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,Rate,0
Asia,Eastern Asia,Japan,2011,Rate,0.119067074
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,Rate,0
Asia,Eastern Asia,Republic of Korea,2011,Count,256
Asia,Eastern Asia,Mongolia,2011,Count,1
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,Count,0
Asia,Eastern Asia,Japan,2011,Count,153
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,Count,0
Asia,Eastern Asia,Republic of Korea,2012,Rate,0.389527581
Asia,Eastern Asia,Mongolia,2012,Rate,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,Rate,0
Asia,Eastern Asia,Japan,2012,Rate,0.147947885
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,Rate,0
Asia,Eastern Asia,Republic of Korea,2012,Count,195
Asia,Eastern Asia,Mongolia,2012,Count,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2012,Count,0
Asia,Eastern Asia,Japan,2012,Count,190
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2012,Count,0
Asia,Eastern Asia,Republic of Korea,2013,Rate,0.113217171
Asia,Eastern Asia,Mongolia,2013,Rate,0.069401478
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,Rate,0.173199762
Asia,Eastern Asia,Japan,2013,Rate,0.144177340
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,Rate,0.014106800
Asia,Eastern Asia,Republic of Korea,2013,Count,57
Asia,Eastern Asia,Mongolia,2013,Count,2
Asia,Eastern Asia,Macao Special Administrative Region of China,2013,Count,1
Asia,Eastern Asia,Japan,2013,Count,185
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2013,Count,1
Asia,Eastern Asia,Republic of Korea,2014,Rate,0.152150158
Asia,Eastern Asia,Mongolia,2014,Rate,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,Rate,0
Asia,Eastern Asia,Japan,2014,Rate,0.154484016
Asia,Eastern Asia,Republic of Korea,2014,Count,77
Asia,Eastern Asia,Mongolia,2014,Count,0
Asia,Eastern Asia,Macao Special Administrative Region of China,2014,Count,0
Asia,Eastern Asia,Japan,2014,Count,198
Asia,Eastern Asia,Republic of Korea,2015,Rate,0.155441159
Asia,Eastern Asia,Mongolia,2015,Rate,0.066701507
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,Rate,0
Asia,Eastern Asia,Japan,2015,Rate,0.150017463
Asia,Eastern Asia,Republic of Korea,2015,Count,79
Asia,Eastern Asia,Mongolia,2015,Count,2
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,Count,0
Asia,Eastern Asia,Japan,2015,Count,192
Asia,Eastern Asia,Republic of Korea,2016,Rate,0.151029403
Asia,Eastern Asia,Mongolia,2016,Rate,0.032718680
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,Rate,0
Asia,Eastern Asia,Japan,2016,Rate,0.178455002
Asia,Eastern Asia,Republic of Korea,2016,Count,77
Asia,Eastern Asia,Mongolia,2016,Count,1
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,Count,0
Asia,Eastern Asia,Japan,2016,Count,228
Asia,Eastern Asia,Republic of Korea,2017,Rate,0.111553825
Asia,Eastern Asia,Mongolia,2017,Rate,0.128460897
Asia,Eastern Asia,Macao Special Administrative Region of China,2017,Rate,0
Asia,Eastern Asia,Republic of Korea,2017,Count,57
Asia,Eastern Asia,Mongolia,2017,Count,4
Asia,Eastern Asia,Macao Special Administrative Region of China,2017,Count,0
Asia,Eastern Asia,Republic of Korea,2018,Rate,0.087939232
Asia,Eastern Asia,Mongolia,2018,Rate,0.189261671
Asia,Eastern Asia,Macao Special Administrative Region of China,2018,Rate,0
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2018,Rate,0
Asia,Eastern Asia,Republic of Korea,2018,Count,45
Asia,Eastern Asia,Mongolia,2018,Count,6
Asia,Eastern Asia,Macao Special Administrative Region of China,2018,Count,0
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2018,Count,0
Asia,South-Eastern Asia,Singapore,2003,Rate,0.072652823
Asia,South-Eastern Asia,Philippines,2003,Rate,0.108365882
Asia,South-Eastern Asia,Brunei Darussalam,2003,Rate,0.283049576
Asia,South-Eastern Asia,Singapore,2003,Count,3
Asia,South-Eastern Asia,Philippines,2003,Count,90
Asia,South-Eastern Asia,Brunei Darussalam,2003,Count,1
Asia,South-Eastern Asia,Singapore,2004,Rate,0
Asia,South-Eastern Asia,Philippines,2004,Rate,0.049580607
Asia,South-Eastern Asia,Brunei Darussalam,2004,Rate,0.278215194
Asia,South-Eastern Asia,Singapore,2004,Count,0
Asia,South-Eastern Asia,Philippines,2004,Count,42
Asia,South-Eastern Asia,Brunei Darussalam,2004,Count,1
Asia,South-Eastern Asia,Thailand,2005,Rate,0.018344083
Asia,South-Eastern Asia,Singapore,2005,Rate,0
Asia,South-Eastern Asia,Philippines,2005,Rate,0.050969433
Asia,South-Eastern Asia,Brunei Darussalam,2005,Rate,0
Asia,South-Eastern Asia,Thailand,2005,Count,12
Asia,South-Eastern Asia,Singapore,2005,Count,0
Asia,South-Eastern Asia,Philippines,2005,Count,44
Asia,South-Eastern Asia,Brunei Darussalam,2005,Count,0
Asia,South-Eastern Asia,Thailand,2006,Rate,0.016714140
Asia,South-Eastern Asia,Singapore,2006,Rate,0.022715275
Asia,South-Eastern Asia,Philippines,2006,Rate,0.031858483
Asia,South-Eastern Asia,Brunei Darussalam,2006,Rate,0
Asia,South-Eastern Asia,Thailand,2006,Count,11
Asia,South-Eastern Asia,Singapore,2006,Count,1
Asia,South-Eastern Asia,Philippines,2006,Count,28
Asia,South-Eastern Asia,Brunei Darussalam,2006,Count,0
Asia,South-Eastern Asia,Thailand,2007,Rate,0.031730653
Asia,South-Eastern Asia,Singapore,2007,Rate,0
Asia,South-Eastern Asia,Philippines,2007,Rate,0.039147488
Asia,South-Eastern Asia,Thailand,2007,Count,21
Asia,South-Eastern Asia,Singapore,2007,Count,0
Asia,South-Eastern Asia,Philippines,2007,Count,35
Asia,South-Eastern Asia,Thailand,2008,Rate,0.024048947
Asia,South-Eastern Asia,Singapore,2008,Rate,0
Asia,South-Eastern Asia,Philippines,2008,Rate,0.050603964
Asia,South-Eastern Asia,Indonesia,2008,Rate,0.263728087
Asia,South-Eastern Asia,Thailand,2008,Count,16
Asia,South-Eastern Asia,Singapore,2008,Count,0
Asia,South-Eastern Asia,Philippines,2008,Count,46
Asia,South-Eastern Asia,Indonesia,2008,Count,621
Asia,South-Eastern Asia,Thailand,2009,Rate,0.007477549
Asia,South-Eastern Asia,Singapore,2009,Rate,0
Asia,South-Eastern Asia,Philippines,2009,Rate,0.037872984
Asia,South-Eastern Asia,Indonesia,2009,Rate,0.203251521
Asia,South-Eastern Asia,Thailand,2009,Count,5
Asia,South-Eastern Asia,Singapore,2009,Count,0
Asia,South-Eastern Asia,Philippines,2009,Count,35
Asia,South-Eastern Asia,Indonesia,2009,Count,485
Asia,South-Eastern Asia,Thailand,2010,Rate,0.011905642
Asia,South-Eastern Asia,Singapore,2010,Rate,0
Asia,South-Eastern Asia,Philippines,2010,Rate,0.022348324
Asia,South-Eastern Asia,Indonesia,2010,Rate,0.164575565
Asia,South-Eastern Asia,Thailand,2010,Count,8
Asia,South-Eastern Asia,Singapore,2010,Count,0
Asia,South-Eastern Asia,Philippines,2010,Count,21
Asia,South-Eastern Asia,Indonesia,2010,Count,398
Asia,South-Eastern Asia,Thailand,2011,Rate,0.013329704
Asia,South-Eastern Asia,Singapore,2011,Rate,0
Asia,South-Eastern Asia,Philippines,2011,Rate,0.011509882
Asia,South-Eastern Asia,Myanmar,2011,Rate,0.076484670
Asia,South-Eastern Asia,Indonesia,2011,Rate,0.185218427
Asia,South-Eastern Asia,Thailand,2011,Count,9
Asia,South-Eastern Asia,Singapore,2011,Count,0
Asia,South-Eastern Asia,Philippines,2011,Count,11
Asia,South-Eastern Asia,Myanmar,2011,Count,39
Asia,South-Eastern Asia,Indonesia,2011,Count,454
Asia,South-Eastern Asia,Thailand,2012,Rate,0.013267298
Asia,South-Eastern Asia,Philippines,2012,Rate,0.029831512
Asia,South-Eastern Asia,Myanmar,2012,Rate,0.071965254
Asia,South-Eastern Asia,Indonesia,2012,Rate,0.158984624
Asia,South-Eastern Asia,Thailand,2012,Count,9
Asia,South-Eastern Asia,Philippines,2012,Count,29
Asia,South-Eastern Asia,Myanmar,2012,Count,37
Asia,South-Eastern Asia,Indonesia,2012,Count,395
Asia,South-Eastern Asia,Thailand,2013,Rate,0.017609633
Asia,South-Eastern Asia,Myanmar,2013,Rate,0.003857098
Asia,South-Eastern Asia,Indonesia,2013,Rate,0.143364735
Asia,South-Eastern Asia,Thailand,2013,Count,12
Asia,South-Eastern Asia,Myanmar,2013,Count,2
Asia,South-Eastern Asia,Indonesia,2013,Count,361
Asia,South-Eastern Asia,Thailand,2014,Rate,0.027762050
Asia,South-Eastern Asia,Myanmar,2014,Rate,0.003825495
Asia,South-Eastern Asia,Indonesia,2014,Rate,0.131698547
Asia,South-Eastern Asia,Thailand,2014,Count,19
Asia,South-Eastern Asia,Myanmar,2014,Count,2
Asia,South-Eastern Asia,Indonesia,2014,Count,336
Asia,South-Eastern Asia,Timor-Leste,2015,Rate,0.417957459
Asia,South-Eastern Asia,Thailand,2015,Rate,0.442410134
Asia,South-Eastern Asia,Myanmar,2015,Rate,0
Asia,South-Eastern Asia,Indonesia,2015,Rate,0.147068328
Asia,South-Eastern Asia,Timor-Leste,2015,Count,5
Asia,South-Eastern Asia,Thailand,2015,Count,304
Asia,South-Eastern Asia,Myanmar,2015,Count,0
Asia,South-Eastern Asia,Indonesia,2015,Count,380
Asia,South-Eastern Asia,Timor-Leste,2016,Rate,0.082015010
Asia,South-Eastern Asia,Thailand,2016,Rate,2.154519031
Asia,South-Eastern Asia,Myanmar,2016,Rate,0.005655554
Asia,South-Eastern Asia,Indonesia,2016,Rate,0.142990193
Asia,South-Eastern Asia,Timor-Leste,2016,Count,1
Asia,South-Eastern Asia,Thailand,2016,Count,1486
Asia,South-Eastern Asia,Myanmar,2016,Count,3
Asia,South-Eastern Asia,Indonesia,2016,Count,374
Asia,South-Eastern Asia,Timor-Leste,2017,Rate,0.321734794
Asia,South-Eastern Asia,Indonesia,2017,Rate,0.091063325
Asia,South-Eastern Asia,Timor-Leste,2017,Count,4
Asia,South-Eastern Asia,Indonesia,2017,Count,241
Asia,South-Eastern Asia,Thailand,2018,Rate,0.005761327
Asia,South-Eastern Asia,Myanmar,2018,Rate,0.007447636
Asia,South-Eastern Asia,Indonesia,2018,Rate,0.082937791
Asia,South-Eastern Asia,Thailand,2018,Count,4
Asia,South-Eastern Asia,Myanmar,2018,Count,4
Asia,South-Eastern Asia,Indonesia,2018,Count,222
Asia,Southern Asia,Sri Lanka,2003,Rate,4.312308963
Asia,Southern Asia,Sri Lanka,2003,Count,829
Asia,Southern Asia,Sri Lanka,2004,Rate,4.477192367
Asia,Southern Asia,Maldives,2004,Rate,0.321269658
Asia,Southern Asia,India,2004,Rate,2.065025234
Asia,Southern Asia,Sri Lanka,2004,Count,868
Asia,Southern Asia,Maldives,2004,Count,1
Asia,Southern Asia,India,2004,Count,23327
Asia,Southern Asia,Nepal,2005,Rate,0.477771951
Asia,Southern Asia,India,2005,Rate,1.989526059
Asia,Southern Asia,Bangladesh,2005,Rate,0.937170723
Asia,Southern Asia,Nepal,2005,Count,123
Asia,Southern Asia,India,2005,Count,22832
Asia,Southern Asia,Bangladesh,2005,Count,1303
Asia,Southern Asia,Nepal,2006,Rate,0.943733171
Asia,Southern Asia,India,2006,Rate,2.058454585
Asia,Southern Asia,Bangladesh,2006,Rate,0.794060794
Asia,Southern Asia,Nepal,2006,Count,246
Asia,Southern Asia,India,2006,Count,23991
Asia,Southern Asia,Bangladesh,2006,Count,1119
Asia,Southern Asia,Maldives,2007,Rate,0.596708556
Asia,Southern Asia,India,2007,Rate,2.329343337
Asia,Southern Asia,Maldives,2007,Count,2
Asia,Southern Asia,India,2007,Count,27561
Asia,Southern Asia,Sri Lanka,2008,Rate,2.632108319
Asia,Southern Asia,Maldives,2008,Rate,1.455824463
Asia,Southern Asia,India,2008,Rate,2.520342809
Asia,Southern Asia,Sri Lanka,2008,Count,526
Asia,Southern Asia,Maldives,2008,Count,5
Asia,Southern Asia,India,2008,Count,30261
Asia,Southern Asia,Sri Lanka,2009,Rate,1.779013701
Asia,Southern Asia,Maldives,2009,Rate,3.961617585
Asia,Southern Asia,India,2009,Rate,2.780592678
Asia,Southern Asia,Bhutan,2009,Rate,0.294842178
Asia,Southern Asia,Sri Lanka,2009,Count,358
Asia,Southern Asia,Maldives,2009,Count,14
Asia,Southern Asia,India,2009,Count,33860
Asia,Southern Asia,Bhutan,2009,Count,2
Asia,Southern Asia,Sri Lanka,2010,Rate,0.996952878
Asia,Southern Asia,Pakistan,2010,Rate,10.418303845
Asia,Southern Asia,Maldives,2010,Rate,7.109069532
Asia,Southern Asia,India,2010,Rate,3.114363747
Asia,Southern Asia,Bhutan,2010,Rate,0.145878495
Asia,Southern Asia,Sri Lanka,2010,Count,202
Asia,Southern Asia,Pakistan,2010,Count,18693
Asia,Southern Asia,Maldives,2010,Count,26
Asia,Southern Asia,India,2010,Count,38440
Asia,Southern Asia,Bhutan,2010,Count,1
Asia,Southern Asia,Sri Lanka,2011,Rate,0.882417825
Asia,Southern Asia,Pakistan,2011,Rate,10.924499919
Asia,Southern Asia,Maldives,2011,Rate,4.993521563
Asia,Southern Asia,India,2011,Rate,3.572296943
Asia,Southern Asia,Bhutan,2011,Rate,0
Asia,Southern Asia,Sri Lanka,2011,Count,180
Asia,Southern Asia,Pakistan,2011,Count,20029
Asia,Southern Asia,Maldives,2011,Count,19
Asia,Southern Asia,India,2011,Count,44664
Asia,Southern Asia,Bhutan,2011,Count,0
Asia,Southern Asia,Sri Lanka,2012,Rate,1.081207446
Asia,Southern Asia,Pakistan,2012,Rate,11.004906554
Asia,Southern Asia,Maldives,2012,Rate,4.279625709
Asia,Southern Asia,India,2012,Rate,3.759895084
Asia,Southern Asia,Bhutan,2012,Rate,0.285070027
Asia,Southern Asia,Sri Lanka,2012,Count,222
Asia,Southern Asia,Pakistan,2012,Count,20610
Asia,Southern Asia,Maldives,2012,Count,17
Asia,Southern Asia,India,2012,Count,47592
Asia,Southern Asia,Bhutan,2012,Count,2
Asia,Southern Asia,Sri Lanka,2013,Rate,0.943713537
Asia,Southern Asia,Pakistan,2013,Rate,10.222167846
Asia,Southern Asia,Maldives,2013,Rate,1.924964869
Asia,Southern Asia,India,2013,Rate,5.110778691
Asia,Southern Asia,Bhutan,2013,Rate,0.140798468
Asia,Southern Asia,Sri Lanka,2013,Count,195
Asia,Southern Asia,Pakistan,2013,Count,19551
Asia,Southern Asia,Maldives,2013,Count,8
Asia,Southern Asia,India,2013,Count,65461
Asia,Southern Asia,Bhutan,2013,Count,1
Asia,Southern Asia,Sri Lanka,2014,Rate,1.553742909
Asia,Southern Asia,Pakistan,2014,Rate,9.785207752
Asia,Southern Asia,Maldives,2014,Rate,10.574275087
Asia,Southern Asia,Bhutan,2014,Rate,0.417215421
Asia,Southern Asia,Sri Lanka,2014,Count,323
Asia,Southern Asia,Pakistan,2014,Count,19111
Asia,Southern Asia,Maldives,2014,Count,46
Asia,Southern Asia,Bhutan,2014,Count,3
Asia,Southern Asia,Sri Lanka,2015,Rate,1.176582001
Asia,Southern Asia,Pakistan,2015,Rate,9.108094691
Asia,Southern Asia,Maldives,2015,Rate,6.814474824
Asia,Southern Asia,Bhutan,2015,Rate,0.137384340
Asia,Southern Asia,Sri Lanka,2015,Count,246
Asia,Southern Asia,Pakistan,2015,Count,18164
Asia,Southern Asia,Maldives,2015,Count,31
Asia,Southern Asia,Bhutan,2015,Count,1
Asia,Southern Asia,Sri Lanka,2016,Rate,1.412860743
Asia,Southern Asia,Pakistan,2016,Rate,8.867492931
Asia,Southern Asia,Nepal,2016,Rate,0.073358341
Asia,Southern Asia,Maldives,2016,Rate,9.884228347
Asia,Southern Asia,Bhutan,2016,Rate,0.135739359
Asia,Southern Asia,Sri Lanka,2016,Count,297
Asia,Southern Asia,Pakistan,2016,Count,18057
Asia,Southern Asia,Nepal,2016,Count,20
Asia,Southern Asia,Maldives,2016,Count,47
Asia,Southern Asia,Bhutan,2016,Count,1
Asia,Southern Asia,Sri Lanka,2017,Rate,1.187995284
Asia,Southern Asia,Pakistan,2017,Rate,8.832348434
Asia,Southern Asia,Maldives,2017,Rate,6.849342665
Asia,Southern Asia,Bhutan,2017,Rate,0
Asia,Southern Asia,Sri Lanka,2017,Count,251
Asia,Southern Asia,Pakistan,2017,Count,18363
Asia,Southern Asia,Maldives,2017,Count,34
Asia,Southern Asia,Bhutan,2017,Count,0
Asia,Southern Asia,Sri Lanka,2018,Rate,1.224753589
Asia,Southern Asia,Pakistan,2018,Rate,9.452085325
Asia,Southern Asia,Bhutan,2018,Rate,0
Asia,Southern Asia,Sri Lanka,2018,Count,260
Asia,Southern Asia,Pakistan,2018,Count,20060
Asia,Southern Asia,Bhutan,2018,Count,0
Asia,Western Asia,United Arab Emirates,2003,Rate,11.692027680
Asia,Western Asia,Turkey,2003,Rate,11.731079417
Asia,Western Asia,Syrian Arab Republic,2003,Rate,0.488079099
Asia,Western Asia,State of Palestine,2003,Rate,3.660802797
Asia,Western Asia,Qatar,2003,Rate,1.026707598
Asia,Western Asia,Georgia,2003,Rate,2.217540747
Asia,Western Asia,Cyprus,2003,Rate,2.012959433
Asia,Western Asia,Bahrain,2003,Rate,0.642089204
Asia,Western Asia,Azerbaijan,2003,Rate,0.334870829
Asia,Western Asia,United Arab Emirates,2003,Count,434
Asia,Western Asia,Turkey,2003,Count,7753
Asia,Western Asia,Syrian Arab Republic,2003,Count,85
Asia,Western Asia,State of Palestine,2003,Count,126
Asia,Western Asia,Qatar,2003,Count,7
Asia,Western Asia,Georgia,2003,Count,94
Asia,Western Asia,Cyprus,2003,Count,20
Asia,Western Asia,Bahrain,2003,Count,5
Asia,Western Asia,Azerbaijan,2003,Count,28
Asia,Western Asia,United Arab Emirates,2004,Rate,12.436780722
Asia,Western Asia,Turkey,2004,Rate,11.377248458
Asia,Western Asia,Syrian Arab Republic,2004,Rate,0.757243030
Asia,Western Asia,State of Palestine,2004,Rate,4.764187007
Asia,Western Asia,Qatar,2004,Rate,0.796461587
Asia,Western Asia,Kuwait,2004,Rate,12.951613680
Asia,Western Asia,Israel,2004,Rate,6.206508517
Asia,Western Asia,Cyprus,2004,Rate,1.484545877
Asia,Western Asia,Bahrain,2004,Rate,2.169077154
Asia,Western Asia,Azerbaijan,2004,Rate,0.272223562
Asia,Western Asia,Armenia,2004,Rate,0.766483988
Asia,Western Asia,United Arab Emirates,2004,Count,506
Asia,Western Asia,Turkey,2004,Count,7624
Asia,Western Asia,Syrian Arab Republic,2004,Count,135
Asia,Western Asia,State of Palestine,2004,Count,167
Asia,Western Asia,Qatar,2004,Count,6
Asia,Western Asia,Kuwait,2004,Count,285
Asia,Western Asia,Israel,2004,Count,397
Asia,Western Asia,Cyprus,2004,Count,15
Asia,Western Asia,Bahrain,2004,Count,18
Asia,Western Asia,Azerbaijan,2004,Count,23
Asia,Western Asia,Armenia,2004,Count,23
Asia,Western Asia,Yemen,2005,Rate,0.507275424
Asia,Western Asia,United Arab Emirates,2005,Rate,18.787233922
Asia,Western Asia,Turkey,2005,Rate,12.866796478
Asia,Western Asia,Syrian Arab Republic,2005,Rate,0.228743469
Asia,Western Asia,State of Palestine,2005,Rate,5.645681501
Asia,Western Asia,Kuwait,2005,Rate,12.333736823
Asia,Western Asia,Jordan,2005,Rate,0.485635677
Asia,Western Asia,Israel,2005,Rate,6.401744705
Asia,Western Asia,Georgia,2005,Rate,2.090182839
Asia,Western Asia,Cyprus,2005,Rate,1.556939718
Asia,Western Asia,Bahrain,2005,Rate,1.349592929
Asia,Western Asia,Azerbaijan,2005,Rate,0.339633734
Asia,Western Asia,Armenia,2005,Rate,0.737942522
Asia,Western Asia,Yemen,2005,Count,102
Asia,Western Asia,United Arab Emirates,2005,Count,862
Asia,Western Asia,Turkey,2005,Count,8737
Asia,Western Asia,Syrian Arab Republic,2005,Count,42
Asia,Western Asia,State of Palestine,2005,Count,202
Asia,Western Asia,Kuwait,2005,Count,280
Asia,Western Asia,Jordan,2005,Count,28
Asia,Western Asia,Israel,2005,Count,418
Asia,Western Asia,Georgia,2005,Count,88
Asia,Western Asia,Cyprus,2005,Count,16
Asia,Western Asia,Bahrain,2005,Count,12
Asia,Western Asia,Azerbaijan,2005,Count,29
Asia,Western Asia,Armenia,2005,Count,22
Asia,Western Asia,Yemen,2006,Rate,0.130512649
Asia,Western Asia,United Arab Emirates,2006,Rate,18.320160176
Asia,Western Asia,Turkey,2006,Rate,15.298848216
Asia,Western Asia,Syrian Arab Republic,2006,Rate,0.283326845
Asia,Western Asia,Kuwait,2006,Rate,11.711866185
Asia,Western Asia,Jordan,2006,Rate,0.567466132
Asia,Western Asia,Israel,2006,Rate,5.732982808
Asia,Western Asia,Georgia,2006,Rate,0.811509690
Asia,Western Asia,Cyprus,2006,Rate,1.434709251
Asia,Western Asia,Bahrain,2006,Rate,2.191099337
Asia,Western Asia,Azerbaijan,2006,Rate,0.243332882
Asia,Western Asia,Armenia,2006,Rate,0.878882845
Asia,Western Asia,Yemen,2006,Count,27
Asia,Western Asia,United Arab Emirates,2006,Count,971
Asia,Western Asia,Turkey,2006,Count,10519
Asia,Western Asia,Syrian Arab Republic,2006,Count,54
Asia,Western Asia,Kuwait,2006,Count,278
Asia,Western Asia,Jordan,2006,Count,34
Asia,Western Asia,Israel,2006,Count,383
Asia,Western Asia,Georgia,2006,Count,34
Asia,Western Asia,Cyprus,2006,Count,15
Asia,Western Asia,Bahrain,2006,Count,21
Asia,Western Asia,Azerbaijan,2006,Count,21
Asia,Western Asia,Armenia,2006,Count,26
Asia,Western Asia,Yemen,2007,Rate,0.122166042
Asia,Western Asia,Turkey,2007,Rate,13.588313619
Asia,Western Asia,Syrian Arab Republic,2007,Rate,0.075459321
Asia,Western Asia,Oman,2007,Rate,0.489243787
Asia,Western Asia,Kuwait,2007,Rate,13.138841210
Asia,Western Asia,Israel,2007,Rate,4.921757205
Asia,Western Asia,Georgia,2007,Rate,0.263987751
Asia,Western Asia,Cyprus,2007,Rate,0.940107624
Asia,Western Asia,Bahrain,2007,Rate,0
Asia,Western Asia,Azerbaijan,2007,Rate,0.217784088
Asia,Western Asia,Armenia,2007,Rate,0.886580748
Asia,Western Asia,Yemen,2007,Count,26
Asia,Western Asia,Turkey,2007,Count,9455
Asia,Western Asia,Syrian Arab Republic,2007,Count,15
Asia,Western Asia,Oman,2007,Count,13
Asia,Western Asia,Kuwait,2007,Count,329
Asia,Western Asia,Israel,2007,Count,337
Asia,Western Asia,Georgia,2007,Count,11
Asia,Western Asia,Cyprus,2007,Count,10
Asia,Western Asia,Bahrain,2007,Count,0
Asia,Western Asia,Azerbaijan,2007,Count,19
Asia,Western Asia,Armenia,2007,Count,26
Asia,Western Asia,Yemen,2008,Rate,0.219256674
Asia,Western Asia,Turkey,2008,Rate,15.285731996
Asia,Western Asia,Syrian Arab Republic,2008,Rate,0.116143794
Asia,Western Asia,State of Palestine,2008,Rate,2.152103409
Asia,Western Asia,Oman,2008,Rate,0.327158995
Asia,Western Asia,Lebanon,2008,Rate,18.867746333
Asia,Western Asia,Kuwait,2008,Rate,12.311700634
Asia,Western Asia,Israel,2008,Rate,4.842730890
Asia,Western Asia,Iraq (Central Iraq),2008,Rate,5.768565642
Asia,Western Asia,Georgia,2008,Rate,0.120695748
Asia,Western Asia,Cyprus,2008,Rate,1.109500281
Asia,Western Asia,Azerbaijan,2008,Rate,0.226709329
Asia,Western Asia,Armenia,2008,Rate,0.928596117
Asia,Western Asia,Yemen,2008,Count,48
Asia,Western Asia,Turkey,2008,Count,10764
Asia,Western Asia,Syrian Arab Republic,2008,Count,24
Asia,Western Asia,State of Palestine,2008,Count,83
Asia,Western Asia,Oman,2008,Count,9
Asia,Western Asia,Lebanon,2008,Count,899
Asia,Western Asia,Kuwait,2008,Count,327
Asia,Western Asia,Israel,2008,Count,340
Asia,Western Asia,Iraq (Central Iraq),2008,Count,1433
Asia,Western Asia,Georgia,2008,Count,5
Asia,Western Asia,Cyprus,2008,Count,12
Asia,Western Asia,Azerbaijan,2008,Count,20
Asia,Western Asia,Armenia,2008,Count,27
Asia,Western Asia,Yemen,2009,Rate,0.182089014
Asia,Western Asia,Turkey,2009,Rate,17.806714702
Asia,Western Asia,State of Palestine,2009,Rate,0.581147964
Asia,Western Asia,Lebanon,2009,Rate,11.905192284
Asia,Western Asia,Kuwait,2009,Rate,12.690350831
Asia,Western Asia,Iraq (Central Iraq),2009,Rate,6.490606709
Asia,Western Asia,Georgia,2009,Rate,0.218473646
Asia,Western Asia,Cyprus,2009,Rate,2.367749791
Asia,Western Asia,Azerbaijan,2009,Rate,0.100847308
Asia,Western Asia,Armenia,2009,Rate,1.177247001
Asia,Western Asia,Yemen,2009,Count,41
Asia,Western Asia,Turkey,2009,Count,12700
Asia,Western Asia,State of Palestine,2009,Count,23
Asia,Western Asia,Lebanon,2009,Count,573
Asia,Western Asia,Kuwait,2009,Count,358
Asia,Western Asia,Iraq (Central Iraq),2009,Count,1657
Asia,Western Asia,Georgia,2009,Count,9
Asia,Western Asia,Cyprus,2009,Count,26
Asia,Western Asia,Azerbaijan,2009,Count,9
Asia,Western Asia,Armenia,2009,Count,34
Asia,Western Asia,Turkey,2010,Rate,18.784135770
Asia,Western Asia,State of Palestine,2010,Rate,0.517798459
Asia,Western Asia,Lebanon,2010,Rate,11.285943408
Asia,Western Asia,Israel,2010,Rate,3.634410435
Asia,Western Asia,Iraq (Central Iraq),2010,Rate,5.282630997
Asia,Western Asia,Georgia,2010,Rate,0.097582491
Asia,Western Asia,Cyprus,2010,Rate,2.426711078
Asia,Western Asia,Azerbaijan,2010,Rate,0.033213525
Asia,Western Asia,Armenia,2010,Rate,1.355430794
Asia,Western Asia,Turkey,2010,Count,13586
Asia,Western Asia,State of Palestine,2010,Count,21
Asia,Western Asia,Lebanon,2010,Count,559
Asia,Western Asia,Israel,2010,Count,267
Asia,Western Asia,Iraq (Central Iraq),2010,Count,1389
Asia,Western Asia,Georgia,2010,Count,4
Asia,Western Asia,Cyprus,2010,Count,27
