Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
03/14/2023,Total establecimientos,CDT,107,A 90 días,13.0500997672904,232439.2804
03/14/2023,Total establecimientos,CDT,111,A 180 días,13.8031168145769,204432.03014
03/14/2023,Total establecimientos,CDT,113,A 360 días,14.0697857818678,232377.02684
03/15/2023,Total establecimientos,CDT,107,A 90 días,13.0429047408429,248231.73401
03/15/2023,Total establecimientos,CDT,111,A 180 días,14.0272433850626,174386.41063
03/15/2023,Total establecimientos,CDT,113,A 360 días,14.4384443568376,106061.28862
03/16/2023,Total establecimientos,CDT,107,A 90 días,13.1213316513405,206528.30952
03/16/2023,Total establecimientos,CDT,111,A 180 días,14.0957333298346,142993.03857
03/16/2023,Total establecimientos,CDT,113,A 360 días,13.8739364039074,160635.84944
03/17/2023,Total establecimientos,CDT,107,A 90 días,13.2376710205893,169215.99139
03/17/2023,Total establecimientos,CDT,111,A 180 días,13.9195861237018,114461.60915
03/17/2023,Total establecimientos,CDT,113,A 360 días,14.1200855236981,96378.53546
03/21/2023,Total establecimientos,CDT,107,A 90 días,13.007665955724,490229.09019
03/21/2023,Total establecimientos,CDT,111,A 180 días,13.6762172797746,325628.4153
03/21/2023,Total establecimientos,CDT,113,A 360 días,13.9203807883216,223433.35475
03/22/2023,Total establecimientos,CDT,107,A 90 días,12.8755847018309,269451.88642
03/22/2023,Total establecimientos,CDT,111,A 180 días,13.6685808970409,206220.14698
03/22/2023,Total establecimientos,CDT,113,A 360 días,14.1600712785255,179244.05089
03/23/2023,Total establecimientos,CDT,107,A 90 días,12.9488544992992,254312.08657
03/23/2023,Total establecimientos,CDT,111,A 180 días,13.6411629175194,164433.99495
03/23/2023,Total establecimientos,CDT,113,A 360 días,14.0768807211667,62124.5221
03/24/2023,Total establecimientos,CDT,107,A 90 días,12.5857561918253,140681.8141
03/24/2023,Total establecimientos,CDT,111,A 180 días,13.609674259433,108680.43069
03/24/2023,Total establecimientos,CDT,113,A 360 días,14.1113569353679,106953.62441
03/27/2023,Total establecimientos,CDT,107,A 90 días,12.5482981802541,353303.44624
03/27/2023,Total establecimientos,CDT,111,A 180 días,13.5052363475162,394762.34722
03/27/2023,Total establecimientos,CDT,113,A 360 días,13.8590556989801,158591.32003
03/28/2023,Total establecimientos,CDT,107,A 90 días,12.3715093780366,321999.73363
03/28/2023,Total establecimientos,CDT,111,A 180 días,13.5799895670225,205846.51265
03/28/2023,Total establecimientos,CDT,113,A 360 días,14.0335894486331,112851.44645
03/29/2023,Total establecimientos,CDT,107,A 90 días,12.9761070723744,383290.13373
03/29/2023,Total establecimientos,CDT,111,A 180 días,13.5193908118321,205909.70935
03/29/2023,Total establecimientos,CDT,113,A 360 días,13.8228543884609,69541.06112
03/30/2023,Total establecimientos,CDT,107,A 90 días,13.0380981884611,274798.92322
03/30/2023,Total establecimientos,CDT,111,A 180 días,13.3895321452189,141991.62528
03/30/2023,Total establecimientos,CDT,113,A 360 días,14.0130784388341,121096.72338
03/31/2023,Total establecimientos,CDT,107,A 90 días,12.8030371182527,154177.91227
03/31/2023,Total establecimientos,CDT,111,A 180 días,13.4416682773248,94544.9723
03/31/2023,Total establecimientos,CDT,113,A 360 días,13.6355737514311,68396.87153
04/03/2023,Total establecimientos,CDT,107,A 90 días,12.1384451958982,308343.8666
04/03/2023,Total establecimientos,CDT,111,A 180 días,13.020298534309,290824.70936
04/03/2023,Total establecimientos,CDT,113,A 360 días,13.3705781828404,163966.71021
04/04/2023,Total establecimientos,CDT,107,A 90 días,12.1151819718606,192939.79158
04/04/2023,Total establecimientos,CDT,111,A 180 días,13.0947282093018,194715.38735
04/04/2023,Total establecimientos,CDT,113,A 360 días,13.6067689261629,111932.38622
04/05/2023,Total establecimientos,CDT,107,A 90 días,12.6314775324714,464865.64924
04/05/2023,Total establecimientos,CDT,111,A 180 días,13.3844610357001,261417.68255
04/05/2023,Total establecimientos,CDT,113,A 360 días,13.9337833767876,104305.43327
04/10/2023,Total establecimientos,CDT,107,A 90 días,12.2460781431454,559983.07694
04/10/2023,Total establecimientos,CDT,111,A 180 días,12.8162349795273,388516.42682
04/10/2023,Total establecimientos,CDT,113,A 360 días,13.1553444918365,601810.70971
04/11/2023,Total establecimientos,CDT,107,A 90 días,12.2706531396046,304463.71523
04/11/2023,Total establecimientos,CDT,111,A 180 días,12.8018391502543,197113.28266
04/11/2023,Total establecimientos,CDT,113,A 360 días,13.8585286361511,104902.39524
04/12/2023,Total establecimientos,CDT,107,A 90 días,12.4336509932161,280989.08139
04/12/2023,Total establecimientos,CDT,111,A 180 días,13.1633197167035,321879.95872
04/12/2023,Total establecimientos,CDT,113,A 360 días,13.2965123236152,77183.29253
04/13/2023,Total establecimientos,CDT,107,A 90 días,12.51642997203,245790.40635
04/13/2023,Total establecimientos,CDT,111,A 180 días,13.088999362023,211251.78591
04/13/2023,Total establecimientos,CDT,113,A 360 días,13.6596502393331,106414.28046
04/14/2023,Total establecimientos,CDT,107,A 90 días,12.3748806228805,210577.03461
04/14/2023,Total establecimientos,CDT,111,A 180 días,13.2551221586498,195919.72231
04/14/2023,Total establecimientos,CDT,113,A 360 días,13.7216623466399,74143.52856
04/17/2023,Total establecimientos,CDT,107,A 90 días,11.9143554046219,323004.64724
04/17/2023,Total establecimientos,CDT,111,A 180 días,12.6204029121517,227507.64057
04/17/2023,Total establecimientos,CDT,113,A 360 días,13.8034268616648,122484.87744
04/18/2023,Total establecimientos,CDT,107,A 90 días,12.5358856727638,323487.81392
04/18/2023,Total establecimientos,CDT,111,A 180 días,12.893338166915,160672.47107
04/18/2023,Total establecimientos,CDT,113,A 360 días,13.8852469999049,241560.24033
04/19/2023,Total establecimientos,CDT,107,A 90 días,12.5823571267633,292270.00986
04/19/2023,Total establecimientos,CDT,111,A 180 días,12.9641914032655,186566.90895
04/19/2023,Total establecimientos,CDT,113,A 360 días,13.7633635086252,82810.94233
04/20/2023,Total establecimientos,CDT,107,A 90 días,12.3336846464698,212736.79603
04/20/2023,Total establecimientos,CDT,111,A 180 días,13.2574072658984,256076.89709
04/20/2023,Total establecimientos,CDT,113,A 360 días,13.6003802464613,87680.64867
04/21/2023,Total establecimientos,CDT,107,A 90 días,12.1308537874934,172077.79555
04/21/2023,Total establecimientos,CDT,111,A 180 días,12.7726156528821,136290.28334
04/21/2023,Total establecimientos,CDT,113,A 360 días,13.434363314073,76299.6673
04/24/2023,Total establecimientos,CDT,107,A 90 días,12.4191921323785,429193.45038
04/24/2023,Total establecimientos,CDT,111,A 180 días,12.9024485186785,236953.84613
04/24/2023,Total establecimientos,CDT,113,A 360 días,13.5335642856344,115570.40693
04/25/2023,Total establecimientos,CDT,107,A 90 días,13.3985024505882,544913.67059
04/25/2023,Total establecimientos,CDT,111,A 180 días,13.3096099564775,278782.62622
04/25/2023,Total establecimientos,CDT,113,A 360 días,13.9606617989244,192751.84189
04/26/2023,Total establecimientos,CDT,107,A 90 días,13.2205714049487,474837.93385
04/26/2023,Total establecimientos,CDT,111,A 180 días,13.371265225197,296153.84132
04/26/2023,Total establecimientos,CDT,113,A 360 días,13.5974315753308,83530.44007
04/27/2023,Total establecimientos,CDT,107,A 90 días,12.6044798486018,310534.4095
04/27/2023,Total establecimientos,CDT,111,A 180 días,13.3440850808495,288506.77412
04/27/2023,Total establecimientos,CDT,113,A 360 días,13.4090901064658,69476.53938
04/28/2023,Total establecimientos,CDT,107,A 90 días,12.3440398392427,215989.19551
04/28/2023,Total establecimientos,CDT,111,A 180 días,12.9384719732522,171513.86539
04/28/2023,Total establecimientos,CDT,113,A 360 días,13.4238843995808,84543.35314
05/02/2023,Total establecimientos,CDT,107,A 90 días,12.3510254539362,661243.45545
05/02/2023,Total establecimientos,CDT,111,A 180 días,12.870698727829,381746.30243
05/02/2023,Total establecimientos,CDT,113,A 360 días,13.7609395025253,174564.84342
05/03/2023,Total establecimientos,CDT,107,A 90 días,12.5327293750814,310200.75837
05/03/2023,Total establecimientos,CDT,111,A 180 días,12.9960112792827,229905.66698
05/03/2023,Total establecimientos,CDT,113,A 360 días,13.9235947761009,112319.34572
05/04/2023,Total establecimientos,CDT,107,A 90 días,12.4676522573586,264267.88496
05/04/2023,Total establecimientos,CDT,111,A 180 días,12.6975412591622,172196.60492
05/04/2023,Total establecimientos,CDT,113,A 360 días,13.4727834379008,71483.57566
05/05/2023,Total establecimientos,CDT,107,A 90 días,12.0940555280445,161943.95367
05/05/2023,Total establecimientos,CDT,111,A 180 días,12.7904791652262,152626.93219
05/05/2023,Total establecimientos,CDT,113,A 360 días,13.8056753892118,103896.04905
05/08/2023,Total establecimientos,CDT,107,A 90 días,12.6545142301918,527693.18047
05/08/2023,Total establecimientos,CDT,111,A 180 días,13.2959684077347,400987.78756
05/08/2023,Total establecimientos,CDT,113,A 360 días,13.9027840012451,249595.51829
05/09/2023,Total establecimientos,CDT,107,A 90 días,12.5670366428963,266243.07072
05/09/2023,Total establecimientos,CDT,111,A 180 días,12.9005685227829,203754.2704
05/09/2023,Total establecimientos,CDT,113,A 360 días,13.6185226887405,74749.01789
05/10/2023,Total establecimientos,CDT,107,A 90 días,13.0183661183914,402465.78225
05/10/2023,Total establecimientos,CDT,111,A 180 días,13.0305727851965,195379.87745
05/10/2023,Total establecimientos,CDT,113,A 360 días,13.9070131467944,131934.09514
05/11/2023,Total establecimientos,CDT,107,A 90 días,12.4548901693063,207569.54709
05/11/2023,Total establecimientos,CDT,111,A 180 días,13.2924082236795,215205.91299
05/11/2023,Total establecimientos,CDT,113,A 360 días,13.5055155746012,66386.94078
05/12/2023,Total establecimientos,CDT,107,A 90 días,12.2702994429789,130173.44732
05/12/2023,Total establecimientos,CDT,111,A 180 días,13.0728356738533,151382.14066
05/12/2023,Total establecimientos,CDT,113,A 360 días,13.8197861222419,76314.45401
05/15/2023,Total establecimientos,CDT,107,A 90 días,12.1160418650883,344293.29271
05/15/2023,Total establecimientos,CDT,111,A 180 días,12.5665935311814,212304.75027
05/15/2023,Total establecimientos,CDT,113,A 360 días,13.6596166042435,124893.37682
05/16/2023,Total establecimientos,CDT,107,A 90 días,12.5701110151474,258090.94724
05/16/2023,Total establecimientos,CDT,111,A 180 días,13.0251064186883,196608.53081
05/16/2023,Total establecimientos,CDT,113,A 360 días,14.1311627098505,228086.95289
05/17/2023,Total establecimientos,CDT,107,A 90 días,12.4590581920653,208768.62141
05/17/2023,Total establecimientos,CDT,111,A 180 días,13.2618771738708,200678.9578
05/17/2023,Total establecimientos,CDT,113,A 360 días,14.4762064358122,220731.13172
05/18/2023,Total establecimientos,CDT,107,A 90 días,12.3707807275431,164873.6574
05/18/2023,Total establecimientos,CDT,111,A 180 días,13.8006102392259,241630.90405
05/18/2023,Total establecimientos,CDT,113,A 360 días,14.0706734508153,142069.57949
05/19/2023,Total establecimientos,CDT,107,A 90 días,12.399276093096,135558.723
05/19/2023,Total establecimientos,CDT,111,A 180 días,12.938714860321,124461.88843
05/19/2023,Total establecimientos,CDT,113,A 360 días,13.6559074763734,65926.35889
05/23/2023,Total establecimientos,CDT,107,A 90 días,12.7355231676832,623891.2305
05/23/2023,Total establecimientos,CDT,111,A 180 días,12.9696497560046,361541.46535
05/23/2023,Total establecimientos,CDT,113,A 360 días,13.9538232049401,197745.19958
05/24/2023,Total establecimientos,CDT,107,A 90 días,12.6872629253367,293928.3052
05/24/2023,Total establecimientos,CDT,111,A 180 días,13.0553110665394,226523.87065
05/24/2023,Total establecimientos,CDT,113,A 360 días,14.1418625692348,226749.43249
05/25/2023,Total establecimientos,CDT,107,A 90 días,12.4882494047222,188324.94279
05/25/2023,Total establecimientos,CDT,111,A 180 días,12.913197161202,154782.88444
05/25/2023,Total establecimientos,CDT,113,A 360 días,14.4475436655806,231231.34729
05/26/2023,Total establecimientos,CDT,107,A 90 días,12.2267220918782,118235.72082
05/26/2023,Total establecimientos,CDT,111,A 180 días,13.0645676877936,143737.39565
05/26/2023,Total establecimientos,CDT,113,A 360 días,13.8478817819399,56813.47761
05/29/2023,Total establecimientos,CDT,107,A 90 días,12.846048246342,473287.43926
05/29/2023,Total establecimientos,CDT,111,A 180 días,13.2444655133202,319549.50554
05/29/2023,Total establecimientos,CDT,113,A 360 días,14.1250038978315,269629.88407
05/30/2023,Total establecimientos,CDT,107,A 90 días,12.7533955925702,199213.00329
05/30/2023,Total establecimientos,CDT,111,A 180 días,13.130100023921,199078.38199
05/30/2023,Total establecimientos,CDT,113,A 360 días,14.4026479986259,272159.02763
05/31/2023,Total establecimientos,CDT,107,A 90 días,12.8348657338542,235934.2034
05/31/2023,Total establecimientos,CDT,111,A 180 días,12.8506155820252,134950.59464
05/31/2023,Total establecimientos,CDT,113,A 360 días,13.6289382470316,76066.61401
06/01/2023,Total establecimientos,CDT,107,A 90 días,12.8843895030989,269170.35826
06/01/2023,Total establecimientos,CDT,111,A 180 días,13.280553864182,219725.58073
06/01/2023,Total establecimientos,CDT,113,A 360 días,13.9959281515938,100883.61194
06/02/2023,Total establecimientos,CDT,107,A 90 días,12.6154206900406,204399.21947
06/02/2023,Total establecimientos,CDT,111,A 180 días,12.9678151063529,160498.72278
06/02/2023,Total establecimientos,CDT,113,A 360 días,14.1479706447262,160978.66744
06/05/2023,Total establecimientos,CDT,107,A 90 días,12.8313024033481,269417.11524
06/05/2023,Total establecimientos,CDT,111,A 180 días,13.3893808262232,282670.42618
06/05/2023,Total establecimientos,CDT,113,A 360 días,14.113440989159,176929.20483
06/06/2023,Total establecimientos,CDT,107,A 90 días,12.8404131630465,259135.07068
06/06/2023,Total establecimientos,CDT,111,A 180 días,13.3476324518825,234063.3558
06/06/2023,Total establecimientos,CDT,113,A 360 días,14.2477491338339,179695.40134
06/07/2023,Total establecimientos,CDT,107,A 90 días,13.2129583676797,311689.71874
06/07/2023,Total establecimientos,CDT,111,A 180 días,13.5161829016718,243747.19845
06/07/2023,Total establecimientos,CDT,113,A 360 días,14.2290149053725,155758.25651
06/08/2023,Total establecimientos,CDT,107,A 90 días,13.4912493039601,225706.33497
06/08/2023,Total establecimientos,CDT,111,A 180 días,13.513250742924,138947.11019
06/08/2023,Total establecimientos,CDT,113,A 360 días,14.6813336674173,336131.55087
06/09/2023,Total establecimientos,CDT,107,A 90 días,13.1564581651143,226696.85457
06/09/2023,Total establecimientos,CDT,111,A 180 días,13.3288429547633,171139.4213
06/09/2023,Total establecimientos,CDT,113,A 360 días,14.2065554819821,148199.69892
06/13/2023,Total establecimientos,CDT,107,A 90 días,12.9753939367383,470091.1946
06/13/2023,Total establecimientos,CDT,111,A 180 días,13.339640275141,381046.11386
06/13/2023,Total establecimientos,CDT,113,A 360 días,14.182185477024,374163.92902
06/14/2023,Total establecimientos,CDT,107,A 90 días,12.9600811490429,272416.70669
06/14/2023,Total establecimientos,CDT,111,A 180 días,13.3488764446459,251918.73585
06/14/2023,Total establecimientos,CDT,113,A 360 días,13.9512502871752,144288.41043
06/15/2023,Total establecimientos,CDT,107,A 90 días,13.1536630991026,279752.03666
06/15/2023,Total establecimientos,CDT,111,A 180 días,13.5597351900593,231622.34339
06/15/2023,Total establecimientos,CDT,113,A 360 días,14.1399332776944,116054.89096
06/16/2023,Total establecimientos,CDT,107,A 90 días,13.3178186739574,298998.42746
06/16/2023,Total establecimientos,CDT,111,A 180 días,13.3501935832479,224023.75495
06/16/2023,Total establecimientos,CDT,113,A 360 días,13.8501564334604,83366.14832
06/20/2023,Total establecimientos,CDT,107,A 90 días,12.853717735873,339792.60385
06/20/2023,Total establecimientos,CDT,111,A 180 días,13.3975403305174,410420.45748
06/20/2023,Total establecimientos,CDT,113,A 360 días,14.2400717747561,280828.95296
06/21/2023,Total establecimientos,CDT,107,A 90 días,12.9760580907182,284202.02102
06/21/2023,Total establecimientos,CDT,111,A 180 días,13.4580594627109,261666.67074
