Fecha (dd/mm/aaaa) ,Clasificación de la Entidad,Clase de Cuenta,Orden,Cuenta,Tasa (%),Monto (COP)
11/19/2014,Total establecimientos,CDT,111,A 180 días,4.48293805240015,52161.69097
11/19/2014,Total establecimientos,CDT,113,A 360 días,4.86108439946434,22724.75305
11/20/2014,Total establecimientos,CDT,107,A 90 días,4.24210093758503,146031.33641
11/20/2014,Total establecimientos,CDT,111,A 180 días,4.53120510288793,68175.52979
11/20/2014,Total establecimientos,CDT,113,A 360 días,4.99909202854876,41487.47152
11/21/2014,Total establecimientos,CDT,107,A 90 días,4.49840567406803,208659.98054
11/21/2014,Total establecimientos,CDT,111,A 180 días,4.46647752750893,48481.24719
11/21/2014,Total establecimientos,CDT,113,A 360 días,4.54078561717198,8119.58583
11/24/2014,Total establecimientos,CDT,107,A 90 días,4.25467694776802,195837.70359
11/24/2014,Total establecimientos,CDT,111,A 180 días,4.16931266297639,56858.67692
11/24/2014,Total establecimientos,CDT,113,A 360 días,4.89036524293413,17683.56401
11/25/2014,Total establecimientos,CDT,107,A 90 días,4.41058779867636,212415.36353
11/25/2014,Total establecimientos,CDT,111,A 180 días,4.44963543576192,48996.74053
11/25/2014,Total establecimientos,CDT,113,A 360 días,4.73614977204017,10032.91175
11/26/2014,Total establecimientos,CDT,107,A 90 días,4.44948133430477,261426.42157
11/26/2014,Total establecimientos,CDT,111,A 180 días,4.60599683452938,92906.01454
11/26/2014,Total establecimientos,CDT,113,A 360 días,4.94599713832901,13960.18266
11/27/2014,Total establecimientos,CDT,107,A 90 días,4.45323183566354,190889.30482
11/27/2014,Total establecimientos,CDT,111,A 180 días,4.8041132356325,171034.06319
11/27/2014,Total establecimientos,CDT,113,A 360 días,5.08303063103261,57507.60136
11/28/2014,Total establecimientos,CDT,107,A 90 días,4.31218135119186,160901.9884
11/28/2014,Total establecimientos,CDT,111,A 180 días,4.58237774281818,98576.4918
11/28/2014,Total establecimientos,CDT,113,A 360 días,4.61011570862591,12890.21982
12/01/2014,Total establecimientos,CDT,107,A 90 días,4.24315641824538,173037.77373
12/01/2014,Total establecimientos,CDT,111,A 180 días,4.65651952571337,131241.5441
12/01/2014,Total establecimientos,CDT,113,A 360 días,4.67589352788131,13796.13794
12/02/2014,Total establecimientos,CDT,107,A 90 días,4.32452432474984,115466.9753
12/02/2014,Total establecimientos,CDT,111,A 180 días,4.41304472114097,46035.01561
12/02/2014,Total establecimientos,CDT,113,A 360 días,5.03155993618475,15847.48746
12/03/2014,Total establecimientos,CDT,107,A 90 días,4.4318765000789,242551.90001
12/03/2014,Total establecimientos,CDT,111,A 180 días,4.57073684816954,105303.77008
12/03/2014,Total establecimientos,CDT,113,A 360 días,4.5267353679007,12617.0393
12/04/2014,Total establecimientos,CDT,107,A 90 días,4.21412175693671,133292.13287
12/04/2014,Total establecimientos,CDT,111,A 180 días,4.70121530275193,92900.90024
12/04/2014,Total establecimientos,CDT,113,A 360 días,5.0391010616722,55259.69207
12/05/2014,Total establecimientos,CDT,107,A 90 días,4.35763014651041,172052.14071
12/05/2014,Total establecimientos,CDT,111,A 180 días,4.57464233366955,88397.3194
12/05/2014,Total establecimientos,CDT,113,A 360 días,4.83778386036795,9938.9197
12/09/2014,Total establecimientos,CDT,107,A 90 días,4.30468802105225,308714.89215
12/09/2014,Total establecimientos,CDT,111,A 180 días,4.51984389602923,135183.92884
12/09/2014,Total establecimientos,CDT,113,A 360 días,4.78016525766843,22880.09068
12/10/2014,Total establecimientos,CDT,107,A 90 días,4.10542436079188,119197.86197
12/10/2014,Total establecimientos,CDT,111,A 180 días,4.61268948907028,104424.30023
12/10/2014,Total establecimientos,CDT,113,A 360 días,5.04583904295853,20191.71573
12/11/2014,Total establecimientos,CDT,107,A 90 días,4.36774286589997,225351.6722
12/11/2014,Total establecimientos,CDT,111,A 180 días,4.5956434663769,129859.02302
12/11/2014,Total establecimientos,CDT,113,A 360 días,4.9008135399569,16347.59128
12/12/2014,Total establecimientos,CDT,107,A 90 días,4.40991091879687,221558.88077
12/12/2014,Total establecimientos,CDT,111,A 180 días,4.34103038592685,74978.37577
12/12/2014,Total establecimientos,CDT,113,A 360 días,4.67969094955318,11593.31944
12/15/2014,Total establecimientos,CDT,107,A 90 días,4.18820759928275,202724.41176
12/15/2014,Total establecimientos,CDT,111,A 180 días,4.32227306600506,86421.17957
12/15/2014,Total establecimientos,CDT,113,A 360 días,5.1056140585016,22220.45611
12/16/2014,Total establecimientos,CDT,107,A 90 días,4.44388154853408,179533.70112
12/16/2014,Total establecimientos,CDT,111,A 180 días,4.76819056262696,113854.80878
12/16/2014,Total establecimientos,CDT,113,A 360 días,5.02350478123301,21542.93283
12/17/2014,Total establecimientos,CDT,107,A 90 días,4.43173807106072,277685.39475
12/17/2014,Total establecimientos,CDT,111,A 180 días,4.50949903524724,84073.95693
12/17/2014,Total establecimientos,CDT,113,A 360 días,4.91882307516462,16973.03691
12/18/2014,Total establecimientos,CDT,107,A 90 días,4.47736931108247,279522.44982
12/18/2014,Total establecimientos,CDT,111,A 180 días,4.68176247124524,75426.98752
12/18/2014,Total establecimientos,CDT,113,A 360 días,5.39394479028999,42649.44145
12/19/2014,Total establecimientos,CDT,107,A 90 días,4.35205854147748,171681.71544
12/19/2014,Total establecimientos,CDT,111,A 180 días,4.61244795468007,107163.88023
12/19/2014,Total establecimientos,CDT,113,A 360 días,4.58826679765275,9907.59596
12/22/2014,Total establecimientos,CDT,107,A 90 días,4.22309747440212,209974.79205
12/22/2014,Total establecimientos,CDT,111,A 180 días,4.45880705645159,113788.0166
12/22/2014,Total establecimientos,CDT,113,A 360 días,4.91035380287132,21366.05869
12/23/2014,Total establecimientos,CDT,107,A 90 días,4.26849368751643,117862.919
12/23/2014,Total establecimientos,CDT,111,A 180 días,4.44148620601324,43024.44683
12/23/2014,Total establecimientos,CDT,113,A 360 días,4.84452590451407,15123.19616
12/24/2014,Total establecimientos,CDT,107,A 90 días,4.48385569748532,215903.15374
12/24/2014,Total establecimientos,CDT,111,A 180 días,4.52758952607718,64078.93988
12/24/2014,Total establecimientos,CDT,113,A 360 días,4.34325550143192,12223.63604
12/26/2014,Total establecimientos,CDT,107,A 90 días,4.3169253211134,253266.43667
12/26/2014,Total establecimientos,CDT,111,A 180 días,4.46270633177112,96996.80451
12/26/2014,Total establecimientos,CDT,113,A 360 días,4.71708522961733,17192.48113
12/29/2014,Total establecimientos,CDT,107,A 90 días,4.35258657253316,287442.69036
12/29/2014,Total establecimientos,CDT,111,A 180 días,4.24289092040356,85475.64469
12/29/2014,Total establecimientos,CDT,113,A 360 días,4.99601607742863,27954.59367
12/30/2014,Total establecimientos,CDT,107,A 90 días,4.32375001578997,192927.75173
12/30/2014,Total establecimientos,CDT,111,A 180 días,4.39673192706947,60985.71862
12/30/2014,Total establecimientos,CDT,113,A 360 días,5.43190492159615,23534.16716
12/31/2014,Total establecimientos,CDT,107,A 90 días,3.90511450918366,25833.55481
12/31/2014,Total establecimientos,CDT,111,A 180 días,4.03468469993391,8099.02684
12/31/2014,Total establecimientos,CDT,113,A 360 días,4.2584702606015,1762.17652
01/02/2015,Total establecimientos,CDT,107,A 90 días,4.44308193075512,352662.64476
01/02/2015,Total establecimientos,CDT,111,A 180 días,4.49406621223013,106687.45787
01/02/2015,Total establecimientos,CDT,113,A 360 días,4.50822962948555,17482.40915
01/05/2015,Total establecimientos,CDT,107,A 90 días,4.47913285448445,348141.51818
01/05/2015,Total establecimientos,CDT,111,A 180 días,4.32814773121952,100181.31956
01/05/2015,Total establecimientos,CDT,113,A 360 días,4.6610201422235,16610.45869
01/06/2015,Total establecimientos,CDT,107,A 90 días,4.44388031444453,218596.20666
01/06/2015,Total establecimientos,CDT,111,A 180 días,4.71633530064341,92384.08339
01/06/2015,Total establecimientos,CDT,113,A 360 días,4.83726831916994,13413.9979
01/07/2015,Total establecimientos,CDT,107,A 90 días,4.28191993752228,231042.90162
01/07/2015,Total establecimientos,CDT,111,A 180 días,4.63780328031004,134032.35236
01/07/2015,Total establecimientos,CDT,113,A 360 días,4.59482046062925,16144.54618
01/08/2015,Total establecimientos,CDT,107,A 90 días,4.38739283640119,153610.37991
01/08/2015,Total establecimientos,CDT,111,A 180 días,4.42428988292625,83620.15966
01/08/2015,Total establecimientos,CDT,113,A 360 días,4.97014641478345,35068.78651
01/09/2015,Total establecimientos,CDT,107,A 90 días,4.37068619510945,175952.1634
01/09/2015,Total establecimientos,CDT,111,A 180 días,4.74635753096777,85745.63236
01/09/2015,Total establecimientos,CDT,113,A 360 días,4.99245717715788,13427.85575
01/13/2015,Total establecimientos,CDT,107,A 90 días,4.53492139547641,544850.15691
01/13/2015,Total establecimientos,CDT,111,A 180 días,4.42345732720257,118653.60998
01/13/2015,Total establecimientos,CDT,113,A 360 días,5.14098102899031,108884.3206
01/14/2015,Total establecimientos,CDT,107,A 90 días,4.41182095275617,205231.11768
01/14/2015,Total establecimientos,CDT,111,A 180 días,4.74137477124069,100032.19882
01/14/2015,Total establecimientos,CDT,113,A 360 días,5.04833815133738,36356.89088
01/15/2015,Total establecimientos,CDT,107,A 90 días,4.55041439299817,326039.49075
01/15/2015,Total establecimientos,CDT,111,A 180 días,4.75172222048258,189581.06347
01/15/2015,Total establecimientos,CDT,113,A 360 días,4.86760276227614,22350.89426
01/16/2015,Total establecimientos,CDT,107,A 90 días,4.43472228846223,208708.08488
01/16/2015,Total establecimientos,CDT,111,A 180 días,4.73570125630657,133918.65643
01/16/2015,Total establecimientos,CDT,113,A 360 días,4.97863458499566,20214.45977
01/19/2015,Total establecimientos,CDT,107,A 90 días,4.33552925007232,229592.13914
01/19/2015,Total establecimientos,CDT,111,A 180 días,4.15220220106667,72726.87934
01/19/2015,Total establecimientos,CDT,113,A 360 días,4.79589856129238,27725.70226
01/20/2015,Total establecimientos,CDT,107,A 90 días,4.57686485707533,244345.21497
01/20/2015,Total establecimientos,CDT,111,A 180 días,4.25975060017039,42843.94967
01/20/2015,Total establecimientos,CDT,113,A 360 días,4.93115796629339,21443.53661
01/21/2015,Total establecimientos,CDT,107,A 90 días,4.63609859458528,393071.83659
01/21/2015,Total establecimientos,CDT,111,A 180 días,4.63975370639906,96316.95534
01/21/2015,Total establecimientos,CDT,113,A 360 días,5.02787508757665,52718.68924
01/22/2015,Total establecimientos,CDT,107,A 90 días,4.56828514593472,261495.4139
01/22/2015,Total establecimientos,CDT,111,A 180 días,4.6615923550312,90155.99356
01/22/2015,Total establecimientos,CDT,113,A 360 días,5.15001208737192,97250.81733
01/23/2015,Total establecimientos,CDT,107,A 90 días,4.42632718461033,228010.28409
01/23/2015,Total establecimientos,CDT,111,A 180 días,4.70522029821949,124630.54234
01/23/2015,Total establecimientos,CDT,113,A 360 días,4.99322278977873,43740.95351
01/26/2015,Total establecimientos,CDT,107,A 90 días,4.05498744274607,150090.21512
01/26/2015,Total establecimientos,CDT,111,A 180 días,4.31828923746883,97816.50705
01/26/2015,Total establecimientos,CDT,113,A 360 días,5.12042336051568,111237.97788
01/27/2015,Total establecimientos,CDT,107,A 90 días,4.54536803569105,237143.30276
01/27/2015,Total establecimientos,CDT,111,A 180 días,4.50974503872144,62431.04515
01/27/2015,Total establecimientos,CDT,113,A 360 días,5.0477680647079,48409.50605
01/28/2015,Total establecimientos,CDT,107,A 90 días,4.55044474130792,289887.18999
01/28/2015,Total establecimientos,CDT,111,A 180 días,4.53025282683987,91199.66861
01/28/2015,Total establecimientos,CDT,113,A 360 días,5.09585815532099,91398.0663
01/29/2015,Total establecimientos,CDT,107,A 90 días,4.31552888105191,143494.3945
01/29/2015,Total establecimientos,CDT,111,A 180 días,4.62981300103995,78360.55074
01/29/2015,Total establecimientos,CDT,113,A 360 días,4.98614236809438,51464.16805
01/30/2015,Total establecimientos,CDT,107,A 90 días,4.47140809041741,222753.87704
01/30/2015,Total establecimientos,CDT,111,A 180 días,4.59716236703289,94829.15884
01/30/2015,Total establecimientos,CDT,113,A 360 días,4.80982030350017,24754.0731
02/02/2015,Total establecimientos,CDT,107,A 90 días,4.35950627317715,228971.66926
02/02/2015,Total establecimientos,CDT,111,A 180 días,4.18330557458867,71616.29558
02/02/2015,Total establecimientos,CDT,113,A 360 días,4.91803498918159,66342.44794
02/03/2015,Total establecimientos,CDT,107,A 90 días,4.15337250322506,76650.98355
02/03/2015,Total establecimientos,CDT,111,A 180 días,4.57637953402298,59912.23417
02/03/2015,Total establecimientos,CDT,113,A 360 días,5.36821734852958,26299.98664
02/04/2015,Total establecimientos,CDT,107,A 90 días,4.40994010593403,175308.17372
02/04/2015,Total establecimientos,CDT,111,A 180 días,4.63825000033255,110475.95244
02/04/2015,Total establecimientos,CDT,113,A 360 días,5.06923883498707,111316.88173
02/05/2015,Total establecimientos,CDT,107,A 90 días,4.44033646596071,162801.56915
02/05/2015,Total establecimientos,CDT,111,A 180 días,4.69278092186696,83741.06293
02/05/2015,Total establecimientos,CDT,113,A 360 días,4.76319883465868,11636.17477
02/06/2015,Total establecimientos,CDT,107,A 90 días,4.27041659722477,138117.05943
02/06/2015,Total establecimientos,CDT,111,A 180 días,4.72479932216954,101216.77275
02/06/2015,Total establecimientos,CDT,113,A 360 días,4.97015022072022,33945.25747
02/09/2015,Total establecimientos,CDT,107,A 90 días,4.33290200737009,206725.05244
02/09/2015,Total establecimientos,CDT,111,A 180 días,4.42292977182892,88338.99679
02/09/2015,Total establecimientos,CDT,113,A 360 días,4.89313050112737,28398.96713
02/10/2015,Total establecimientos,CDT,107,A 90 días,4.52673935316969,165073.69416
02/10/2015,Total establecimientos,CDT,111,A 180 días,4.78814348875432,97543.35428
02/10/2015,Total establecimientos,CDT,113,A 360 días,4.99458630622194,34753.11844
02/11/2015,Total establecimientos,CDT,107,A 90 días,4.45545441549465,189961.98107
02/11/2015,Total establecimientos,CDT,111,A 180 días,4.66226571469863,91713.8919
02/11/2015,Total establecimientos,CDT,113,A 360 días,4.96896330942129,32275.06577
02/12/2015,Total establecimientos,CDT,107,A 90 días,4.67205316856665,313293.88266
02/12/2015,Total establecimientos,CDT,111,A 180 días,4.91402144329858,239299.39835
02/12/2015,Total establecimientos,CDT,113,A 360 días,4.89788714958804,21461.40344
02/13/2015,Total establecimientos,CDT,107,A 90 días,4.55710593106569,208987.34534
02/13/2015,Total establecimientos,CDT,111,A 180 días,4.7712030321574,144288.92294
02/13/2015,Total establecimientos,CDT,113,A 360 días,4.73250736613817,15789.24841
02/16/2015,Total establecimientos,CDT,107,A 90 días,4.34833970514592,194755.27053
02/16/2015,Total establecimientos,CDT,111,A 180 días,4.52710336259395,88329.7787
02/16/2015,Total establecimientos,CDT,113,A 360 días,5.08703123113036,56822.92761
02/17/2015,Total establecimientos,CDT,107,A 90 días,4.2883385273446,82929.0375
02/17/2015,Total establecimientos,CDT,111,A 180 días,4.56872630518338,81813.57344
02/17/2015,Total establecimientos,CDT,113,A 360 días,5.13600594653935,28340.87106
02/18/2015,Total establecimientos,CDT,107,A 90 días,4.3104071405554,144309.46195
02/18/2015,Total establecimientos,CDT,111,A 180 días,4.65382046957519,90325.53576
02/18/2015,Total establecimientos,CDT,113,A 360 días,4.85633959623867,27999.67374
02/19/2015,Total establecimientos,CDT,107,A 90 días,4.45014422175319,183983.66869
02/19/2015,Total establecimientos,CDT,111,A 180 días,4.87841453354448,169591.17013
02/19/2015,Total establecimientos,CDT,113,A 360 días,5.0958044737109,59983.31025
02/20/2015,Total establecimientos,CDT,107,A 90 días,4.49601032223926,148913.28974
02/20/2015,Total establecimientos,CDT,111,A 180 días,4.82990094998093,182977.99644
02/20/2015,Total establecimientos,CDT,113,A 360 días,4.77524531401937,17130.48036
02/23/2015,Total establecimientos,CDT,107,A 90 días,4.28117162448312,191004.48405
02/23/2015,Total establecimientos,CDT,111,A 180 días,4.35990664951644,75893.84237
02/23/2015,Total establecimientos,CDT,113,A 360 días,4.92821492580955,27716.33897
02/24/2015,Total establecimientos,CDT,107,A 90 días,4.48707172035728,165078.98818
02/24/2015,Total establecimientos,CDT,111,A 180 días,4.59758650280701,50834.00161
02/24/2015,Total establecimientos,CDT,113,A 360 días,5.06001183458747,23979.29672
02/25/2015,Total establecimientos,CDT,107,A 90 días,4.41968500561313,191844.34968
02/25/2015,Total establecimientos,CDT,111,A 180 días,4.73723565039881,137613.10073
02/25/2015,Total establecimientos,CDT,113,A 360 días,5.12680443721875,87422.80129
02/26/2015,Total establecimientos,CDT,107,A 90 días,4.70708523419803,302857.11042
02/26/2015,Total establecimientos,CDT,111,A 180 días,4.7543619598155,125563.17519
02/26/2015,Total establecimientos,CDT,113,A 360 días,5.42466117208799,27699.42459
02/27/2015,Total establecimientos,CDT,107,A 90 días,4.49710262498873,207069.46071
02/27/2015,Total establecimientos,CDT,111,A 180 días,4.76464348118841,134378.73569
02/27/2015,Total establecimientos,CDT,113,A 360 días,5.08328852203817,45610.07249
03/02/2015,Total establecimientos,CDT,107,A 90 días,4.55016815583441,416245.27373
03/02/2015,Total establecimientos,CDT,111,A 180 días,4.73574277516604,205723.63627
03/02/2015,Total establecimientos,CDT,113,A 360 días,5.14751633358039,39962.37677
03/03/2015,Total establecimientos,CDT,107,A 90 días,4.36369517251523,159356.1503
03/03/2015,Total establecimientos,CDT,111,A 180 días,4.83787915538232,117320.94947
03/03/2015,Total establecimientos,CDT,113,A 360 días,5.18550244306072,20770.63842
03/04/2015,Total establecimientos,CDT,107,A 90 días,4.22399790969779,187411.94769
03/04/2015,Total establecimientos,CDT,111,A 180 días,4.76248028403646,141003.1783
03/04/2015,Total establecimientos,CDT,113,A 360 días,5.0194146745618,20193.09402
03/05/2015,Total establecimientos,CDT,107,A 90 días,4.28202390428647,141144.85929
03/05/2015,Total establecimientos,CDT,111,A 180 días,4.4646708878625,50755.12252
03/05/2015,Total establecimientos,CDT,113,A 360 días,4.99908712832545,19227.92727
03/06/2015,Total establecimientos,CDT,107,A 90 días,4.03963515287191,72710.55976
03/06/2015,Total establecimientos,CDT,111,A 180 días,4.5238964697673,45615.24184
03/06/2015,Total establecimientos,CDT,113,A 360 días,4.52971093763233,11364.91314
03/09/2015,Total establecimientos,CDT,107,A 90 días,4.41344315006055,316370.65664
03/09/2015,Total establecimientos,CDT,111,A 180 días,4.77826408005255,174601.64214
03/09/2015,Total establecimientos,CDT,113,A 360 días,4.72806535228561,21847.88245
03/10/2015,Total establecimientos,CDT,107,A 90 días,4.48498462248941,196975.53503
03/10/2015,Total establecimientos,CDT,111,A 180 días,4.70437853253032,76946.91626
03/10/2015,Total establecimientos,CDT,113,A 360 días,4.96563225210267,25176.22432
03/11/2015,Total establecimientos,CDT,107,A 90 días,4.2272213382516,136298.38158
03/11/2015,Total establecimientos,CDT,111,A 180 días,4.64856636275687,121729.60321
03/11/2015,Total establecimientos,CDT,113,A 360 días,4.78548543682303,14925.93808
03/12/2015,Total establecimientos,CDT,107,A 90 días,4.57591728911951,285308.01246
03/12/2015,Total establecimientos,CDT,111,A 180 días,4.40650058379018,58817.42319
03/12/2015,Total establecimientos,CDT,113,A 360 días,5.01904905389338,36970.42798
03/13/2015,Total establecimientos,CDT,107,A 90 días,4.06558526509944,91139.05393
03/13/2015,Total establecimientos,CDT,111,A 180 días,4.33729591117654,36844.4471
03/13/2015,Total establecimientos,CDT,113,A 360 días,4.81375331845426,13637.96482
03/16/2015,Total establecimientos,CDT,107,A 90 días,4.57143325562053,401865.41802
03/16/2015,Total establecimientos,CDT,111,A 180 días,4.61481420534792,105251.53448
03/16/2015,Total establecimientos,CDT,113,A 360 días,5.04421676578745,19797.82024
03/17/2015,Total establecimientos,CDT,107,A 90 días,4.48492436000616,195043.88316
03/17/2015,Total establecimientos,CDT,111,A 180 días,4.70736114794052,110528.46326
03/17/2015,Total establecimientos,CDT,113,A 360 días,5.01619730588188,39552.62315
03/18/2015,Total establecimientos,CDT,107,A 90 días,4.4320428447078,220315.59272
03/18/2015,Total establecimientos,CDT,111,A 180 días,4.55728137391573,83318.67589
03/18/2015,Total establecimientos,CDT,113,A 360 días,4.94946792374321,28198.63092
03/19/2015,Total establecimientos,CDT,107,A 90 días,4.40396313611046,164450.06468
03/19/2015,Total establecimientos,CDT,111,A 180 días,4.49955757305825,48357.7576
03/19/2015,Total establecimientos,CDT,113,A 360 días,5.07748881145288,38431.82518
03/20/2015,Total establecimientos,CDT,107,A 90 días,4.19141030457164,96097.45248
03/20/2015,Total establecimientos,CDT,111,A 180 días,4.45607684784187,43413.4024
03/20/2015,Total establecimientos,CDT,113,A 360 días,4.72017806369991,10763.51266
03/24/2015,Total establecimientos,CDT,107,A 90 días,4.41877424537009,341928.1002
03/24/2015,Total establecimientos,CDT,111,A 180 días,4.75103847431945,175267.50599
03/24/2015,Total establecimientos,CDT,113,A 360 días,4.72881516871207,17098.9477
03/25/2015,Total establecimientos,CDT,107,A 90 días,4.2143491847367,97222.22216
03/25/2015,Total establecimientos,CDT,111,A 180 días,4.63910838680276,84290.81515
03/25/2015,Total establecimientos,CDT,113,A 360 días,4.49560253163353,6776.65071
03/26/2015,Total establecimientos,CDT,107,A 90 días,4.41258864003741,249090.17129
03/26/2015,Total establecimientos,CDT,111,A 180 días,4.45186443074936,77743.99791
03/26/2015,Total establecimientos,CDT,113,A 360 días,4.88845739108551,21925.0102
03/27/2015,Total establecimientos,CDT,107,A 90 días,4.1595520529782,91918.17795
03/27/2015,Total establecimientos,CDT,111,A 180 días,4.68067991962248,59393.77335
03/27/2015,Total establecimientos,CDT,113,A 360 días,4.71271534959274,26039.08976
03/30/2015,Total establecimientos,CDT,107,A 90 días,4.49106096887787,351576.8547
03/30/2015,Total establecimientos,CDT,111,A 180 días,4.6570773154973,137932.20031
03/30/2015,Total establecimientos,CDT,113,A 360 días,5.16983590122998,46383.22242
03/31/2015,Total establecimientos,CDT,107,A 90 días,4.2355298420917,104796.80396
03/31/2015,Total establecimientos,CDT,111,A 180 días,4.3557681602608,35768.58151
03/31/2015,Total establecimientos,CDT,113,A 360 días,4.91490637969187,12221.73896
04/01/2015,Total establecimientos,CDT,107,A 90 días,4.11634225359991,103132.00311
04/01/2015,Total establecimientos,CDT,111,A 180 días,4.87227468954408,135126.34873
04/01/2015,Total establecimientos,CDT,113,A 360 días,4.63699038337979,16209.14323
04/06/2015,Total establecimientos,CDT,107,A 90 días,4.5954386456602,694921.65161
04/06/2015,Total establecimientos,CDT,111,A 180 días,4.6244579710073,170514.1042
04/06/2015,Total establecimientos,CDT,113,A 360 días,5.06197695094779,50957.99123
04/07/2015,Total establecimientos,CDT,107,A 90 días,4.3166469639997,180789.64893
04/07/2015,Total establecimientos,CDT,111,A 180 días,4.79173887454324,103701.11461
04/07/2015,Total establecimientos,CDT,113,A 360 días,4.95867298331097,17743.22912
04/08/2015,Total establecimientos,CDT,107,A 90 días,4.30176189919685,210694.56385
04/08/2015,Total establecimientos,CDT,111,A 180 días,4.68523717832474,131890.06903
04/08/2015,Total establecimientos,CDT,113,A 360 días,5.22204602524356,54744.7278
04/09/2015,Total establecimientos,CDT,107,A 90 días,4.46152633492643,160333.43288
04/09/2015,Total establecimientos,CDT,111,A 180 días,4.797044893924,95922.52599
04/09/2015,Total establecimientos,CDT,113,A 360 días,4.76893964836713,14343.18124
04/10/2015,Total establecimientos,CDT,107,A 90 días,4.1905442729932,90257.54173
04/10/2015,Total establecimientos,CDT,111,A 180 días,4.63159444711661,62772.93782
04/10/2015,Total establecimientos,CDT,113,A 360 días,4.87801916862421,13315.10415
04/13/2015,Total establecimientos,CDT,107,A 90 días,4.41600721289541,252001.36406
04/13/2015,Total establecimientos,CDT,111,A 180 días,4.59529654669488,99037.78324
04/13/2015,Total establecimientos,CDT,113,A 360 días,5.04523032249945,77712.91983
04/14/2015,Total establecimientos,CDT,107,A 90 días,4.45747177174296,173007.43075
04/14/2015,Total establecimientos,CDT,111,A 180 días,4.69694440715424,134506.47652
04/14/2015,Total establecimientos,CDT,113,A 360 días,4.95700190447532,13509.0246
04/15/2015,Total establecimientos,CDT,107,A 90 días,4.5401793850916,263613.93291
04/15/2015,Total establecimientos,CDT,111,A 180 días,4.65154643740255,83098.75994
04/15/2015,Total establecimientos,CDT,113,A 360 días,5.12665668019715,33033.82661
04/16/2015,Total establecimientos,CDT,107,A 90 días,4.59376417618636,243632.15051
04/16/2015,Total establecimientos,CDT,111,A 180 días,4.70265289409441,86696.19335
04/16/2015,Total establecimientos,CDT,113,A 360 días,5.03447784148771,19833.62666
04/17/2015,Total establecimientos,CDT,107,A 90 días,4.29260371567117,98336.29094
04/17/2015,Total establecimientos,CDT,111,A 180 días,4.41570679339169,52560.1589
04/17/2015,Total establecimientos,CDT,113,A 360 días,4.42879300042388,6641.29535
04/20/2015,Total establecimientos,CDT,107,A 90 días,4.58603693713701,352831.71612
04/20/2015,Total establecimientos,CDT,111,A 180 días,4.72803253791565,114260.44209
04/20/2015,Total establecimientos,CDT,113,A 360 días,4.89414204918777,25424.86736
04/21/2015,Total establecimientos,CDT,107,A 90 días,4.73405127850846,360935.89895
04/21/2015,Total establecimientos,CDT,111,A 180 días,4.80263179594439,92075.65504
04/21/2015,Total establecimientos,CDT,113,A 360 días,5.08464677725817,24037.8357
04/22/2015,Total establecimientos,CDT,107,A 90 días,4.55115042353781,227574.97732
04/22/2015,Total establecimientos,CDT,111,A 180 días,4.83084160130916,110973.84903
04/22/2015,Total establecimientos,CDT,113,A 360 días,5.16924419269179,26565.72467
04/23/2015,Total establecimientos,CDT,107,A 90 días,4.57690892445052,270990.38778
04/23/2015,Total establecimientos,CDT,111,A 180 días,4.81432348394328,109988.36974
04/23/2015,Total establecimientos,CDT,113,A 360 días,5.02984912175501,26830.18673
04/24/2015,Total establecimientos,CDT,107,A 90 días,4.49123332755272,172282.66211
04/24/2015,Total establecimientos,CDT,111,A 180 días,4.62755984955092,69808.23986
04/24/2015,Total establecimientos,CDT,113,A 360 días,5.18634935085482,170850.44588
04/27/2015,Total establecimientos,CDT,107,A 90 días,4.46063452697057,270984.08645
04/27/2015,Total establecimientos,CDT,111,A 180 días,4.79155698457177,130216.55442
04/27/2015,Total establecimientos,CDT,113,A 360 días,5.04302924199622,27624.35932
04/28/2015,Total establecimientos,CDT,107,A 90 días,4.6308961674634,270542.20681
04/28/2015,Total establecimientos,CDT,111,A 180 días,4.82402798852434,111188.61306
04/28/2015,Total establecimientos,CDT,113,A 360 días,5.13219281641104,16288.45003
04/29/2015,Total establecimientos,CDT,107,A 90 días,4.34865793095507,171676.42887
04/29/2015,Total establecimientos,CDT,111,A 180 días,4.71484919023804,144654.16
04/29/2015,Total establecimientos,CDT,113,A 360 días,5.07379491024725,37858.47179
04/30/2015,Total establecimientos,CDT,107,A 90 días,4.48707849890715,213794.93675
04/30/2015,Total establecimientos,CDT,111,A 180 días,4.8048861721665,107974.65647
04/30/2015,Total establecimientos,CDT,113,A 360 días,4.958767744202,19685.29139
05/04/2015,Total establecimientos,CDT,107,A 90 días,4.21076045716673,198809.63222
05/04/2015,Total establecimientos,CDT,111,A 180 días,4.74148296013721,135679.44866
05/04/2015,Total establecimientos,CDT,113,A 360 días,5.12774197354585,106177.54861
05/05/2015,Total establecimientos,CDT,107,A 90 días,4.36800723359504,163135.17091
05/05/2015,Total establecimientos,CDT,111,A 180 días,4.69034107879953,108098.52426
05/05/2015,Total establecimientos,CDT,113,A 360 días,5.14267123601394,52997.90752
05/06/2015,Total establecimientos,CDT,107,A 90 días,4.33801339540076,202615.86967
05/06/2015,Total establecimientos,CDT,111,A 180 días,4.79575633923421,174314.5346
05/06/2015,Total establecimientos,CDT,113,A 360 días,5.1938404842195,151069.45671
05/07/2015,Total establecimientos,CDT,107,A 90 días,4.18357048549893,87839.66967
