nordemp	nordest	dpto	ciiu4	periodo	c4r1c1n	c4r1c2n	c4r2c1e	c4r2c2e	c4r1c1	c4r1c2	c4r1c3	c4r1c4	c4r4c1t	c4r4c2t	c4r1c3n	c4r1c4n	c4r2c3e	c4r2c4e	c4r2c1	c4r2c2	c4r2c3	c4r2c4	c4r4c3t	c4r4c4t	c4r1c5n	c4r1c6n	c4r2c5e	c4r2c6e	c4r3c1	c4r3c2	c4r3c3	c4r3c4	c4r4c5t	c4r4c6t	c4r1c7n	c4r1c8n	c4r2c7e	c4r2c8e	c4r4c1	c4r4c2	c4r4c3	c4r4c4	c4r4c7t	c4r4c8t	c4r6mn	c4r6hn	c4r6me	c4r6he	c4r6om	c4r6oh	c4r6dm	c4r6dh	c4r6tm	c4r6th	c4r1c9n	c4r1c10n	c4r2c9e	c4r2c10e	c4r5c1	c4r5c2	c4r5c3	c4r5c4	c4r4c9t	c4r4c10t	c3r2pt	c3r2c1	c3r2c2	c3r2c3	c3r3pt	c3r3c1	c3r3c2	c3r3c3	c3r4pt	c3r4c1	c3r4c2	c3r4c3	c3r5pt	c3r5c1	c3r5c2	c3r5c3	c3r6pt	c3r6c1	c3r6c2	c3r6c3	c3r7pt	c3r7c1	c3r7c2	c3r7c3	c3r8pt	c3r8c1	c3r8c2	c3r8c3	r1csap	r2csap	r3csap	r4csap	c3r9pt	c3r9c1	c3r9c2	c3r9c3	c3r10pt	c3r10c1	c3r10c2	c3r10c3	c3r44c2	c3r44c3	c3r40c2	c3r40c3	c3r14c1	c3r14c3	c3r41c1	c3r41c2	c3r41c3	c3r13c1	c3r13c2	c3r13c3	c3r45c2	c3r45c3	c3r15c1	c3r15c2	c3r15c3	c3r16c1	c3r16c2	c3r16c3	c3r17c1	c3r17c2	c3r17c3	c3r18c1	c3r18c2	c3r18c3	c3r21c1	c3r21c2	c3r21c3	c3r36c1	c3r36c2	c3r36c3	c3r22c1	c3r22c2	c3r22c3	c3r25c2	c3r25c3	C3R20C1	C3R20C2	C3R20C3	c3r23c1	c3r23c2	c3r23c3	c3r42c1	c3r42c2	c3r42c3	c3r24c1	c3r24c2	c3r24c3	c3r37c1	c3r37c2	c3r37c3	c3r38c2	c3r38c3	c3r26c2	c3r26c3	c3r31c2	c3r31c3	c3r27c1	c3r27c2	c3r27c3	c3r46c2	c3r46c3	c3r35c1	c3r35c2	c3r35c3	c5r1c1	c3r19c3	c5r1c2	c5r1c3	c5r1c5	c5r1c4	c5r1c7	c6r1c1	c6r1c3	c6r2c1	c6r2c3	c6r3c1	c6r3c3	c6r4c1	c6r4c3	c6r5c1	c6r5c3	c7r1c1	c7r5c1	c7r6c1	c7c4r1	c7c5r1	c7r8c1	c7r10c1	c7c2r2	c7c3r2	c7c4r2	c7c5r2	c7c6r2	c7c7r2	c7c1r3	c7c2r3	c7c3r3	c7c4r3	c7c5r3	c7c6r3	c7c7r3	c7c2r4	c7c3r4	c7c4r4	c7c5r4	c7c6r4	c7c7r4	c7c2r5	c7c7r5	c7c1r19	c7c2r19	c7c3r19	c7c4r19	c7c5r19	c7c6r19	c7c7r19	c7c3r6	c7c4r6	c7c5r6	c7c7r6	c7c2r7	c7c3r7	c7c4r7	c7c5r7	c7c6r7	c7c7r7	c7r1c2	c7r5c2	c7r6c2	c7c4r8	c7c5r8	c7r8c2	c7r10c2	c7r1c4	c7r5c4	c7r6c4	c7c4r10	c7c5r10	c7r8c4	c7r10c4	c7c2r11	c7c3r11	c7c4r11	c7c5r11	c7c6r11	c7c7r11	c7c1r12	c7c2r12	c7c3r12	c7c4r12	c7c5r12	c7c6r12	c7c7r12	c7c2r13	c7c3r13	c7c4r13	c7c5r13	c7c6r13	c7c7r13	c7r1c6	c7r5c6	c7r6c6	c7c4r14	c7c5r14	c7r8c6	c7r10c6	c7r5c7	c7r6c7	c7c4r15	c7c5r15	c7r8c7	c7r10c7	c7r16c1	c7r16c2	c7r16c3	c7r16c4	c7r16c5	c7r16c6	c7r16c7	c7r17c2	c7r17c3	c7r17c4	c7r17c5	c7r17c6	c7r17c7	c7r18c2	c7r18c3	c7r18c4	c7r18c5	c7r18c6	c7r18c7	c2r5CERT	PETROC	PETROV	PETROAUTO	PETROCO	DIESC	DIESV	DIESAUTO	DIESCO	FUELC	FUELV	FUELAUTO	FUELCO	GASOLC	GASOLV	GASOLAUTO	GASOLCO	KEROSC	KEROSV	KEROSAUTO	KEROSCO	GASNC	GASNV	GASNAUTO	GASNCO	GASPC	GASPV	GASPAUTO	GASPCO	CARBONMC	CARBONMV	CARBONMAUTO	CARBONMCO	CARBONCC	CARBONCV	CARBONCAUTO	CARBONCCO	CARBONVC	CARBONVV	CARBONVAUTO	CARBONVCO	LENAC	LENAV	LENAAUTO	LENACO	BAGAC	BAGAV	BAGAAUTO	BAGACO	CASCAC	CASCAV	CASCAAUTO	CASCACO	CASCAFC	CASCAFV	CASCAFAUTO	CASCAFCO	RESPALC	RESPALV	RESPALAUTO	RESPALCO	TOTALV	PRODBR2	PRODBIND	CONSMATE	CONSIN	CONSIN2	PRESSPER	SALARPER	PRESPYTE	SALPEYTE	EELEC	REMUTEMP	INVEBRTA	ACTIVFI	DEPRECIA	PERTOTAL	PERTEM3	PERSOCU	PERSOESC	PPERYTEM	PERAPREN	SALAPREN	VALAGRI	VALORCOM	VALORCX	PORCVT	VALORVEN
217299	217284	66	1410	2023	0	0	0	1	0	0	0	0	0	1	0	0	0	0	41	10	5	0	46	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	1	0	0	0	1	44	11	5	0	49	12	0	787604	97496	885100	0	173273	20016	193289	0	0	0	0	0	100026	12372	112398	0	31583	3910	35493	0	0	0	0	0	0	0	0	0	10415	0	10415	0	13105	9844	22949	0	1116006	143638	1259644	1053198	1053198	49759	49759	905298	905298	0	0	0	0	0	0	94089	94089	0	38095	38095	0	0	0	0	0	0	7184	2531	9715	4756	0	4756	4545	9694	14239	0	0	0	45874	45874	0	0	0	31050	4202	35252	0	0	0	0	0	0	0	43365	43365	0	0	0	0	0	0	30204	57312	87516	1909	1909	983037	1400028	2383065	12649	10435	60990	0	0	73639	0	865988	754882	352220	331084	1291945	1020378	122430	116051	2632583	2222395	0	1025881	598760	12395	64460	179872	1881368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1025881	598760	12395	64460	179872	1881368	22719	28686	280	5233	17792	74710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8848617	8869753	3453571	963268	4416839	193289	885100	341180	885100	73639	0	0	1881368	74710	61	0	56	57	56	4	10415	4431778	3042374	0	0	9937718
217303	217288	63	1511	2023	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	28	0	1	0	29	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	32	0	2	0	34	0	403483	18373	421856	0	86560	4216	90776	0	49944	0	49944	0	74425	3291	77715	0	18154	742	18896	0	0	0	0	0	0	0	0	0	0	8502	8502	0	9398	539	9937	0	652907	35663	688570	0	0	0	0	0	0	0	0	0	0	0	0	73368	73368	13878	15762	29640	16180	2067	18247	0	0	0	0	0	0	1440	933	2372	24	1410	1434	264	0	264	17850	17850	0	0	0	31208	4227	35435	64150	0	64150	98072	0	98072	0	19745	19745	1572	1572	36	36	0	0	5960	6623	12584	5433	5433	231177	149026	380203	235562	116864	0	0	0	235562	0	103680	103070	30761	31935	25103	0	0	0	159545	135005	167114	70972	1074597	6456	389	0	1319527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167114	70972	1074597	6456	389	0	1319527	1419	48890	630	372	0	51312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2829	3456529	3455355	1563886	246573	1810459	90776	421856	202371	456817	235562	49944	0	1319527	51312	34	3	29	30	32	1	8502	1646070	1605220	0	0	3377258
217307	217292	17	1690	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	3	5	1	6	0	0	1	14	1	3	3	23	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	23	4	4	6	33	10312	59550	225349	295211	2251	15252	60729	78232	159422	322940	101615	583978	30535	63788	56053	150376	6853	15337	13394	35584	607	1283	210	2100	0	160463	0	160463	4333	0	0	4333	222701	338021	92669	653391	504051	1091058	581316	2176425	1557	1557	0	0	127856	127856	143213	25413	168626	0	0	0	416867	416867	933	39094	40027	13756	9775	23531	646	0	646	92681	9945	102626	20316	4724	25040	9716	5598	15315	0	7404	7404	12213	12213	0	0	0	155392	16065	171458	9618	0	9618	0	0	0	0	86273	86273	95132	95132	365	365	41755	41755	190401	116869	307270	3956	3956	764530	893006	1657535	1754259	773561	0	0	0	1754259	0	647502	181891	4336	311	2905772	69406	71349	30609	3628959	282218	2051317	5068162	7813982	83579	82380	310746	15410166	90884	555161	0	0	0	646044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90884	555161	0	0	0	646044	0	0	0	0	0	0	0	0	61915	0	0	0	61915	0	0	0	0	0	0	0	0	0	0	0	0	0	2051317	5159046	8230752	83579	82380	310746	15917819	81027	532405	887	5597	0	619916	0	0	0	0	0	0	0	0	76476	0	0	0	76476	0	0	0	0	0	0	0	0	0	0	0	2490	20879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529064	897927	0	0	13275	24894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943699	15014237	15018262	8597353	2308637	10905990	78232	295211	441486	703995	1754259	583978	646044	15917819	619916	39	26	8	8	34	0	4333	4108247	4334542	77847	0	15574642
217310	217295	17	2511	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	1	12	0	0	0	0	1	7	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	18	1	3	2	21	0	160477	62231	222708	0	38957	13514	52471	0	96964	22000	118964	0	63444	11452	74896	0	12390	2457	14847	0	0	0	0	0	0	0	0	0	0	7039	7039	0	24200	2721	26921	0	419607	126277	545884	0	0	0	0	0	0	0	0	0	0	0	0	163	163	0	34583	34583	19665	9265	28930	0	0	0	710	7265	7974	942	2227	3169	2663	2222	4885	0	0	0	12034	12034	0	0	0	4623	3921	8543	0	0	0	0	0	0	0	9283	9283	304	304	0	0	35245	35245	36795	37256	74051	14090	14090	65397	167858	233255	5200	4099	0	0	0	5200	0	204036	149563	0	0	0	0	0	0	204036	149563	0	287154	119384	20466	737	74518	502258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287154	119384	20466	737	74518	502258	6841	2645	2954	0	979	13418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1939	2321071	2321071	1013984	34641	1048625	52471	222708	177903	305983	5200	118964	0	502258	13418	23	9	13	13	22	1	7039	1272446	959511	0	0	2321071
217318	217303	17	1081	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	1	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	1	0	10	5	0	208024	17657	225681	0	51849	4063	55912	0	0	0	0	0	24509	2208	26717	0	8073	824	8897	0	0	0	0	0	43853	0	43853	0	0	0	0	0	57658	2599	60257	0	393966	27351	421317	20186	20186	0	0	0	0	0	0	0	0	0	0	0	0	32305	99666	131971	41928	28384	70312	0	0	0	0	5133	5133	2039	4270	6309	0	2552	2552	0	2000	2000	5294	5294	0	0	0	12556	19583	32139	0	0	0	0	0	0	0	5496	5496	0	0	0	0	33408	33408	13464	69082	82546	20379	20379	102292	315433	417725	40476	32381	0	0	0	40476	0	0	0	0	0	0	0	0	0	0	0	0	0	11515	2411	0	63211	77137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11515	2411	0	63211	77137	0	1151	482	0	6321	7954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280827	1280827	317786	165062	482848	55912	225681	91526	225681	40476	0	0	77137	7954	15	0	13	13	13	0	0	797979	317786	0	0	1280827
217338	217325	73	1410	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	19	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	18	20	18	20	0	0	492854	492854	0	0	116149	116149	0	0	0	0	0	0	68839	68839	0	0	19592	19592	0	0	0	0	0	0	0	0	0	0	26564	26564	0	0	70380	70380	0	0	794378	794378	1045472	1045472	0	0	694291	694291	0	0	0	0	0	0	12344	12344	0	14941	14941	0	74112	74112	0	0	0	0	17646	17646	0	1620	1620	0	8511	8511	0	33733	33733	35692	35692	0	0	0	0	97020	97020	0	0	0	0	0	0	0	6919	6919	18476	18476	0	0	401718	401718	0	845418	845418	104902	104902	694291	2718524	3412815	21288	13283	0	0	0	21288	0	1008773	647490	0	0	1268794	1854908	657913	616127	2935480	3118525	226225	2429515	0	157247	350344	113100	3276431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30798	0	0	0	0	30798	0	30798	0	0	0	0	30798	28052	95854	0	0	0	0	123906	0	0	0	0	0	0	0	44860	0	0	0	0	44860	44860	0	0	0	0	44860	254277	2511307	0	157247	350344	113100	3386275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4960460	4960460	1251486	707574	1959060	116149	492854	204580	492854	21288	0	-14062	3386275	0	38	0	35	35	35	3	26564	3001400	1203574	0	0	3904429
217350	217337	63	2599	2023	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	1	1	7	0	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	14	1	1	1	19	111825	42599	82696	237120	24934	8639	19419	52993	8000	195667	6431	210098	19522	38510	11807	69838	4816	9684	3581	18081	0	0	0	0	0	760	4150	4910	0	5317	0	5317	13678	37826	13794	65298	184635	388524	143298	716456	14682	14682	0	0	0	0	4891	5247	10137	0	0	0	87806	87806	59248	180857	240105	43381	2283	45664	0	340	340	0	10197	10197	3167	1790	4957	2039	5298	7337	0	3107	3107	38109	38109	0	0	0	141333	2280	143614	467	0	467	0	0	0	0	38634	38634	6656	6656	0	0	39440	39440	90235	211298	301533	12469	12469	344761	660494	1005255	417883	290897	0	0	0	417883	0	2142809	1662007	270152	234426	726009	276481	0	0	3138970	2172913	7667	1556575	1814887	21258	8024	11615	3420026	0	28484	1454	483	0	30421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59123	0	0	59123	14709	0	0	0	0	14709	0	14709	87607	1454	483	0	104253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7667	1571283	1902494	22712	8507	11615	3524278	13028	206616	4021	1233	793	225692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754	1986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1986	9562377	9598103	6171533	543278	6714811	52993	237120	203941	384189	417883	210098	104253	3524278	225692	20	11	8	8	19	1	5317	2847566	5699949	3117548	0	10033916
217351	217338	63	1511	2023	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	2	0	2	19	0	0	0	0	0	0	0	0	0	260468	35975	296443	0	31679	5882	37561	0	10419	1439	11858	0	0	0	0	0	0	0	0	0	0	0	0	0	27882	4113	31995	0	393404	56010	449414	0	0	0	0	0	0	0	0	0	0	0	0	60867	60867	6538	17423	23961	0	0	0	0	0	0	19615	7865	27480	423	490	913	82	742	824	0	0	0	8459	8459	0	0	0	17737	0	17737	0	0	0	0	0	0	0	10507	10507	3839	3839	0	0	42801	42801	16306	2737	19043	5656	5656	60701	161386	222087	257048	171190	0	0	0	257048	0	37005	43559	0	0	401448	318152	0	0	438453	361711	85828	318546	422424	12115	1906	0	840819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85828	318546	422424	12115	1906	0	840819	15927	7466	0	0	0	23393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238935	1238935	954330	215585	1169915	0	0	138352	207510	257048	296443	0	840819	23393	21	20	0	1	20	0	0	69020	954507	0	0	1495929
217352	217339	17	2599	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	5	0	0	0	0	0	0	0	0	0	56864	76865	133729	0	6069	14272	20341	0	2193	3074	5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77698	111042	188740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24680	24680	126269	0	126269	0	0	0	0	0	0	745	0	745	0	685	685	0	0	0	0	0	0	0	0	1745	360	2105	782	0	782	0	0	0	0	3682	3682	0	0	0	0	0	0	0	0	0	0	0	129541	29407	158948	7404	5249	0	0	0	7404	0	66975	0	0	0	19448	0	0	0	86423	0	0	0	82552	4154	3568	0	90274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82552	4154	3568	0	90274	0	1972	357	415	0	2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598033	598033	282399	134790	417189	0	0	65727	93610	7404	133729	0	90274	2744	6	6	0	0	6	0	0	180844	282399	0	0	598033
217367	217354	73	1081	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	6	3	0	0	0	0	4	18	6	2	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	20	13	3	17	23	5600	41968	109526	157094	1176	10120	26810	38106	0	314826	114561	429387	840	56783	32171	89793	371	14781	9893	25046	0	0	0	0	0	0	0	0	0	0	4640	4640	0	15605	16564	32169	7987	526300	338111	872399	196534	196534	573714	573714	0	0	0	0	0	0	0	0	0	0	11440	22261	33701	53907	133059	186966	0	0	0	6835	2251	9086	8310	3363	11674	2751	7222	9973	0	250	250	11968	11968	0	0	0	20304	12340	32644	947	0	947	0	0	0	0	21052	21052	1183	1183	0	0	34579	34579	0	0	0	15834	15834	104494	1035611	1140105	108651	84235	0	0	0	108651	0	104874	87820	0	0	13439	16207	11485	17112	129798	121139	45500	151667	209298	19870	54894	75627	556856	0	219436	14958	280544	148869	663808	0	33020	0	0	0	0	33020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	372	0	33392	219436	14958	280544	148869	697199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45500	185058	428734	34828	335439	224496	1254055	4976	81756	1013	41147	44683	173575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68482	174896	0	0	232	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175359	4719334	4719334	2333663	364088	2697751	38106	157094	281761	457665	108651	429387	697199	1254055	173575	40	30	9	9	39	1	4640	2021583	2082470	0	0	4718532
217370	217357	11	2511	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	2	67	22	56	25	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	1	6	0	0	2	67	25	58	28	131	0	0	0	0	0	0	0	0	319200	1726802	2946156	4992158	55413	272681	473492	801586	12768	62830	109100	184698	0	0	0	0	0	0	0	0	0	0	56515	56515	0	92800	84364	177164	457062	2498007	4265038	7220107	0	0	0	0	400813	400813	0	0	0	0	49103	49103	0	0	43820	184631	228451	0	0	0	0	5944	5944	37137	37137	74274	883	616	1499	0	37352	37352	0	38898	38898	57745	57745	0	0	0	24500	4500	29000	444390	0	444390	0	0	0	0	1793	1793	0	0	0	0	0	0	446086	2795665	3241751	5038	5038	1397629	3218422	4616051	488217	372509	0	0	0	488217	0	102030000	0	0	0	0	0	0	0	102030000	0	0	0	1188178	287206	0	0	1475384	0	473692	43521	0	0	517213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473692	43521	0	0	517213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1661870	330727	0	0	1992597	0	374077	56204	0	0	430281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2150	12235211	12235211	2870121	1326202	4196323	0	0	2483931	3494511	488217	4992158	517213	1992597	430281	159	154	0	0	154	5	56515	8038888	2870121	0	12235211	12235211
217372	217359	66	2790	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4	85	0	0	4	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	86	1	1	5	87	0	0	41760	41760	0	0	9120	9120	0	1238880	0	1238880	0	233929	7893	241822	0	49555	1670	51225	0	0	0	0	0	0	0	0	0	13920	0	13920	0	149520	3360	152880	0	1956375	63803	2020178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35200	35200	60000	0	60000	43680	0	43680	0	0	0	18799	0	18799	0	6415	6415	0	0	0	38748	38748	0	0	0	40000	2630	42630	31963	0	31963	0	0	0	0	29880	29880	0	0	0	0	5981	5981	0	53214	53214	3927	3927	194442	175995	370437	139485	83970	0	0	0	139485	0	131715	167220	0	0	344297	449015	0	0	476012	616235	0	0	237312	6460	12065	0	255837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237312	6460	12065	0	255837	0	40659	1304	1620	0	43583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6960	43741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	262101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305842	8421882	8421882	6428883	584254	7013137	9120	41760	673831	908976	139485	1238880	0	255837	43583	92	89	2	2	91	1	13920	1408745	6653142	0	0	8384020
