DIRECTORIO,REGION,DPTO_CAUCA,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P
1245193,1,,1,1,2,1,4,1,1,1,2,1,1,1289.2992718
1245194,1,,1,1,2,1,4,1,1,1,7,1,1,1397.7293994
1245195,3,,1,1,1,1,3,1,1,1,5,1,1,1669.8437481
1245196,3,,1,1,1,1,3,1,1,1,3,1,1,605.01181861
1245197,1,,1,1,2,1,4,1,1,1,3,1,1,1295.9666495
1245198,3,,1,1,1,1,1,1,1,1,3,1,1,511.93307729
1245199,3,,1,1,1,1,1,1,1,1,3,1,1,868.60974165
1245202,1,,1,1,1,1,1,1,1,1,3,1,1,1336.9792674
1245203,1,,1,1,2,1,1,1,1,1,3,1,1,1275.7595052
1245204,1,,1,1,1,1,1,1,1,1,3,1,1,995.42239703
1245205,3,,1,1,1,1,3,1,1,1,3,1,1,959.89232614
1245206,3,,1,1,1,1,3,1,1,1,3,1,1,405.64158699
1245207,1,,1,1,2,1,1,1,1,1,3,1,1,1248.0808648
1245208,1,,1,1,1,1,2,1,1,1,3,1,1,1022.4570286
1245209,1,,1,1,1,1,1,1,1,1,3,1,1,1032.2959239
1245210,1,,1,1,1,1,2,1,1,1,3,1,1,1045.4265089
1245211,1,,1,1,1,1,2,1,1,1,3,1,1,714.20274935
1245212,1,,1,1,2,1,1,1,1,1,3,1,1,1150.2641572
1245213,1,,1,1,1,1,2,1,1,1,3,1,1,907.35185417
1245214,1,,1,1,1,1,2,1,1,1,3,1,1,1041.6753211
1245215,3,,1,1,2,1,2,1,1,1,3,1,1,1009.4169455
1245216,3,,1,1,2,1,2,1,1,1,3,1,1,521.07137223
1245217,3,,1,1,2,1,2,1,1,1,3,1,1,737.1453796
1245218,3,,1,1,2,1,2,1,1,1,3,1,1,380.89683042
1245219,3,,1,1,2,1,2,1,1,1,3,1,1,913.14876199
1245220,3,,1,1,2,1,2,1,1,1,3,1,1,609.06483658
1245221,1,,1,1,1,1,3,1,1,1,3,1,1,1562.5129817
1245222,1,,1,1,2,1,3,1,1,1,3,1,1,1597.4273929
1245223,1,,1,1,2,1,3,1,1,1,3,1,1,1603.0541745
1245224,1,,1,1,1,1,3,1,1,1,3,1,1,1422.0416199
1245225,1,,1,1,2,1,3,1,1,1,3,1,1,1416.6196474
1245226,1,,1,1,1,1,2,1,1,1,3,1,1,1644.8461082
1245227,1,,1,1,1,1,2,1,1,1,3,1,1,1420.9736632
1245228,1,,1,1,1,1,2,1,1,1,3,1,1,1644.8461082
1245229,3,,1,1,2,1,2,1,1,1,3,1,1,521.07137223
1245230,3,,1,1,2,1,2,1,1,1,3,1,1,668.97597534
1245231,3,,1,1,2,1,2,1,1,1,3,1,1,492.97259294
1245232,3,,1,1,2,1,2,1,1,1,3,1,1,759.20105474
1245233,3,,1,1,1,1,1,1,1,1,3,1,1,1041.6720009
1245234,3,,1,1,1,1,4,1,1,1,3,1,1,1359.8195422
1245235,3,,1,1,1,1,4,1,1,1,3,1,1,1082.2928311
1245237,3,,1,1,2,1,2,1,1,1,3,1,1,2039.7293133
1245238,3,,1,1,1,1,1,1,1,1,3,1,1,2229.4964929
1245239,3,,1,1,1,1,1,1,1,1,3,1,1,1241.7889577
1245240,3,,1,1,2,1,2,1,1,1,3,1,1,1578.6631808
1245241,3,,2,1,1,1,1,2,2,2,,1,1,1043.1093116
1245242,3,,1,1,1,1,2,1,1,1,3,1,1,2057.9967626
1245243,3,,2,1,1,1,1,2,2,1,8,2,1,1297.6016785
1245244,3,,2,1,1,1,1,2,2,2,,1,1,1465.2672444
1245245,3,,2,1,1,1,1,2,2,2,,1,1,1230.6233629
1245246,3,,2,1,1,1,1,2,2,1,8,1,1,1465.2672444
1245247,3,,2,1,1,1,1,2,2,2,,1,1,1519.0422646
1245248,3,,2,1,1,1,1,2,2,1,8,2,1,1561.1760251
1245249,3,,2,1,1,1,1,2,2,1,8,2,1,1462.8780096
1245250,3,,2,1,1,1,1,2,2,1,99,1,1,1685.8941996
1245251,3,,2,1,1,1,1,2,2,1,8,2,1,1311.6186049
1245252,3,,2,1,1,1,1,2,2,1,99,1,1,1311.6186049
1245253,3,,2,1,1,1,1,2,2,1,8,2,1,1208.3856427
1245254,3,,1,1,1,1,2,1,1,1,3,1,1,1498.5593047
1245255,3,,1,1,1,1,2,1,1,1,3,1,1,1212.9228642
1245256,3,,1,1,1,1,2,1,1,1,3,1,1,1323.3896004
1245259,3,,1,1,1,1,2,1,1,1,3,1,1,2375.0826993
1245260,3,,1,1,1,1,1,1,1,1,3,1,1,1209.5501013
1245261,3,,1,1,1,1,2,1,1,1,3,1,1,602.49991135
1245262,3,,1,1,1,1,2,1,1,1,3,1,1,602.49991135
1245263,3,,1,1,1,1,2,1,1,1,3,1,1,1203.0424174
1245265,3,,1,1,1,1,2,1,1,1,3,1,1,1116.0296861
1245266,3,,1,1,1,1,2,1,1,1,3,1,1,817.60724959
1245267,3,,1,1,1,1,2,1,1,1,3,1,1,602.49991135
1245268,3,,1,1,1,1,1,1,1,1,3,1,1,1303.5095656
1245269,3,,1,1,1,1,1,1,1,1,3,1,1,924.34545487
1245270,3,,1,1,1,1,1,1,1,1,3,1,1,678.86085586
1245271,3,,1,1,1,1,1,1,1,1,3,1,1,1297.3735005
1245272,3,,1,1,1,1,1,1,1,1,3,1,1,1022.009062
1245273,3,,1,1,1,1,1,1,1,1,3,1,1,753.12488919
1245274,3,,1,1,1,1,1,1,1,1,3,1,1,753.12488919
1245275,3,,1,1,1,1,1,1,1,1,3,1,1,1159.8478666
1245276,3,,1,1,1,1,1,1,1,1,3,1,1,753.12488919
1245277,3,,1,1,1,1,1,1,1,1,3,1,1,1126.1529348
1245278,3,,1,1,1,1,2,1,1,1,3,1,1,1253.1691848
1245279,3,,1,1,1,1,2,1,1,1,3,1,1,627.60407433
1245280,3,,1,1,1,1,2,1,1,1,3,1,1,897.96042119
1245281,3,,1,1,1,1,2,1,1,1,3,1,1,627.60407433
1245282,3,,1,1,1,1,2,1,1,1,3,1,1,663.37666821
1245284,3,,1,1,1,1,2,1,1,1,3,1,1,1162.530923
1245285,3,,1,1,1,1,2,1,1,1,3,1,1,1086.2579713
1245286,3,,1,1,1,1,2,1,1,1,3,1,1,775.4012666
1245287,3,,1,1,1,1,1,1,1,1,3,1,1,1169.0800475
1245288,3,,1,1,1,1,1,1,1,1,2,1,1,930.48151992
1245289,3,,1,1,1,1,1,1,1,1,3,1,1,1503.8030217
1245290,3,,1,1,1,1,2,1,1,1,3,1,1,775.4012666
1245291,3,,1,1,1,1,1,1,1,1,3,1,1,930.48151992
1245292,3,,1,1,1,1,1,1,1,1,3,1,1,1286.2711935
1245293,3,,1,1,1,1,1,1,1,1,3,1,1,1126.1529348
1245294,3,,1,1,1,1,1,1,1,1,3,1,1,570.09494173
1245295,3,,1,1,1,1,1,1,1,1,3,1,1,904.81791598
1245296,3,,1,1,1,1,1,1,1,1,3,1,1,550.12969877
1245297,3,,1,1,1,1,1,1,1,1,3,1,1,642.06391283
1245298,3,,1,1,1,1,1,1,1,1,3,1,1,976.04820824
1245300,3,,1,1,1,1,1,1,1,1,3,1,1,550.12969877
1245301,3,,1,1,1,1,1,1,1,1,3,1,1,889.09525408
1245302,3,,1,1,1,1,1,1,1,1,3,1,1,550.12969877
1245303,3,,1,1,1,1,1,1,1,1,3,1,1,770.67551509
1245304,3,,1,1,1,1,1,1,1,1,1,1,1,824.78945295
1245305,3,,1,1,1,1,1,1,1,1,3,1,1,337.05791233
1245306,3,,1,1,1,1,1,1,1,1,3,1,1,755.50239193
1245307,3,,1,1,1,1,1,1,1,1,3,1,1,534.95657561
1245308,3,,1,1,1,1,2,1,1,1,3,1,1,550.12969877
1245309,3,,1,1,1,1,2,1,1,1,3,1,1,445.27092646
1245310,3,,1,1,1,1,2,1,1,1,3,1,1,889.09525408
1245311,3,,1,1,1,1,2,1,1,1,3,1,1,889.09525408
1245312,3,,1,1,1,1,2,1,1,1,3,1,1,445.27092646
1245313,3,,1,1,1,1,2,1,1,1,3,1,1,991.22133141
1245314,3,,1,1,1,1,2,1,1,1,3,1,1,534.95657561
1245315,3,,1,1,1,1,2,1,1,1,3,1,1,546.50186572
1245316,3,,1,1,1,1,2,1,1,1,3,1,1,550.12969877
1245317,3,,1,1,1,1,2,1,1,1,3,1,1,824.78945295
1245318,3,,1,1,1,1,4,2,2,1,3,1,1,762.73467631
1245319,3,,1,1,1,1,4,1,1,1,3,1,1,762.73467631
1245320,3,,1,1,1,1,4,2,1,1,3,1,1,462.81613888
1245321,3,,1,1,1,1,4,2,1,1,3,1,1,636.84160148
1245323,3,,1,1,2,1,1,1,1,1,3,1,1,753.12488919
1245324,3,,1,1,1,1,1,1,1,1,3,1,1,753.12488919
1245325,3,,1,1,1,1,4,2,1,1,3,1,1,739.4763639
1245326,3,,1,1,1,1,4,2,1,1,3,1,1,723.85433279
1245327,3,,2,1,1,1,2,2,2,1,2,1,1,40.012536588
1245328,3,,2,1,1,1,2,2,2,1,3,1,1,40.168039609
1245329,3,,2,1,1,1,2,2,2,1,3,1,1,38.032729443
1245330,3,,2,1,1,2,,2,2,2,,2,1,61.235113079
1245331,3,,2,1,1,1,1,2,2,2,,2,1,73.032799289
1245332,3,,2,1,1,1,1,2,2,2,,2,1,77.93573322
1245333,3,,2,1,1,1,1,2,2,2,,2,1,66.087519785
1245334,3,,2,1,1,1,1,2,2,2,,2,1,56.017551223
1245335,3,,2,1,1,1,1,2,2,2,,2,1,70.4371647
1245336,3,,2,1,1,1,1,2,2,2,,2,1,70.4371647
1245337,3,,2,1,1,1,1,2,2,2,,2,1,74.963267743
1245338,3,,2,1,1,1,1,2,2,2,,2,1,56.017551223
1245339,3,,2,1,1,1,1,2,2,2,,2,1,86.811481178
1245340,3,,1,1,1,1,2,1,1,1,2,1,1,706.59942966
1245341,3,,2,1,1,1,1,2,2,2,,2,1,40.885605655
1245342,3,,1,1,1,1,2,1,1,1,2,1,1,1163.5303252
1245343,3,,2,1,1,1,1,2,2,2,,2,1,65.334776155
1245344,3,,1,1,1,1,2,1,1,1,2,1,1,1340.7818576
1245345,3,,2,1,1,1,1,2,2,1,1,1,1,50.836553681
1245346,3,,2,1,1,1,1,2,2,1,1,1,1,69.064574351
1245347,3,,1,1,1,1,3,1,1,1,2,1,1,2782.7176573
1245348,3,,2,1,1,1,1,2,2,1,1,1,1,33.397380122
1245349,3,,2,1,1,1,1,2,2,1,1,1,1,41.143509785
1245350,3,,1,1,1,1,2,1,1,1,2,1,1,1340.7818576
1245351,3,,2,1,1,1,1,2,2,1,1,2,1,70.805102965
1245352,3,,1,1,1,1,2,1,1,1,2,1,1,989.57325757
1245353,3,,1,1,1,1,2,1,1,1,2,1,1,790.21745832
1245354,3,,2,1,1,1,1,2,2,1,1,1,1,35.717502795
1245355,3,,2,1,1,1,1,2,2,1,1,1,1,54.182434384
1245356,3,,2,1,1,1,1,2,2,1,1,1,1,54.863594201
1245357,3,,1,1,1,1,2,1,1,1,2,1,1,1181.6177139
1245358,3,,1,1,1,1,2,1,1,1,2,1,1,1226.6590534
1245359,3,,1,1,1,1,2,1,1,1,2,1,1,1181.6177139
1245360,3,,2,1,1,1,1,2,2,1,1,1,1,50.565471496
1245361,3,,2,1,1,1,1,2,2,1,1,1,1,69.064574351
1245362,3,,1,1,1,1,2,1,1,1,2,1,1,1371.286633
1245363,3,,2,1,1,1,1,2,2,1,1,1,1,45.410546691
1245364,3,,2,1,1,1,1,2,2,1,1,1,1,62.236515424
1245365,3,,1,1,1,1,2,1,1,1,2,1,1,1759.1096894
1245366,3,,2,1,1,1,1,2,2,1,1,1,1,53.63701159
1245367,3,,2,1,1,1,1,2,2,1,2,1,1,58.108735346
1245368,3,,2,1,1,1,1,2,2,1,1,2,1,2309.1796217
1245369,3,,2,1,1,1,1,2,2,1,2,1,1,43.751931357
1245370,3,,2,1,2,1,1,2,2,1,1,1,1,2929.4388289
1245371,3,,2,1,1,1,1,2,2,1,2,1,1,62.008200842
1245372,3,,2,1,1,1,1,2,2,1,1,1,1,2099.9551241
1245373,3,,2,1,1,1,1,2,2,1,2,1,1,40.012536588
1245374,3,,2,1,1,1,1,2,2,1,1,1,1,2282.877829
1245375,3,,2,1,1,1,1,2,2,1,2,1,1,31.01185297
1245376,3,,2,1,1,1,1,2,2,1,2,1,1,30.474178949
1245377,3,,2,1,1,1,1,2,2,1,2,1,1,53.545191245
1245378,3,,2,1,2,1,1,2,2,1,1,1,1,2723.1708429
1245379,3,,2,1,1,1,1,2,2,1,1,2,1,3137.162064
1245380,3,,1,1,2,1,1,1,1,1,3,1,1,1034.5914653
1245381,3,,1,1,1,1,1,1,1,1,3,1,1,672.02806524
1245382,3,,1,1,1,1,3,1,1,1,3,1,1,685.64604966
1245384,3,,1,1,2,1,1,2,2,1,2,1,1,962.03888093
1245385,3,,1,1,1,1,3,1,1,1,3,1,1,436.20020668
1245386,3,,1,1,1,1,3,1,1,1,3,1,1,545.31623019
1245387,3,,1,1,1,1,3,1,1,1,3,1,1,453.48160401
1245388,3,,1,1,1,1,3,1,1,1,3,1,1,583.36188356
1245389,3,,1,1,2,1,3,1,1,1,3,1,1,715.69081703
1245390,3,,1,1,1,1,3,1,1,1,3,1,1,449.55875042
1245391,3,,1,1,2,1,1,1,1,1,1,1,1,566.21093133
1245392,3,,1,1,2,1,1,1,1,1,3,1,1,578.56111424
1245393,3,,1,1,2,1,1,1,1,1,3,1,1,557.92066981
1245394,3,,1,1,2,1,1,1,1,1,3,1,1,640.38286607
1245395,3,,1,1,2,1,1,1,1,1,3,1,1,551.7821148
1245396,3,,1,1,2,1,1,1,1,1,3,1,1,566.21093133
1245397,3,,1,1,2,1,3,1,1,1,3,1,1,722.44189889
1245398,3,,1,1,2,1,3,2,1,1,3,1,1,727.7065458
1245399,3,,1,1,2,1,3,1,1,1,3,1,1,811.72030578
1245400,3,,1,1,2,1,3,1,1,1,3,1,1,678.03284907
1245401,3,,1,1,1,1,1,1,1,1,3,1,1,812.43600828
1245402,3,,1,1,2,1,1,1,1,1,3,1,1,533.13358594
1245403,3,,1,1,2,1,2,1,1,1,3,1,1,766.36404834
1245404,3,,1,1,1,1,1,1,1,1,3,1,1,627.97752546
1245405,3,,1,1,1,1,2,1,1,1,3,1,1,742.54328135
1245406,3,,1,1,1,1,3,1,1,1,3,1,1,607.53541202
1245407,3,,1,1,2,1,3,1,1,1,3,1,1,619.67753431
1245408,3,,1,1,1,1,3,1,1,1,3,1,1,577.9640483
1245409,3,,1,1,1,1,3,1,1,1,3,1,1,662.91123132
1245410,3,,1,1,2,1,3,1,1,1,3,1,1,627.02513046
1245411,3,,1,1,2,1,3,1,1,1,3,1,1,655.93560063
1245412,3,,1,1,1,1,3,1,1,1,3,1,1,436.20020668
1245413,3,,1,1,1,1,3,1,1,1,3,1,1,436.20020668
1245414,3,,1,1,1,1,3,1,1,1,3,1,1,403.21683914
1245415,3,,1,1,1,1,3,1,1,1,3,1,1,617.69247649
1245417,3,,1,1,1,1,3,1,1,1,3,1,1,649.37624463
1245418,3,,1,1,1,1,3,1,1,1,3,1,1,542.42627926
1245419,3,,1,1,1,1,3,1,1,1,3,1,1,494.22405373
1245420,3,,1,1,1,1,3,1,1,1,3,1,1,494.22405373
1245421,3,,1,1,1,1,3,1,1,1,3,1,1,465.60268825
1245422,3,,1,1,2,1,3,1,1,1,3,1,1,528.41561414
1245423,3,,1,1,2,1,1,1,1,1,3,1,1,762.58330431
1245424,3,,1,1,1,1,1,1,1,1,3,1,1,539.48311455
1245425,3,,1,1,1,1,4,1,1,1,3,1,1,449.2945943
1245427,3,,1,1,1,1,4,1,1,1,3,1,1,495.9954661
1245428,3,,1,1,1,1,4,1,1,1,1,1,1,661.54985866
1245430,3,,1,1,1,1,1,1,1,1,3,1,1,610.15315275
1245431,3,,1,1,1,1,1,1,2,1,3,1,1,555.0224313
1245432,3,,1,1,2,1,1,1,2,1,3,1,1,410.29096594
1245433,3,,1,1,1,1,4,1,1,1,3,1,1,449.2945943
1245434,3,,1,1,1,1,2,2,1,1,3,1,1,1627.2024719
1245435,3,,1,1,1,1,2,2,1,1,3,1,1,1141.4572345
1245436,3,,1,1,1,1,2,2,1,1,3,1,1,1133.9298891
1245439,3,,1,1,1,1,2,2,2,1,2,1,1,1681.5260046
1245440,3,,1,1,1,1,1,2,1,1,2,1,1,1340.0989598
1245441,3,,1,1,1,1,2,2,1,1,2,1,1,2138.0364933
1245442,3,,1,1,1,1,2,2,1,1,2,1,1,939.12245585
1245443,3,,1,1,1,1,2,2,1,1,2,1,1,1889.8040811
1245444,3,,1,1,1,1,2,2,1,1,2,1,1,1889.8040811
1245445,3,,1,1,1,1,2,2,1,1,2,1,1,1639.3766652
1245446,3,,1,1,1,1,2,2,1,1,2,1,1,2138.0364933
1245447,3,,1,1,1,1,2,2,1,1,2,1,1,2138.0364933
1245448,3,,1,1,1,1,2,2,1,1,2,2,1,984.19992439
1245450,3,,1,1,1,1,2,2,1,1,2,1,1,1348.9949135
1245451,3,,2,1,1,1,1,2,2,2,,2,1,588.7098947
1245452,3,,2,1,1,1,2,2,2,2,,2,1,720.48439743
1245453,3,,2,1,1,1,1,2,2,2,,2,1,567.38278307
1245454,3,,2,1,1,1,1,2,2,2,,2,1,806.60392042
1245455,3,,2,1,1,1,1,2,2,2,,2,1,417.28408622
1245456,3,,2,1,1,1,1,2,2,2,,2,1,727.29919103
1245457,3,,2,1,1,1,1,2,2,2,,2,1,676.98327051
1245458,3,,2,1,1,1,1,2,2,2,,2,1,720.48439743
1245459,3,,2,1,1,1,1,2,2,2,,2,1,799.36917656
1245460,3,,2,1,1,1,1,2,2,2,,2,1,834.35954154
1245461,3,,2,1,1,1,1,2,2,2,,2,1,805.79068291
1245462,3,,1,1,1,1,1,1,1,1,2,1,1,1166.0961409
1245464,3,,1,1,1,1,1,1,1,1,2,1,1,1222.2003807
1245465,3,,1,1,1,1,1,1,1,1,2,1,1,867.75333901
1245466,3,,1,1,1,1,1,1,1,1,2,1,1,942.32440537
1245467,3,,1,1,2,1,1,1,1,1,2,1,1,1110.8466756
1245468,3,,1,1,1,1,1,2,1,1,2,1,1,884.13304572
1245469,3,,1,1,3,1,1,2,1,1,2,1,1,943.47675122
1245470,3,,1,1,3,1,1,1,1,1,2,1,1,1074.4496288
1245471,3,,1,1,1,1,1,2,1,1,2,1,1,1401.2719378
1245473,3,,1,1,1,1,1,1,1,1,2,1,1,650.59453771
1245474,4,,1,1,1,1,3,1,1,1,3,1,1,549.24650724
1245475,4,,1,1,1,1,3,1,1,1,3,1,1,842.09270696
1245476,4,,1,1,2,1,3,1,1,1,3,1,1,397.32594889
1245477,4,,1,1,2,1,2,1,1,1,3,1,1,471.49432842
1245478,4,,1,1,2,1,1,1,1,1,3,1,1,1240.1190238
1245479,4,,1,1,2,1,1,1,1,1,3,1,1,1061.999055
1245480,4,,1,1,2,1,1,1,1,1,3,1,1,452.01956268
1245481,4,,1,1,1,1,2,1,1,1,3,1,1,439.81687131
1245482,4,,2,1,1,1,1,1,1,1,3,1,1,127.26567545
1245483,4,,2,1,1,1,1,1,1,1,3,1,1,72.380701626
1245484,4,,2,1,1,1,1,2,2,2,,2,1,169.11489915
1245485,4,,1,1,2,1,1,1,1,1,2,1,1,1568.0007852
1245486,4,,2,1,1,1,1,1,2,2,,1,1,601.62907083
1245487,4,,2,1,1,1,1,1,2,2,,1,1,273.81283974
1245488,4,,2,1,1,1,1,1,1,2,,1,1,467.38300368
1245489,4,,2,1,1,1,1,2,2,2,,1,1,343.49567677
1245490,4,,2,1,1,1,2,2,2,2,,2,1,309.45731056
1245491,4,,2,1,1,1,1,2,2,2,,2,1,134.39268422
1245492,4,,2,1,1,1,1,2,2,2,,2,1,297.7731768
1245493,4,,2,1,1,1,2,2,2,2,,2,1,279.76209514
1245494,4,,2,1,1,1,1,2,2,2,,2,1,421.76889017
1245495,4,,2,1,1,1,1,2,2,2,,2,1,215.48642799
1245496,4,,2,1,2,1,1,2,2,2,,2,1,277.52848754
1245497,4,,1,1,2,1,1,2,2,1,2,1,1,1288.482513
1245498,4,,2,1,1,1,1,2,2,2,,2,1,168.99974783
1245499,4,,2,1,1,1,1,2,2,2,,2,1,169.34705526
1245500,4,,2,1,1,1,1,2,2,2,,2,1,169.34705526
1245501,4,,2,1,1,1,1,2,2,2,,2,1,129.13415481
1245502,4,,2,1,1,1,1,2,2,2,,2,1,147.51950621
1245503,4,,2,1,1,1,1,2,2,2,,2,1,127.23940227
1245504,4,,2,1,1,1,1,2,2,2,,2,1,174.65225423
1245505,4,,2,1,1,1,1,2,2,2,,2,1,153.32504221
1245506,4,,2,1,1,1,1,2,2,2,,2,1,198.90982958
1245507,4,,2,1,1,1,1,2,2,2,,2,1,149.00026337
1245508,4,,2,1,1,1,1,2,2,2,,2,1,170.32747539
1245509,4,,2,1,1,1,1,2,2,2,,2,1,154.78614566
1245510,4,,2,1,1,1,1,2,2,2,,2,1,150.04737144
1245511,4,,2,1,1,1,1,2,2,2,,2,1,129.22049646
1245512,4,,2,1,1,1,1,2,2,2,,2,1,149.41425875
1245513,4,,2,1,1,1,1,2,2,2,,2,1,149.00026337
1245514,4,,2,1,1,1,1,2,2,2,,2,1,168.93305988
1245515,4,,2,1,1,1,1,2,2,2,,2,1,109.28769995
1245516,4,,2,1,1,1,1,2,2,2,,2,1,149.00026337
1245517,4,,2,1,1,1,1,2,2,2,,2,1,198.82348792
1245518,4,,2,1,1,1,1,2,2,2,,2,1,149.00026337
1245519,4,,2,1,1,1,1,2,2,2,,2,1,214.51784725
1245520,4,,1,1,1,1,1,1,2,1,2,1,1,1836.5790239
1245521,3,,1,1,2,1,2,1,1,1,3,1,1,378.41160622
1245522,3,,1,1,2,1,4,1,1,1,7,1,1,470.10170352
1245523,3,,1,1,2,1,6,1,1,1,99,1,1,543.10200365
1245524,3,,1,1,2,1,6,1,1,1,3,1,1,468.80292382
1245525,3,,1,1,2,1,6,1,1,1,3,1,1,585.36803866
1245526,3,,1,1,2,1,4,1,1,1,3,1,1,487.97298306
1245528,3,,1,1,1,1,3,1,1,1,3,1,1,293.16234735
1245529,3,,1,1,2,1,3,1,1,1,3,1,1,608.22256889
1245530,3,,1,1,1,1,3,1,1,1,3,1,1,925.37932908
1245531,3,,1,1,2,1,3,1,1,1,3,1,1,956.0665801
1245532,3,,1,1,2,1,2,1,1,1,6,1,1,2666.0833194
1245533,3,,1,1,2,1,2,1,1,1,6,1,1,2666.0833194
1245534,3,,1,1,2,1,2,1,1,1,6,1,1,1606.8802933
1245535,3,,1,1,2,1,3,1,1,1,3,1,1,634.63768767
1245536,3,,1,1,2,1,4,1,1,1,3,1,1,1888.6726814
1245537,3,,1,1,2,1,4,1,1,1,3,1,1,2076.6325668
1245538,3,,1,1,2,1,4,1,1,1,3,1,1,2719.5773389
1245539,3,,1,1,2,1,4,1,1,1,3,1,1,1394.166307
1245540,3,,1,1,2,1,3,1,1,1,3,1,1,390.88312981
1245541,3,,1,1,2,1,3,1,1,1,3,1,1,634.63768767
1245542,3,,1,1,1,1,3,1,1,1,3,1,1,340.43009973
1245543,3,,1,1,2,1,3,1,1,1,3,1,1,1312.3569339
1245544,3,,1,1,2,1,3,1,1,1,7,1,1,1938.7091068
1245545,3,,1,1,2,1,3,1,1,1,7,1,1,1864.5410251
1245546,3,,1,1,2,1,3,1,1,1,7,1,1,1331.3940288
1245547,3,,1,1,2,1,3,1,1,1,7,1,1,1482.2985839
1245548,3,,1,1,2,1,3,1,1,1,3,1,1,1482.2985839
1245549,3,,1,1,2,1,1,1,1,1,3,1,1,418.46354583
1245550,3,,1,1,2,1,3,1,1,1,3,1,1,1885.1876517
1245551,3,,1,1,2,1,1,1,1,1,3,1,1,351.26535604
1245552,3,,1,1,1,1,1,1,1,1,3,1,1,344.21135872
1245553,3,,1,1,1,1,1,1,1,1,3,1,1,402.50790432
1245554,3,,1,1,2,1,3,1,1,1,3,1,1,943.02255803
1245555,3,,1,1,2,1,3,1,1,1,3,1,1,1635.8219964
1245556,3,,1,1,2,1,3,1,1,1,3,1,1,1540.7141566
1245557,3,,1,1,2,1,3,1,1,1,3,1,1,710.21450953
1245558,3,,1,1,1,1,2,1,1,1,3,1,1,1228.460816
1245560,3,,1,1,1,1,2,1,1,1,3,1,1,1095.0442513
1245561,3,,1,1,1,1,3,1,1,1,3,1,1,413.05363046
1245562,3,,1,1,1,1,3,1,1,1,3,1,1,441.39859213
1245563,3,,1,1,1,1,3,1,1,1,3,1,1,491.83841322
1245564,3,,1,1,1,1,1,1,1,1,3,1,1,529.55593649
1245565,3,,1,1,1,1,1,1,1,1,3,1,1,532.37456295
1245566,3,,1,1,1,1,1,1,1,1,3,1,1,1010.8100782
1245567,3,,1,1,1,1,6,1,1,1,3,1,1,535.12138621
1245580,3,,2,1,1,1,2,1,2,1,2,2,1,264.35765251
1245581,3,,2,1,1,1,2,1,2,1,2,2,1,419.55387321
1245583,3,,2,1,1,1,4,1,2,1,2,2,1,384.88551811
1245584,3,,2,1,1,1,6,1,1,1,3,1,1,472.21151456
1245585,3,,2,1,1,1,6,1,1,1,3,1,1,452.06881404
1245587,3,,1,1,2,1,4,1,1,1,3,1,1,828.24196017
1245588,3,,1,1,1,1,4,1,1,1,3,1,1,1101.4682751
1245589,3,,1,1,2,1,4,1,1,1,3,1,1,677.04159323
1245590,3,,1,1,1,1,4,1,1,1,3,1,1,662.73854671
1245591,3,,1,1,1,1,4,1,1,1,3,1,1,681.53598571
1245592,3,,1,1,1,1,4,1,1,1,3,1,1,770.46144817
1245593,3,,1,1,1,1,4,1,1,1,3,1,1,1080.1736866
1245594,3,,1,1,1,1,4,1,1,1,3,1,1,1395.9891785
1245595,3,,1,1,1,1,4,1,1,1,3,1,1,954.76230061
1245596,3,,2,1,1,1,1,2,2,2,,2,1,59.251268703
1245597,3,,2,1,1,1,1,2,2,2,,2,1,65.367771797
1245598,3,,2,1,1,1,1,2,2,2,,2,1,56.446240894
1245599,3,,2,1,1,1,1,2,2,2,,1,1,74.289302699
1245600,3,,2,1,1,1,1,2,2,2,,2,1,45.820939725
1245601,3,,2,1,1,1,1,2,2,2,,2,1,67.605994695
1245602,3,,2,1,1,1,1,2,2,1,1,2,1,54.175117057
1245603,3,,2,1,1,1,1,2,2,2,,2,1,38.003473239
1245604,3,,2,1,1,1,1,2,2,1,1,2,1,44.451518127
1245605,3,,2,1,1,1,1,2,2,2,,2,1,65.367771797
1245606,3,,2,1,1,1,1,2,2,1,1,2,1,58.684463792
1245607,3,,2,1,1,1,1,2,2,1,1,2,1,72.585532433
1245608,3,,1,1,2,1,1,1,1,1,3,1,1,766.35159045
1245609,3,,1,1,1,1,1,1,1,1,3,1,1,652.95131525
1245610,3,,1,1,1,1,1,1,1,1,3,1,1,577.84608612
1245611,3,,1,1,1,1,1,1,1,1,3,1,1,552.7938193
1245612,3,,1,1,1,1,1,1,1,1,3,1,1,483.78754667
1245613,3,,1,1,1,1,1,1,1,1,3,1,1,642.22403036
1245614,3,,1,1,1,1,1,1,1,1,3,1,1,766.35159045
1245615,3,,1,1,1,1,1,1,1,1,3,1,1,826.1012063
1245616,3,,1,1,1,1,1,1,1,1,3,1,1,511.15198928
1245617,3,,1,1,1,1,1,1,1,1,3,1,1,528.99579281
1245618,3,,2,1,1,1,1,1,1,1,3,1,1,123.8155045
1245619,3,,2,1,1,1,1,1,1,1,3,1,1,97.807439653
1245620,3,,1,1,1,1,1,2,2,2,,2,1,991.32144756
1245621,3,,1,1,1,1,0,2,2,2,,2,1,972.1563179
1245622,3,,1,1,1,1,1,2,2,2,,2,1,1218.0600013
