Fecha(dd/mm/aaaa),Piso (COP/USD),Punto medio (COP/USD),Techo (COP/USD)
1996-03-22,"911,794150109928","980,423817322503","1049,05348453508"
1996-03-26,"912,268500525874","980,933871533198","1049,59924254052"
1996-03-27,"912,743097717166","981,444191093727","1050,14528447029"
1996-03-28,"913,217941812186","981,954776142135","1050,69161047208"
1996-03-29,"913,693032939383","982,465626816541","1051,2382206937"
1996-04-01,"914,168371227273","982,976743255132","1051,78511528299"
1996-04-02,"914,643956804438","983,48812559617","1052,3322943879"
1996-04-03,"915,119789799528","983,999773977987","1052,87975815645"
1996-04-08,"915,595870341259","984,511688538988","1053,42750673672"
1996-04-09,"916,072198558414","985,02386941765","1053,97554027689"
1996-04-10,"916,548774579844","985,536316752521","1054,5238589252"
1996-04-11,"917,025598534466","986,049030682222","1055,07246282998"
1996-04-12,"917,502670551264","986,562011345445","1055,62135213963"
1996-04-15,"917,97999075929","987,075258880957","1056,17052700262"
1996-04-16,"918,457559287662","987,588773427594","1056,71998756753"
1996-04-17,"918,935376265567","988,102555124265","1057,26973398296"
1996-04-18,"919,413441822256","988,616604109953","1057,81976639765"
1996-04-19,"919,891756087051","989,130920523711","1058,37008496037"
1996-04-22,"920,37031918934","989,645504504666","1058,92068981999"
1996-04-23,"920,849131258576","990,160356192017","1059,47158112546"
1996-04-24,"921,328192424282","990,675475725034","1060,02275902579"
1996-04-25,"921,807502816047","991,190863243062","1060,57422367008"
1996-04-26,"922,28706256353","991,706518885516","1061,1259752075"
1996-04-29,"922,766871796453","992,222442791885","1061,67801378732"
1996-04-30,"923,246930644609","992,738635101731","1062,23033955885"
1996-05-02,"923,727239237858","993,255095954686","1062,78295267151"
1996-05-03,"924,207797706126","993,771825490458","1063,33585327479"
1996-05-06,"924,688606179409","994,288823848826","1063,88904151824"
1996-05-07,"925,169664787767","994,806091169642","1064,44251755152"
1996-05-08,"925,650973661332","995,32362759283","1064,99628152433"
1996-05-09,"926,1325329303","995,841433258388","1065,55033358647"
1996-05-10,"926,614342724938","996,359508306385","1066,10467388783"
1996-05-13,"927,096403175578","996,877852876965","1066,65930257835"
1996-05-14,"927,578714412621","997,396467110345","1067,21421980807"
1996-05-15,"928,061276566536","997,915351146812","1067,76942572709"
1996-05-16,"928,544089767859","998,43450512673","1068,3249204856"
1996-05-17,"929,027154147195","998,953929190532","1068,88070423387"
1996-05-21,"929,510469835217","999,473623478727","1069,43677712224"
1996-05-22,"929,994036962664","999,993588131897","1069,99313930113"
1996-05-23,"930,477855660346","1000,51382329069","1070,54979092104"
1996-05-24,"930,961926059139","1001,03432909585","1071,10673213256"
1996-05-27,"931,446248289987","1001,55510568816","1071,66396308633"
1996-05-28,"931,930822483904","1002,0761532085","1072,22148393309"
1996-05-29,"932,415648771969","1002,59747179782","1072,77929482366"
1996-05-30,"932,900727285333","1003,11906159713","1073,33739590893"
1996-05-31,"933,386058155212","1003,64092274754","1073,89578733987"
1996-06-03,"934,35662675308","1004,68454489579","1075,01246303849"
1996-06-04,"934,680660289667","1005,03296805341","1075,38527581714"
1996-06-05,"935,00480620062","1005,38151204368","1075,75821788673"
1996-06-06,"935,329064524909","1005,7301769085","1076,1312892921"
1996-06-07,"935,653435301519","1006,07896268981","1076,50449007809"
1996-06-11,"936,952043711342","1007,47531581865","1077,99858792595"
1996-06-12,"937,276977334804","1007,82470681162","1078,37243628843"
1996-06-13,"937,602023644779","1008,17421897288","1078,74641430098"
1996-06-14,"937,927182680349","1008,52385234446","1079,12052200857"
1996-06-18,"939,228946860627","1009,92359877487","1080,61825068911"
1996-06-19,"939,554670110832","1010,27383882885","1080,99300754687"
1996-06-20,"939,880506321392","1010,62420034558","1081,36789436977"
1996-06-21,"940,206455531482","1010,97468336719","1081,74291120289"
1996-06-24,"941,184981550882","1012,02686188267","1082,86874221446"
1996-06-25,"941,511383151108","1012,37783134528","1083,24427953945"
1996-06-26,"941,837897946941","1012,72892252359","1083,61994710024"
1996-06-27,"942,164525977637","1013,08013545982","1083,99574494201"
1996-06-28,"942,491267282464","1013,4314701962","1084,37167310993"
1996-07-02,"943,799366028965","1014,83802798813","1085,8766899473"
1996-07-03,"944,126674293975","1015,18997235911","1086,25327042425"
1996-07-04,"944,454096069022","1015,54203878389","1086,62998149877"
1996-07-05,"944,78163139347","1015,89422730481","1087,00682321614"
1996-07-08,"945,764919057078","1016,95152586783","1088,13813267857"
1996-07-09,"946,092908973056","1017,30420319683","1088,51549742061"
1996-07-10,"946,421012635466","1017,65700283383","1088,8929930322"
1996-07-11,"946,749230083754","1018,00992482124","1089,27061955873"
1996-07-12,"947,077561357383","1018,36296920149","1089,64837704559"
1996-07-15,"948,063238525121","1019,42283712379","1090,78243572245"
1996-07-16,"948,392025494991","1019,77637149999","1091,16071750499"
1996-07-17,"948,720926487709","1020,13002848141","1091,53913047511"
1996-07-18,"949,04994154282","1020,48380811056","1091,9176746783"
1996-07-19,"949,379070699879","1020,83771042998","1092,29635016008"
1996-07-22,"950,367143178522","1021,9001539554","1093,43316473228"
1996-07-23,"950,696729139217","1022,25454746152","1093,81236578383"
1996-07-24,"951,02642939985","1022,60906387081","1094,19169834176"
1996-07-25,"951,35624400006","1022,96370322587","1094,57116245168"
1996-07-26,"951,6861729795","1023,31846556936","1094,95075815921"
1996-07-29,"952,676646589934","1024,38349095692","1096,0903353239"
1996-07-30,"953,007033483096","1024,73874568075","1096,4704578784"
1996-07-31,"953,337534953958","1025,09412360641","1096,85071225886"
1996-08-01,"953,668151042256","1025,44962477662","1097,23109851098"
1996-08-02,"953,998881787739","1025,80524923413","1097,61161668052"
1996-08-05,"954,991762364994","1026,87286275806","1098,75396315112"
1996-08-06,"955,322952136983","1027,22898079245","1099,13500944793"
1996-08-08,"955,985676289205","1027,94158740775","1099,89749852629"
1996-08-09,"956,317210749116","1028,29807607432","1100,27894139952"
1996-08-12,"957,312504142404","1029,36828402409","1101,42406390578"
1996-08-13,"957,644498744309","1029,725267467","1101,80603618969"
1996-08-14,"957,976608481466","1030,08237471125","1102,18814094104"
1996-08-15,"958,308833393802","1030,43960579979","1102,57037820577"
1996-08-16,"958,641173521261","1030,79696077555","1102,95274802984"
1996-08-20,"959,97168698166","1032,22762041039","1104,48355383911"
1996-08-21,"960,304603784356","1032,58559546705","1104,86658714974"
1996-08-22,"960,637636042121","1032,94369466895","1105,24975329577"
1996-08-23,"960,970783794995","1033,30191805913","1105,63305232327"
1996-08-26,"961,970920424874","1034,37733379019","1106,7837471555"
1996-08-27,"962,304530558857","1034,73605436436","1107,16757816987"
1996-08-28,"962,638256388356","1035,09489934232","1107,55154229628"
1996-08-29,"962,972097953493","1035,4538687672","1107,9356395809"
1996-08-30,"963,306055294406","1035,81296268216","1108,31987006991"
1996-09-02,"964,308622373375","1036,89099179933","1109,47336122528"
1996-09-03,"964,643043219038","1037,25058410649","1109,85812499395"
1996-09-04,"964,977580041369","1037,61030111975","1110,24302219813"
1996-09-05,"965,312232880591","1037,97014288236","1110,62805288412"
1996-09-06,"965,647001776936","1038,33010943757","1111,0132170982"
1996-09-09,"966,652005211272","1039,41075829169","1112,16951137211"
1996-09-10,"966,987238738738","1039,77122445026","1112,55521016177"
1996-09-11,"967,32258852471","1040,13181561797","1112,94104271123"
1996-09-12,"967,658054609506","1040,49253183818","1113,32700906685"
1996-09-13,"967,993637033459","1040,85337315426","1113,71310927505"
1996-09-16,"969,001082743789","1041,9366481116","1114,87221347941"
1996-09-17,"969,337130927971","1042,29799024513","1115,25884956229"
1996-09-18,"969,67329565318","1042,65945769159","1115,64561973"
1996-09-19,"970,009576959833","1043,02105049444","1116,03252402906"
1996-09-20,"970,345974888361","1043,38276869716","1116,41956250596"
1996-09-23,"971,355868809702","1044,46867613946","1117,58148346923"
1996-09-24,"971,69273363031","1044,83089637668","1117,96905912305"
1996-09-25,"972,029715275155","1045,19324223135","1118,35676918754"
1996-09-26,"972,366813784749","1045,55571374704","1118,74461370934"
1996-09-27,"972,704029199623","1045,91831096734","1119,13259273505"
1996-09-30,"973,716377281416","1047,00685729184","1120,29733730227"
1996-10-01,"974,054060722973","1047,36995776664","1120,6858548103"
1996-10-02,"974,391861272662","1047,73318416415","1121,07450705564"
1996-10-03,"974,729778971097","1048,09653652806","1121,46329408503"
1996-10-04,"975,067813858905","1048,46001490205","1121,85221594519"
1996-10-07,"976,082622065045","1049,55120652155","1123,01979097806"
1996-10-08,"976,421126116895","1049,91518937301","1123,40925262912"
1996-10-09,"976,759747561465","1050,27929845319","1123,79884934491"
1996-10-10,"977,098486439465","1050,64353380588","1124,18858117229"
1996-10-11,"977,437342791622","1051,00789547486","1124,5784481581"
1996-10-15,"978,793943756823","1052,46660619013","1126,13926862344"
1996-10-16,"979,133388091143","1052,831600098","1126,52981210486"
1996-10-17,"979,472950144271","1053,19672058524","1126,9204910262"
1996-10-18,"979,812629957031","1053,56196769573","1127,31130543443"
1996-10-21,"980,832376361566","1054,65846920598","1128,4845620504"
1996-10-22,"981,172527621386","1055,0242232488","1128,87591887622"
1996-10-23,"981,512796845175","1055,3901041346","1129,26741142402"
1996-10-24,"981,853184073843","1055,75611190736","1129,65903974087"
1996-10-25,"982,193689348312","1056,12224661109","1130,05080387386"
1996-10-28,"983,215913855985","1057,22141274837","1131,22691164076"
1996-10-29,"983,556891723186","1057,58805561633","1131,61921950947"
1996-10-30,"983,897987841022","1057,95482563551","1132,01166342999"
1996-10-31,"984,239202250502","1058,32172285","1132,4042434495"
1996-11-01,"984,580534992649","1058,68874730392","1132,7969596152"
1996-11-05,"985,947050108876","1060,15811839664","1134,36918668441"
1996-11-06,"986,288975130209","1060,5257797099","1134,76258428959"
1996-11-07,"986,631018730647","1060,89356852758","1135,15611832451"
1996-11-08,"986,973180951316","1061,26148489389","1135,54978883646"
1996-11-12,"988,343016859244","1062,73442673037","1137,1258366015"
1996-11-13,"988,685772798405","1063,10298150366","1137,52019020892"
1996-11-14,"989,028647604834","1063,47166409122","1137,9146805776"
1996-11-15,"989,371641319753","1063,84047453737","1138,30930775498"
1996-11-18,"990,401336327899","1064,94767347086","1139,49401061382"
1996-11-19,"990,744806089296","1065,31699579494","1139,88918550059"
1996-11-20,"991,088394965514","1065,68644619948","1140,28449743344"
1996-11-21,"991,43210299786","1066,05602472888","1140,6799464599"
1996-11-22,"991,775930227659","1066,42573142759","1141,07553262752"
1996-11-25,"992,808127515214","1067,5356209841","1142,26311445299"
1996-11-26,"993,15243194834","1067,90584080467","1142,65924966099"
1996-11-27,"993,496855785748","1068,27618901693","1143,05552224812"
1996-11-28,"993,841399068849","1068,64666566543","1143,45193226201"
1996-11-29,"994,186061839066","1069,01727079469","1143,84847975032"
1996-12-02,"995,220767486863","1070,12985751276","1145,03894753865"
1996-12-03,"995,565908620066","1070,50097701082","1145,43604540158"
1996-12-04,"995,911169447719","1070,8722252126","1145,83328097748"
1996-12-05,"996,256550011331","1071,24360216272","1146,23065431411"
1996-12-06,"996,602050352427","1071,61510790584","1146,62816545924"
1996-12-09,"997,639270456075","1072,73039833987","1147,82152622366"
1996-12-10,"997,985250322635","1073,10241970176","1148,21958908088"
1996-12-11,"998,331350174517","1073,47457008013","1148,61778998573"
1996-12-12,"998,677570053331","1073,84684951971","1149,01612898609"
1996-12-13,"999,023910000701","1074,21925806527","1149,41460612984"
1996-12-16,"1000,06365067062","1075,33725878561","1150,61086690061"
1996-12-17,"1000,41047130876","1075,71018420297","1151,00989709717"
1996-12-18,"1000,7574122238","1076,08323895032","1151,40906567684"
1996-12-19,"1001,10447345745","1076,45642307252","1151,8083726876"
1996-12-20,"1001,45165505143","1076,82973661444","1152,20781817745"
1996-12-23,"1002,4939224129","1077,95045420741","1153,40698600193"
1996-12-24,"1002,84158586578","1079,07233819455","1153,80698588859"
1996-12-26,"1003,53727452093","1079,44655893208","1154,60740186817"
1996-12-27,"1003,88529980684","1080,57","1155,00781805733"
1996-12-30,"1004,93","1080,94474012449","1156,21"
1996-12-31,"1005,28","1080,94","1156,61"
1997-01-02,"1006,08515493398","1081,81199455267","1157,53883417135"
1997-01-03,"1006,47046819369","1082,22630988569","1157,98215157769"
1997-01-07,"1008,01319748113","1083,88515858186","1159,75711968259"
1997-01-08,"1008,39924914788","1084,30026790094","1160,20128665401"
1997-01-09,"1008,78544866576","1084,71553619974","1160,64562373372"
1997-01-10,"1009,17179609139","1085,13096353913","1161,09013098687"
1997-01-13,"1010,33172638137","1086,37820041008","1162,42467443879"
1997-01-14,"1010,7186660047","1086,79426452118","1162,86986303766"
1997-01-15,"1011,10575381922","1087,21048797766","1163,3152221361"
1997-01-16,"1011,49298988171","1087,62687084054","1163,76075179938"
1997-01-17,"1011,88037424892","1088,04341317088","1164,20645209284"
1997-01-20,"1013,04341774704","1089,29399757747","1165,54457740789"
1997-01-21,"1013,43139590138","1089,71117838859","1165,99096087579"
1997-01-22,"1013,81952264467","1090,12851897276","1166,43751530085"
1997-01-23,"1014,2077980338","1090,54601939118","1166,88424074856"
1997-01-24,"1014,5962221257","1090,96367970506","1167,33113728441"
1997-01-27,"1015,7623871877","1092,21762063193","1168,67285407617"
1997-01-28,"1016,15140666043","1092,63592114025","1169,12043562007"
1997-01-29,"1016,54057512091","1093,05438185045","1169,56818857998"
1997-01-30,"1016,92989262621","1093,47300282388","1170,01611302155"
1997-01-31,"1017,31935923339","1093,89178412192","1170,46420901045"
1997-02-03,"1018,4886542374","1095,14909057785","1171,8095269183"
1997-02-04,"1018,87871782339","1095,56851378859","1172,25830975379"
1997-02-05,"1019,26893079701","1095,98809763119","1172,70726446537"
1997-02-06,"1019,65929321546","1096,40784216716","1173,15639111886"
1997-02-07,"1020,04980513598","1096,82774745804","1173,60568978011"
1997-02-10,"1021,22223848267","1098,08842847599","1174,95461846931"
1997-02-11,"1021,61334898427","1098,50897740244","1175,40460582061"
1997-02-12,"1022,00460927445","1098,92968739188","1175,85476550931"
1997-02-13,"1022,39601941056","1099,35055850598","1176,3050976014"
1997-02-14,"1022,78757945001","1099,77159080647","1176,75560216292"
1997-02-17,"1023,96315956256","1101,03565544361","1178,10815132466"
1997-02-18,"1024,35531978965","1101,45733310715","1178,55934642466"
1997-02-19,"1024,74763020735","1101,87917226597","1179,01071432459"
1997-02-20,"1025,14009087317","1102,3011729819","1179,46225509064"
1997-02-21,"1025,53270184466","1102,72333531684","1179,91396878901"
1997-02-24,"1026,71143716886","1103,99079265469","1181,27014814052"
1997-02-25,"1027,10464993887","1104,41360208481","1181,72255423074"
1997-02-26,"1027,49801330259","1104,83657344364","1182,1751335847"
1997-02-27,"1027,89152731769","1105,25970679322","1182,62788626874"
1997-02-28,"1028,28519204187","1105,68300219556","1183,08081234925"
1997-03-03,"1029,4670910462","1106,95386134","1184,4406316338"
1997-03-04,"1029,86135918411","1107,37780557431","1184,89425196452"
1997-03-05,"1030,25577831992","1107,80191217196","1185,348046024"
1997-03-06,"1030,65034851145","1108,22618119511","1185,80201387877"
1997-03-07,"1031,04506981657","1108,65061270598","1186,2561555954"
1997-03-10,"1032,23014099221","1109,92488278732","1187,61962458244"
1997-03-11,"1032,62546733059","1110,3499648716","1188,07446241261"
1997-03-12,"1033,02094507214","1110,77520975499","1188,52947443784"
1997-03-13,"1033,41657427484","1111,20061749983","1188,98466072482"
1997-03-14,"1033,8123549967","1111,6261881685","1189,44002134029"
1997-03-17,"1035,00060685765","1112,90387834156","1190,80714982547"
1997-03-18,"1035,39699423667","1113,33010132975","1191,26320842283"
1997-03-19,"1035,79353342521","1113,75648755399","1191,71944168277"
1997-03-20,"1036,19022448143","1114,1830370768","1192,17584967218"
1997-03-21,"1036,58706746347","1114,60974996072","1192,63243245798"
1997-03-25,"1038,17595981401","1116,31823635915","1194,46051290429"
1997-03-26,"1038,57356329844","1116,74576698756","1194,91797067669"
1997-03-31,"1040,56386601641","1118,885877437","1197,20788885759"
1997-04-01,"1040,96238402772","1119,31439142766","1197,6663988276"
1997-04-02,"1041,36105466456","1119,74306953178","1198,12508439901"
1997-04-03,"1041,75987798537","1120,17191181223","1198,58394563908"
1997-04-04,"1042,15885404863","1120,60091833186","1199,04298261509"
1997-04-07,"1043,35669927823","1121,88892395508","1200,42114863194"
1997-04-08,"1043,7562868965","1122,31858806075","1200,88088922501"
1997-04-09,"1044,15602754994","1122,74841672037","1201,34080589079"
1997-04-10,"1044,55592129715","1123,17840999694","1201,80089869673"
1997-04-11,"1044,95596819678","1123,60856795352","1202,26116771027"
1997-04-14,"1046,15702839674","1124,90003053413","1203,64303267152"
1997-04-15,"1046,55768849276","1125,33084784168","1204,1040071906"
1997-04-16,"1046,95850203469","1125,76183014483","1204,56515825497"
1997-04-17,"1047,35946908129","1126,19297750676","1205,02648593224"
1997-04-18,"1047,76058969135","1126,6242899907","1205,48799029005"
1997-04-21,"1048,96487349055","1127,91921880704","1206,87356412353"
1997-04-22,"1049,36660894281","1128,35119241162","1207,33577588043"
1997-04-23,"1049,76849825281","1128,78333145464","1207,79816465646"
1997-04-24,"1050,17054147949","1129,21563599946","1208,26073051942"
1997-04-25,"1050,57273868179","1129,64810610946","1208,72347353712"
1997-04-28,"1051,78025473223","1130,94651046477","1210,1127661973"
1997-04-29,"1052,18306842694","1131,37964346983","1210,57621851272"
1997-04-30,"1052,58603639235","1131,81294235737","1211,03984832238"
1997-05-02,"1053,39243537161","1132,68003803399","1211,96764069636"
1997-05-05,"1054,60319234853","1133,98192725648","1213,36066216444"
1997-05-06,"1055,00708717965","1134,41622277382","1213,82535836798"
1997-05-07,"1055,41113669553","1134,85068461884","1214,29023254216"
1997-05-08,"1055,8153409554","1135,28531285526","1214,75528475513"
1997-05-09,"1056,21970001852","1135,7201075468","1215,22051507508"
1997-05-13,"1057,83868548971","1137,46095213948","1217,08321878924"
1997-05-14,"1058,2438194589","1137,89658006333","1217,54934066776"
1997-05-15,"1058,6491085874","1138,33237482516","1218,01564106293"
1997-05-16,"1059,05455293465","1138,76833648887","1218,4821200431"
1997-05-19,"1060,27181788345","1140,07722353059","1219,88262917773"
1997-05-20,"1060,67788370037","1140,51385344126","1220,34982318215"
1997-05-21,"1061,08410503349","1140,95065057365","1220,8171961138"
1997-05-22,"1061,49048194238","1141,38761499181","1221,28474804123"
1997-05-23,"1061,89701448661","1141,8247467598","1221,75247903299"
1997-05-26,"1063,11754652756","1143,13714680383","1223,1567470801"
1997-05-27,"1063,52470220946","1143,57494861233","1223,62519501519"
1997-05-28,"1063,93201382497","1144,01291809136","1224,09382235776"
1997-05-29,"1064,3394814338","1144,45105530516","1224,56262917652"
1997-05-30,"1064,74710509569","1144,88936031795","1225,0316155402"
1997-06-03,"1066,37916146958","1146,64425964471","1226,90935781984"
1997-06-04,"1066,78756629374","1147,08340461693","1227,37924294011"
1997-06-05,"1067,19612752991","1147,52271777409","1227,84930801828"
1997-06-06,"1067,60484523798","1147,96219918062","1228,31955312327"
1997-06-10,"1069,24128198819","1149,72180858946","1230,20233519072"
1997-06-11,"1069,65078295515","1150,16213220983","1230,67348146452"
1997-06-12,"1070,0604407539","1150,60262446656","1231,14480817922"
1997-06-13,"1070,47025544453","1151,04328542423","1231,61631540393"
1997-06-16,"1071,70064146863","1152,36628114906","1233,0319208295"
1997-06-17,"1072,11108432784","1152,80761755681","1233,50415078579"
1997-06-18,"1072,52168437958","1153,2491229888","1233,97656159801"
1997-06-19,"1072,93244168406","1153,69079750975","1234,44915333543"
1997-06-20,"1073,34335630151","1154,13264118442","1234,92192606733"
1997-06-23,"1074,57704463421","1155,45918777872","1236,34133092323"
1997-06-24,"1074,98858910621","1155,90170871636","1236,8148283265"
1997-06-25,"1075,40029119265","1156,34439913189","1237,28850707112"
1997-06-26,"1075,81215095389","1156,7872590902","1237,76236722652"
1997-06-27,"1076,22416845031","1157,23028865625","1238,23640886218"
1997-07-01,"1077,87381699638","1159,00410429718","1240,13439159798"
1997-07-02,"1078,28662407533","1159,4479828767","1240,60934167807"
1997-07-03,"1078,69958925227","1159,89203145405","1241,08447365584"
1997-07-04,"1079,11271258775","1160,33625009436","1241,55978760096"
1997-07-07,"1080,35303215127","1161,66992704437","1242,98682193748"
1997-07-08,"1080,76678872686","1162,11482658802","1243,46286444918"
1997-07-09,"1081,18070376408","1162,55989652052","1243,93908927695"
1997-07-10,"1081,59477732362","1163,00513690712","1244,41549649062"
1997-07-11,"1082,00900946619","1163,45054781311","1244,89208616003"
1997-07-14,"1083,25265799955","1164,78780430059","1246,32295060164"
1997-07-15,"1083,66752508183","1165,23389793745","1246,80027079307"
1997-07-16,"1084,08255105103","1165,68016242047","1247,2777737899"
1997-07-17,"1084,49773596803","1166,12659781509","1247,75545966214"
1997-07-18,"1084,91307989369","1166,57320418676","1248,23332847983"
1997-07-21,"1086,16006633172","1167,91404981905","1249,66803330639"
1997-07-22,"1086,57604690123","1168,36134075401","1250,14663460679"
1997-07-23,"1086,99218678413","1168,80880299369","1250,62541920324"
1997-07-24,"1087,40848604142","1169,25643660368","1251,10438716593"
1997-07-25,"1087,82494473415","1169,70424164962","1251,58353856509"
1997-07-28,"1089,07527803566","1171,04868605985","1253,02209408404"
1997-07-29,"1089,49237508097","1171,49717750641","1253,50197993186"
1997-07-30,"1089,90963186725","1171,94584071747","1253,98204956769"
1997-07-31,"1090,32704845568","1172,3946757588","1254,46230306191"
1997-08-01,"1090,74462490747","1172,8436826962","1254,94274048494"
1997-08-04,"1091,99831405531","1174,19173554335","1256,38515703138"
1997-08-05,"1092,41653057299","1174,64143072365","1256,86633087431"
1997-08-06,"1092,83490726039","1175,09129812945","1257,34768899851"
1997-08-08,"1093,67214138971","1175,99154988141","1258,3109583731"
1997-08-11,"1094,92919539085","1177,34322085037","1259,7572463099"
1997-08-12,"1095,34853438552","1177,79412299519","1260,23971160485"
1997-08-13,"1095,7680339798","1178,24519782774","1260,72236167569"
1997-08-14,"1096,18769423519","1178,69644541418","1261,20519659317"
1997-08-15,"1096,60751521321","1179,14786582066","1261,68821642811"
1997-08-19,"1098,28840758314","1180,95527697112","1263,6221463591"
1997-08-20,"1098,70903309814","1181,40756247112","1264,1060918441"
1997-08-21,"1099,12981970546","1181,86002118867","1264,59022267187"
1997-08-22,"1099,55076746679","1182,3126531901","1265,0745389134"
1997-08-25,"1100,81457829216","1183,67158956147","1266,52860083077"
1997-08-26,"1101,23617128697","1184,12491536234","1267,0136594377"
1997-08-27,"1101,65792574462","1184,57841477917","1267,49890381371"
1997-08-28,"1102,07984172696","1185,03208787845","1267,98433402994"
1997-08-29,"1102,50191929584","1185,48593472671","1268,46995015757"
1997-09-01,"1103,7691221407","1186,84851843086","1269,92791472102"
1997-09-02,"1104,19184667483","1187,30306094068","1270,41427520653"
1997-09-03,"1104,61473310517","1187,75777753245","1270,90082195972"
1997-09-04,"1105,03778149372","1188,21266827282","1271,38755505192"
1997-09-05,"1105,46099190251","1188,6677332285","1271,8744745545"
1997-09-08,"1106,7315958709","1190,03397405474","1273,33635223857"
1997-09-09,"1107,15545498138","1190,48973653912","1273,82401809685"
1997-09-10,"1107,57947642258","1190,94567357267","1274,31187072275"
1997-09-11,"1108,00366025668","1191,40178522224","1274,79991018779"
1997-09-12,"1108,42800654587","1191,8580715547","1275,28813656353"
1997-09-15,"1109,70202076628","1193,22797931859","1276,75393787089"
1997-09-16,"1110,12701749825","1193,68496505189","1277,24291260552"
1997-09-17,"1110,55217699664","1194,14212580284","1277,73207460904"
1997-09-18,"1110,97749932378","1194,59946163848","1278,22142395317"
1997-09-19,"1111,40298454204","1195,05697262585","1278,71096070966"
1997-09-22,"1112,68041816746","1196,43055716931","1280,18069617116"
1997-09-23,"1113,10655557426","1196,88876943468","1280,67098329511"
1997-09-24,"1113,53285618433","1197,34715718745","1281,16145819057"
1997-09-25,"1113,95932006018","1197,80572049482","1281,65212092946"
1997-09-26,"1114,38594726435","1198,26445942403","1282,14297158371"
1997-09-29,"1115,66680947232","1199,6417306154","1283,61665175848"
1997-09-30,"1116,09409061547","1200,10117270481","1284,10825479415"
1997-10-01,"1116,52153539994","1200,56079075262","1284,6000461053"
1997-10-02,"1116,94914388838","1201,02058482621","1285,09202576405"
1997-10-03,"1117,37691614349","1201,480554993","1285,58419384251"
1997-10-06,"1118,6612161362","1202,8615227271","1287,061829318"
1997-10-07,"1119,08964408546","1203,32219794135","1287,55475179725"
1997-10-08,"1119,51823611523","1203,78304958626","1288,0478630573"
1997-10-09,"1119,94699228835","1204,24407772941","1288,54116317046"
1997-10-10,"1120,37591266769","1204,70528243837","1289,03465220906"
1997-10-14,"1122,09323750536","1206,55186828533","1291,0104990653"
1997-10-15,"1122,52297985959","1207,01395683827","1291,50493381695"
1997-10-16,"1122,95288679774","1207,47622236316","1291,99955792858"
1997-10-17,"1123,38295838283","1207,93866492777","1292,49437147271"
1997-10-20,"1124,67416165043","1209,32705553809","1293,97994942576"
1997-10-21,"1125,10489245409","1209,79020693988","1294,47552142567"
1997-10-22,"1125,53578822022","1210,25353572067","1294,97128322112"
1997-10-23,"1125,966849012","1210,71704194839","1295,46723488477"
1997-10-24,"1126,39807489263","1211,18072569099","1295,96337648936"
1997-10-27,"1127,69274369997","1212,57284268814","1297,45294167631"
1997-10-28,"1128,12463056849","1213,03723717042","1297,94984377235"
1997-10-29,"1128,55668284223","1213,50180950777","1298,44693617332"
1997-10-30,"1128,98890058454","1213,96655976832","1298,9442189521"
1997-10-31,"1129,42128385879","1214,4314880202","1299,44169218161"
1997-11-04,"1131,15247354346","1216,29298230479","1301,43349106613"
1997-11-05,"1131,58568542883","1216,75880153637","1301,93191764392"
1997-11-06,"1132,01906322688","1217,22479916868","1302,43053511049"
1997-11-07,"1132,45260700115","1217,69097527005","1302,92934353895"
1997-11-10,"1133,75423481707","1219,09057507212","1304,42691532716"
1997-11-11,"1134,18844313213","1219,55746573347","1304,92648833481"
1997-11-12,"1134,62281774148","1220,02453520589","1305,4262526703"
1997-11-13,"1135,05735870882","1220,49178355787","1305,92620840692"
1997-11-14,"1135,49206609785","1220,9592108579","1306,42635561795"
1997-11-18,"1137,23256114602","1222,83071090969","1308,42886067337"
1997-11-19,"1137,66810160006","1223,29903397856","1308,92996635706"
1997-11-20,"1138,10380885858","1223,76753640708","1309,43126395557"
1997-11-21,"1138,53968298547","1224,23621826395","1309,93275354242"
1997-11-24,"1139,84830721552","1225,64334109196","1311,43837496839"
1997-11-25,"1140,28484945519","1226,11274134966","1311,94063324414"
1997-11-26,"1140,721558883","1226,58232137957","1312,44308387614"
1997-11-27,"1141,15843556299","1227,05208125053","1312,94572693807"
1997-11-28,"1141,59547955922","1227,52202103142","1313,44856250361"
1997-12-01,"1142,9076160862","1228,93292052279","1314,95822495939"
1997-12-02,"1143,34532998839","1229,40358063268","1315,46183127697"
1997-12-03,"1143,78321152746","1229,87442099727","1315,96563046707"
1997-12-04,"1144,2212607676","1230,34544168559","1316,46962260358"
1997-12-05,"1144,65947777304","1230,81664276671","1316,97380776038"
1997-12-09,"1146,41402473325","1232,70325240134","1318,99248006943"
1997-12-10,"1146,85308152947","1233,1753564833","1319,49763143713"
1997-12-11,"1147,29230647686","1233,64764137297","1320,00297626908"
1997-12-12,"1147,73169963984","1234,12010713962","1320,50851463939"
