Orden,Cuentas,Valor,Unidad de medida y moneda,Fecha (Año),Estados de la informacion,Periodicidad,Trimestre
594,                   Pasivos netos incurridos,-46.94172609,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-95.66203045,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-61.465929304,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-23.11836945,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-28.80311466,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-5.849445194,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-3.695,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-8.595,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-0.81,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-0.785,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-3,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-4,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-579.4384059,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-362.0375496,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-217.4008563,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-183.1605476,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-183.1605476,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-24.69133564,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-24.69133564,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-166.0708817,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-15.8896822,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-150.1811995,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-67.118803505,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-14.24623445,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-1.033980015,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-25.1812071,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-26.65738194,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-192.435924409,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-15.5248303,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-148.8659719,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-9.569452249,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-18.47566996,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-931.648452248,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-203.4368765,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-7.972964618,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-66.68994233,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-653.5486688,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-2178.94919313,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-664.887956,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-31.87705543,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-1248.072179,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-234.1120027,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-172.84672406,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-63.60463567,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-16.22755125,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-66.47409755,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-26.54043959,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-534.10093226,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-119.7726541,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-244.9406786,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-112.536301,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-56.85129856,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-494.47420173,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-37.17559273,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-143.161242,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-156.3685496,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-157.7688174,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-489.219774861,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-49.53659929,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-210.2584674,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-226.7908505,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-2.633857671,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-567.670495519,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-190.5454801,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-306.3899092,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-69.93586246,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-0.799243759,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-783.9508553,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
594,                   Pasivos netos incurridos,-10.7737598,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-181.6536739,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-356.0605862,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-235.4628354,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,-1304.5075033,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
594,                   Pasivos netos incurridos,-140.2006772,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
594,                   Pasivos netos incurridos,-487.3371731,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
594,                   Pasivos netos incurridos,-676.969653,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
594,                   Pasivos netos incurridos,-518.50946987,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
594,                   Pasivos netos incurridos,-80.16982327,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
594,                   Pasivos netos incurridos,-281.6698233,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
594,                   Pasivos netos incurridos,-156.6698233,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
594,                   Pasivos netos incurridos,0,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
606,              3.4 Otra inversión,2151.47868287,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Anual,
606,              3.4 Otra inversión,769.19098989,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,145.46228811,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,386.66177474,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,850.16363013,Millones - Dólares estadounidenses corrientes,2000,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,1066.00468491,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Anual,
606,              3.4 Otra inversión,-63.09670399,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,1527.584122,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-243.416667,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-155.0660661,Millones - Dólares estadounidenses corrientes,2001,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-464.511147526,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Anual,
606,              3.4 Otra inversión,-648.803809,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-486.8628693,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,70.726661554,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,600.42886922,Millones - Dólares estadounidenses corrientes,2002,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-1325.7547872,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Anual,
606,              3.4 Otra inversión,-301.2115865,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-342.6333178,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-227.196375,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-454.7135079,Millones - Dólares estadounidenses corrientes,2003,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-221.52528623,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Anual,
606,              3.4 Otra inversión,-426.2238564,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-310.3527821,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,275.99607722,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,239.05527505,Millones - Dólares estadounidenses corrientes,2004,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,661.39034081,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Anual,
606,              3.4 Otra inversión,1168.2236953,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-443.5104488,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-888.6752987,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,825.35239301,Millones - Dólares estadounidenses corrientes,2005,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,416.48872652,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Anual,
606,              3.4 Otra inversión,-594.1575523,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-404.2246409,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,868.66946684,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,546.20145288,Millones - Dólares estadounidenses corrientes,2006,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-2921.76950935,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Anual,
606,              3.4 Otra inversión,-2793.531714,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,107.72681878,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,298.93844227,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-534.9030564,Millones - Dólares estadounidenses corrientes,2007,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-2986.8398519,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Anual,
606,              3.4 Otra inversión,-451.1061639,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-419.2265971,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-1673.702301,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-442.8047899,Millones - Dólares estadounidenses corrientes,2008,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,2166.951992529,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Anual,
606,              3.4 Otra inversión,1852.2168059,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,2250.3918832,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-1958.551609,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,22.894912429,Millones - Dólares estadounidenses corrientes,2009,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-11338.3368555,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Anual,
606,              3.4 Otra inversión,-2531.573544,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-525.2677435,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-5436.949766,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-2844.545802,Millones - Dólares estadounidenses corrientes,2010,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-87.50291059,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Anual,
606,              3.4 Otra inversión,-1296.707195,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,400.85768531,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-220.529642,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,1028.8762411,Millones - Dólares estadounidenses corrientes,2011,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,3970.82399551,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Anual,
606,              3.4 Otra inversión,-416.7332908,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,2041.3812439,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,1541.8145289,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,804.36151351,Millones - Dólares estadounidenses corrientes,2012,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-2807.5022938,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Anual,
606,              3.4 Otra inversión,410.65094011,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-20.34012771,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-517.2217232,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-2680.591383,Millones - Dólares estadounidenses corrientes,2013,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-502.21926314,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Anual,
606,              3.4 Otra inversión,736.49426016,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,715.638207,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,1313.6732107,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-3268.024941,Millones - Dólares estadounidenses corrientes,2014,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-3937.1528979,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Anual,
606,              3.4 Otra inversión,-348.6822901,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-110.9359615,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-965.0009963,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-2512.53365,Millones - Dólares estadounidenses corrientes,2015,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,2402.66483828,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Anual,
606,              3.4 Otra inversión,874.43478017,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,1509.9643318,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-853.8687396,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,872.13446591,Millones - Dólares estadounidenses corrientes,2016,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,1275.87706285,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Anual,
606,              3.4 Otra inversión,-1632.883701,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,378.53029624,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,2060.5086012,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,469.72186641,Millones - Dólares estadounidenses corrientes,2017,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-8851.920144,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Anual,
606,              3.4 Otra inversión,-3446.575954,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-1086.445682,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-1915.036192,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-2403.862316,Millones - Dólares estadounidenses corrientes,2018,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-5903.9029847,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Anual,
606,              3.4 Otra inversión,-1745.033832,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-153.7450627,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-2642.344302,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-1362.779788,Millones - Dólares estadounidenses corrientes,2019,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-4435.46189062,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Anual,
606,              3.4 Otra inversión,378.57590509,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,756.75748729,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-2155.241233,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-3415.55405,Millones - Dólares estadounidenses corrientes,2020,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-6735.9370729,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Anual,
606,              3.4 Otra inversión,-2538.962333,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,2985.7916681,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-3336.998298,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-3845.76811,Millones - Dólares estadounidenses corrientes,2021,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-8488.174641,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Anual,
606,              3.4 Otra inversión,-3001.877227,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q1
606,              3.4 Otra inversión,-642.401417,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q2
606,              3.4 Otra inversión,-3190.533131,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q3
606,              3.4 Otra inversión,-1653.362866,Millones - Dólares estadounidenses corrientes,2022,Dato revisado,Trimestral,Q4
606,              3.4 Otra inversión,-130.12581106,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Anual,
606,              3.4 Otra inversión,-218.9253925,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q1
606,              3.4 Otra inversión,1579.9864916,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q2
606,              3.4 Otra inversión,-2335.799456,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q3
606,              3.4 Otra inversión,844.61254584,Millones - Dólares estadounidenses corrientes,2023,Dato provisional,Trimestral,Q4
606,              3.4 Otra inversión,-2213.450054689,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Anual,
606,              3.4 Otra inversión,-869.8318026,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q1
606,              3.4 Otra inversión,23.556447311,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q2
606,              3.4 Otra inversión,-3385.484344,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q3
606,              3.4 Otra inversión,2018.3096446,Millones - Dólares estadounidenses corrientes,2024,Dato provisional,Trimestral,Q4
606,              3.4 Otra inversión,5493.4447314,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Anual,
606,              3.4 Otra inversión,-2336.57783,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q1
606,              3.4 Otra inversión,3472.1510904,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q2
606,              3.4 Otra inversión,4357.871471,Millones - Dólares estadounidenses corrientes,2025,Dato preliminar,Trimestral,Q3
